EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Valmendite süsteem;tähendab tüürimees;Eestist mereriigist;üldiselt paraadiga;innovaatiline logi;Eesti mereriik;Eestist mereriigist;täna Lääne-Euroopas
becally pukser;kasutamiseks Ja;Eesti mereriik;tegelikult Peipsiga;toimuma anname;Eestist mereriigist;Eesti mereriik;teada 50
jälkus Tartu;lõpp-peatusesse sõidab;Eesti meremees;üldse paraadil;tegelikult 0;Eesti meremehed;mereriik ütleme;küsimuse 13
NATO hävitajad;tähendab manöövrid;saarest mereriigist;netikaater tegelikult;arvatud näiteks;Eesti rannikul;ütleme mereriigi;sõita 10
Hemingway ütleb;inimene peres;Eesti rannikul;maailmas tulidele;seatud Need;eesti meremehed;Eesti meremeestest;väike riik
näen sõitnud;lapse majja;tõeline mereriik;Põhjarannikut virtusse;ongi osa;räägime Eestist;Eesti meremees;võib-olla lihtsalt
Pärnumaal 104;kraadi paremale;Saaremaa Põhjarannikut;tegelikult järjekorras;Need poid;öelda Eesti;tõeline mereriik;meremehed nii-öelda
hästi See;laenu Ja;mere pidevat;tulevikus nägema;annavad vormi;sadamas Eesti;mereriik Nii;tähendab riik
sõjalaev Edinburgh;On teatud;tegelikult mere;mehaaniku riides;vahe head;ütleme mereriigi;mere Sellepärast;Orion-tüüpi lennuk
tegelikult mõttes;paras jälgimiseks;mere riigid;mitmekordne mereriik;nii-öelda vastavalt;Läänemerest osalevad;merele Kuidas;laevadel võib-olla
majandusteaduskonna õuna;poi Sellest;Eesti kapten;kuueteistkümned Nemad;uus sadama;näiteks Eesti;Nii meri;räägiti kolmest
oluline sümboleku;tüürimeest tähendab;mereriik Kui;arvestatud viimse;tähendab minimaliseeritud;Eesti meremeestest;Eesti meremehed;inimene osa
reporda öeldud;tänahommikune otsus;küsimus mereriik;kiiremini reaalajas;Et nimetatakse;Eesti meremees;mereriik algab;Venemaa-poolne Läänemere
mereriik ütleme;traditsioon meremehes;investeerimist Läänemerel;kolmekordse hurraaga;projekt tähendab;tähendab Eesti;öelda mere;30 aastatel
hunudki Maniinbere;lööman ilusti;Läänemere osa;nähtavad Valmendite;vastutav isik;laevadel eesti;meremeestest ääretult;ellu jäänud
merekultuur ütleme;sõitma Ja;eesti meremehed;8 vikerraadio;osa arvan;tähendab Eestis;tähendab Eesti;taanlased kokkuhoidlik
nii-öelda merepilt;rääkis mereharidusest;Rootsi mere;väljusime sadamast;unustame tegelikult;mereriik ütleme;tegelikult mere;liikusid otse
Orion-tüüpi lennuk;jagame raadioeetrit;mereväe peastaabispetsialist;jäänud kaitseingel;Need noored;süsteem Läänemerest;sadamas Eesti;neli aastat
ülekanne jätkub;mängida küllap;piirkond meri;46 tüürimeest;Et oodatakse;ütleme Tallinnas;mereharidusest Meri;võib-olla aru
ravikasvandikud kõrgem;Ja võib-olla;räägime Eestist;ütlesite ilusti;innovatiivne osa;Eesti riigi;Eesti annab;näete tähendab
Ameerika Orion-tüüpi;141 meetri;ennemmelgume merele;Venemaa juhtiv;lapsed kodus;Ja Eesti;küsimus mereriik;ilm väga-väga
Läänemerel Tallink;merele Ja;sadamas Eesti;uuesti Teeme;negatiivset tunnetama;Eesti kapten;Eesti rannikul;suur riik
ütleme Tallinnas;haubitsa ost;meri kogemus;lähemalt maripuu;lubatud eelnevatel;kaasa Eesti;mereriik Kui;vähem inimestel
netikaater tegelikult;ümbritseb vesi;merel toimub;abiks kommenteerimas;oskagi head;meredega ütleme;merekultuur ütleme;Eesti esimese
põlvest põlve;mõtlen päev;mere elavad;sadamates nähes;kodus vahti;mere riigid;Ja Eesti;liigub nii-öelda
ülesandeid merenduslik;Ja nii-öelda;tegelikult patrull-laev;õhumasinate ülelend;alus keeles;Läänemere osa;öelda Eesti;tüürimehed tähendab
ümbritseb vesi;annab keskastmeõpet;Ja merenduses;tegelikult paraadi;hingest arvan;Venemaa-poolne Läänemere;kaasa Eesti;Lääne-Euroopas piirkonnas
tähendab loomulikult;merekultuursed inimesed;Venemaa-poolne Läänemere;trammi lõpp-peatusesse;ütlen tegelikult;Eesti annab;meri hästi;tavaliselt näe
Soome näeme;Ja Ei;Ja Eesti;ilmselt paraadi;noored mehed;küsimus mereriik;mereriigist toetada;ütleme 12
meteroloogid ütlevad;hoone nii-öelda;Eesti maa;võtta merekool;kodu lõi;Eesti juhid;inimesed mere;käisin Saaremaal
täna mereakadeemia;Pitka Alemmati;laev Eesti;plaani ettenähtud;pika vastamise;merel Rahvastiku;laev Eesti;Eesti riigi
õhumasinate ülelend;maavalitsuse tuletseremoonia;laevadel eesti;jätkub mereparaadi;vaste netikaater;Eesti maa;meredega ütleme;lennukid USA
tegelikult võidupüha;kuulajad Estheri;lendama merel;raadioeetrit kolleegidega;nii-öelda vormis;tunned merd;Aga riik;nii-öelda merepilt
Vaat merekultuur;hüütakse uraja;laevadel võib-olla;sadamasse Saaremaa;inimene kaovad;ütleb sadamas;merekool pitsakeskuseks;Ameerika Orion-tüüpi
meelepärane koraal;võtta merekool;akvatooriumis toimuma;suurem merekooli;näiteks kuskile;mõttes meri;saarest mereriigist;uudiseid võib-olla
kõrgem ütleme;merekultuur tähendab;rahvusvahelistes vetes;tervitust Kolm;seatud toimu;mereväes piirivalvel;meremuusikat mõtiskleme;kadetid annavad
tõeline mereriik;merel toimub;süsteem Läänemerest;väikelaev tegelikult;nimetatakse tegelikult;nii-öelda merepilt;tegelikult meremehed;kuueteistkümned Ja
mere Sellepärast;näol Ja;jälgi mere;märkis paraadi;vastav vastastikune;meremehed nii-öelda;laevadel eesti;20 sajandi
