keyphrase;score
;1.0
lutseedilammermour;0.8444
regaalia;0.8268
fluidum;0.8233
läbiarutamine;0.8158
ükskõiksus;0.809
õnnestunud;0.8073
uuestisünd;0.8044
psühholoogiline;0.7992
mono-ooper;0.796
kultuuripärand;0.7895
vokaalkunstiajaluguk;0.7872
atribuutika;0.7859
armastusteemaline;0.7858
belkanto;0.7842
kunstimall;0.7821
anssimov;0.7819
lammermontan;0.7818
giuseppe;0.7796
nägemus;0.7787
kodanikujulgus;0.777
õnnestunum;0.7763
kõikesemalt;0.7761
meenutus;0.7756
surmamaik;0.7735
esindusetendus;0.7723
järjekindlus;0.7713
nimiosa;0.768
lutšiaad;0.7677
paari-kolmepäevane;0.7668
oktaav;0.7657
mänguaeg;0.7648
õppimine;0.7637
itaaliakeelne;0.7619
lauljaame;0.761
primitiivne;0.7599
pilt;0.7585
konservatoorium;0.7564
jäetud;0.7553
libreto;0.7553
väljatulek;0.7535
teatrilukk;0.7533
abstraktne;0.7513
tähelepanu;0.7509
seober;0.7503
sentimentaalsevõitu;0.7486
tõeline;0.7459
niipalju;0.7452
probleem;0.7433
siinov;0.7428
tasapind;0.7427
ning-jaan;0.742
kurjusehoog;0.7406
meisterlikkus;0.7394
sinilaug;0.7377
leningrad;0.7376
põhijoon;0.7364
eriarvamus;0.7357
ooper;0.7354
tonitset;0.7346
kontrast;0.7343
hotellipakkumine;0.7342
nüansirikas;0.7336
selg;0.7323
estonia;0.7303
muusikaline;0.7293
õpinguperiood;0.7272
vokaalselt;0.7264
brigit;0.7251
azariblizetski;0.7238
tõekspidamine;0.7236
tolleaegne;0.7226
areng;0.7223
13;0.722
tamara;0.7212
õnnestunult;0.72
luczia;0.7196
tonisset;0.7192
käte-jalad;0.7184
kärbes;0.7177
naispeaosaline;0.7174
rügement;0.7163
imponeerima;0.7157
varem;0.7153
suvi;0.7148
maakler;0.7148
igavavõitu;0.7134
nimelt;0.7116
dust;0.7114
tormis;0.7108
hingus;0.7103
fragment;0.7094
punktiir;0.7083
õpetaja;0.7068
paljud-pali;0.7059
vorm;0.7047
vanemuine;0.7037
kergekäeline;0.7021
voronina;0.6991
kohanduma;0.6976
prantsusmaa;0.6974
superteos;0.697
teretulnud;0.6967
raudvägi;0.6952
tähtsam;0.695
osan;0.6946
järgnema;0.6933
terviklikkus;0.6922
kontsertreis;0.6859
pannkoogikiri;0.6852
õnneks;0.6842
diplomand;0.683
edasiviiv;0.6786
meeleolu;0.6785
lahti;0.6773
kivimägi;0.6746
arvukas;0.6741
vabariik;0.6736
laulutsükkel;0.6715
aasta;0.6707
aprill;0.6702
vasturääkiv;0.67
elu;0.6673
saade;0.664
soovima;0.6618
eriklass;0.6587
mitmed-mitmed;0.6561
kõnd;0.6517
suhe;0.6515
raadiokuulaja;0.6511
dramaatiline;0.6504
kergendama;0.6496
oht;0.6479
tulevik;0.6478
nimi;0.6459
enamik;0.6416
kulminatsioon;0.6412
lõpetama;0.6411
aastakümme;0.6402
harvaesinev;0.6382
tundlikult;0.6378
peakangelane;0.6377
varjatum;0.6366
vahutama;0.6363
1984;0.6329
kord;0.6328
number;0.632
kippuma;0.631
seale;0.6288
kandvus;0.6279
arvuliselt;0.623
aplaus;0.6205
esietenduma;0.6192
muutunud;0.6173
hetk;0.6169
vaatus;0.6159
pusima;0.6152
muusikateadlane;0.6152
testituur;0.6118
eripalgeline;0.6114
vaba;0.6073
30;0.607
kiiresti;0.6053
pööraselt;0.6043
sügavalt;0.604
takerduma;0.6013
margarita;0.6009
hollandlane;0.6005
kaal;0.5969
omandatav;0.5956
amet;0.595
-sse;0.5944
elama;0.594
esitatud;0.5924
kaasa;0.5888
hea;0.5874
maitse;0.5865
kõlama;0.5843
jagunema;0.5786
raske;0.5772
kaasnema;0.5763
seppe;0.5743
mari-liis;0.5698
vormima;0.5683
kuus;0.5646
kindlasti;0.5645
kuuselt;0.5632
ootama;0.5494
kaotamata;0.5449
sündima;0.5428
kujutama;0.5415
kanduma;0.5392
tunduma;0.5311
viibima;0.5262
kinni;0.5012
toime;0.489
tegemine;0.4836
avanema;0.4501
erik;0.4455
vihje;0.3414
