keyphrase;score
parim liider programm;0.8191
etnoPiret rist andma;0.807
standard vangla ainus;0.8043
toime küsitav eile;0.8035
alge inimene aed;0.8005
madalaim intress jam;0.7972
aeg tegelema EFS;0.7968
andma ennetav laen;0.7931
näiteks tore projekt;0.7916
esmalt otsim otsimiskraav;0.7912
meeter sekund soe;0.7901
liider programm toetama;0.7885
algatus stiilist Leader;0.7879
laen madalaim intress;0.7879
parim ettevõtmine näiteks;0.7879
tugev traditsioon omav;0.7873
näitamine eeskuju huvitavam;0.7856
teadma noor inimene;0.7843
Leader programm raha;0.7838
äik ootama soe;0.7838
elu aeg vang;0.7828
projektitaotlus esimene võimalus;0.7818
hulgaliselt kuulunud ese;0.7817
tingimuslik tingimus riik;0.7814
jagatud jagama jagama;0.781
vihjama kandideerima kinnitama;0.7807
Leader projekt tegelikult;0.7793
voo võimalik võimalik;0.7793
toetus oletus langenud;0.7791
programm toel kiigeplats;0.7789
remont asi asuma;0.7782
kandideerima Adolf Hitler;0.7782
fond maht Re;0.7777
puuduma andmed aparaat;0.7774
inimene ringkond asi;0.7773
võib-olla nii-öelda 10;0.7769
seis ütlema kindlalt;0.7764
eelnev eesti etno;0.7759
lokk laud horisontaalselt;0.7758
liider pakkuma fond;0.7755
14 välismaa artist;0.775
tegelema pärimusmuusika üha;0.7746
noor muusik laager;0.7736
rannik 12 meeter;0.7734
järeldus kahtlus seotud;0.7733
surema 10 1000;0.7733
pank andma ennetav;0.7728
president Dmitri Medvedev;0.7727
lihtsalt saade nimetama;0.7726
horisontaalselt mängima kaks;0.7725
kreeka liituma illis;0.7723
otsima kultuur maailm;0.7717
toimuma 28 -st;0.7716
planeet rida täis;0.7715
ajutine maksevõimetus EFSF;0.7714
suunama noor määr;0.7714
tekkima udu puhuma;0.7714
ametivõim Baier asuv;0.7713
pubi tegelane tuba;0.771
tegevusgrupp koostama strateegia;0.7704
huvitavam salapart bask;0.7693
täpsus hetk seis;0.7693
kosmosesüstik programm Atlantis;0.7686
Baier asuv Munsiidal;0.7684
säilitama näitama no;0.7681
jagama jagama mure;0.7681
edendama Venemaa presidendivalimine;0.768
Margit Kuhi uus;0.7679
15 17 inimene;0.7676
sada maailm suurem;0.7674
huvi eeste naast;0.7672
leidma panema pudel;0.7671
aeg vang 1966;0.7668
Steiner hinnang maailmavõimek;0.7665
inimene võib-olla natuke;0.7654
eile kuulutama ÜRO;0.7643
sealne hoov lava;0.7643
1000 projekt Toomas;0.7643
vili kandma noor;0.7641
rist andma teadma;0.7634
näiteks Kalama Senegal;0.7634
savimaja ehitus haljastus;0.7632
Hitler asetäitja Rudolf;0.7625
euro ala euroala;0.7624
vang mõistma 1946;0.7623
udu puhuma ida;0.7623
Uma mekk pikk;0.7623
laen abirahandusminister Jürgen;0.7622
targem aasta no;0.7619
vesi lõpp käsi;0.7617
Janek Salme USA;0.7612
atlantis muuseumieksponaat Kennedy;0.7612
ütlema mürtsuma trumm;0.7609
pillerkauss nael pill;0.7608
osa Margus Muld;0.7604
parim Taali mesila;0.7603
tuvastama puistama meri;0.7598
täna Kennedy kosmosekeskus;0.7598
folk esinema 28;0.7597
ettevõte arendus remont;0.7594
Munsiidal aselinnapea Roland;0.7594
kultuurimaja remont sealne;0.7594
Reuters Brüssel toimuv;0.7593
saju soe 18;0.7586
artist programmipealik Tarmo;0.7583
protsent kahanema 65;0.7583
omanik Kiviberg hea;0.7581
sibulatee romantiline rannatee;0.7577
Brüssel arutama Kreeka;0.7576
huvi proovima inspireerima;0.7574
pank toetamine pikk;0.7573
lugu rütmipill huvi;0.757
Zeitung esisugulane seletama;0.7568
võlakiri ostmine range;0.7566
26 32 kraad;0.7561
pressikontsert astunud Silver;0.756
üha usinamalt Saaremaa;0.7559
