EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Avery Fisher Price;Helsingi filharmoonia orkester;akustika Eesti kontserdipaik;rütmikäsitlus veidi Janadžiki;saade teostama operaator;sümfooniaorkester Eesti rahvusmeeskoor;soome kontsert Eesti;kuulama klassikaraadio toimetaja;orkester laulja hästi
helilooja Philip Glass;Tereping klassikaraadio akustika;akustika teema rääkima;esinema Pariis orkester;ootama staadium objekt;kontsert klassikaraadio kodulehekülg;Baltimaa muusik Eesti;klassikaraadio kiri tegelikult;2011 Läänemeri festival
Andrus Siimon flööt;tehniline vahend suur;Teder Helsinki-music avakontsert;aasta 2002 asendama;madal sagedus null;töö Soome klassikaraadio;sümfooniaorkester Helsingi linn;töö Soome klassikaraadio;jaapani prints preemia
vereülekanne Lincoln keskus;vajadus kultuurikeskus Helsingi;suur suvine muusikasündmus;Teder Helsinki-music avakontsert;kodu kollektiiv pakk;kiitma Estonia kontserdisaal;linnaorkester Soome raadio;avakontsert pühendama Baltimaa;kusagilt kuulaja jõudma
kammersaal black box;lugu tähendus põhjanaaber;august Soome pidulikult;Charlie joonis kujundlik;sagedus null esile;dirigent Tõnu Kaljuste;avakontsert klassikaraadio kuulama;kontserdihooaeija avakontsert klassikaraadio;kuus aasta kestnud
Charlie joonis kujundlik;tegelane dirigent kontsertmeister;Saaremaa ooperifestival heliseade;sügis taas preemia;kujunduselement näiteks summutav;ärkama Baltimaa kontsert;rääkima akustika Eesti;osalema Läti raadio;esinema Eesti riiklik
etendus Broadway teater;Kristjan Järvi dirigeerimine;huvitav tugev orkestriteos;Pärt kolmas sümfoonia;null viima internet;Musike tala direktor;tunnustatud Soome dirigent;Eesti Kontsert uus;kontserdipaik näiteks Estonia
Helsingi linnaorkester Sakar;kiitma Estonia kontserdisaal;võimalus kogema avakontsert;17 2011 Läänemeri;saavutama hea tulemus;Tiia Teder Helsinki-music;august Stockholm kontserdimaja;Läänemeri festival avakontsert;30 kaheliikmeline solist
mõte faktuurija traditsiooniline;ooper oskama muusikasõber;esimene september õhtu;muusikamaailm Ale puut;kindel materjal vorm;klassikaraadio peatoimetaja Tiia;dirigeerima Eesti Kontsert;klassikaraadiokuulaja nimi Annika;ütlema neljapäevane kontsert
Teder Helsinki-music avakontsert;tutvustav galakontsert leidma;tuntud akustik Linda;Paas toimetaja Annika;ootama absoluutselt kava;kords juhatama Helsingi;Helsinki-music avakontsert salvestus;läänemeretemaatika kontserdiüllatus lisa;väga-väga tugev mängija
omadus tõepoolest Estonia;toimuv Läänemeri festival;esitama Läti helilooja;Putšiin ooper oskama;näitus andma ülevaade;tunnustatud Soome dirigent;avakontsert esitama Finlandia;toimetaja Annika Kuuda;tähtsam väga-väga hea
nädal töötama nädal;andma kontsert Euroopa;järgnev teema kuulama;500 kord kell;avama vastama ootus;Jõhvi Pärnu kontserdimaja;Läänemeri festival avakontsert;kava kõlama eesti;vigastus maailm esitenor
esituskoht Noblessner valukoda;sümfooniaorkester tundma terve;hea saatejuht stuudio;Euroopa koor esitama;element saal tekkima;avatud Helsinki muusik;kolmas sümfoonia esinema;kirjas Baltimaa kuulma;riikidevaheline kommunikatsioon tänavu
dollar suurus Avery;külaline Tallinn ülikool;klassikaraadiokuulaja nimi Annika;mängima varem võimalus;puit vaatama näiteks;heligaja külaline Tallinn;kontsert Euroopa koor;september kontsert üldmulje;Los Angeles kontserdisaal
amfiteater suur esinemine;kava õhtu ettekanne;põhjalikult mõõtma akustiline;1900 seitsmekümnes aasta;mängima noorem hästi;Leedu muusika kontsert;Helsinki muusik Ida;Pärnu ütlema akustiliselt;muusik tohutult õnnelik
16 kuninganna Silvia;juhatus Johannes tuur;andma eesti publik;per libreto looma;prints preemia preemia;helilooja Jüri Reinvere;Eesti rahvusmeeskoor tutvustama;Soome raadio sümfooniaorkester;tegelikult mõtlema Stravinski
per libreto looma;läbiviimine maja määr;ütlema näiteks sümfooniaorkester;materjal publik istuma;ülesanne funktsioon omavastutus;Järvi andma eesti;tutvustama Rootsi publik;Saaremaa ooperifestival heliseade;20 aastapäev 27
