EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;muusika;ajakirjanik;erakordselt;;Tallinn;kõrgharidus;karikakramängusaade;töötaja
žurnalistika;ostma;televisioon;B-klassiõpetaja;element;toi;koolitama;haridussaade;võib-olla
tänavaküsitlus;kuuldasine;kunstiülikool;filmivõte;noorem;eesti;muusikakeskkool;raadiomaja;kõrgharidus
esmatähtis;maa;huvitav;kaheteistkümnes;logel;rääkima;kommertskool;näitleja;tegelikult
inimühiskond;tundma;keskkooliaeg;teadmik;partner;tänane;B-klassiõpetaja;tüdruk;põhjus
B-klassiõpetaja;jama;erialane;tõeliselt;test;kirjandusteadlans;Tallinn;B-klassiõpetaja;lihtsalt
õmblema;aasta;koolitama;niikuinii;hull;kõrgharidus;õppealajuhataja;suitsukool;XII
mittelaug;teooria;õhk;kommertskool;mass;klassiõde;klassiklass;kirjutama;18
sähvatus;enamusjagu;klassiklass;sünnipäev;summa;kunstikool;kooliarmastus;vaatama;eesti
kooliarmastus;üritus;kurss;õppima;logelema;muusikakeskkool;keskkooliaeg;mängima;töötama
sõprussuhe;esiplaan;keskne;proovima;andma;meeklass;koolipidu;õppealajuhataja;varem
Tartu;eriala;koolne;konkurss;q;erialane;isiksus;kooliskäimine;nii-öelda
