EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hadcolt kim;värvikam meediainimesed;esimese klassi;sisult telespordiajakirjaniku;tore retsept;mõelnud tänamine;kadakas eesti;keelekõrv 537;mõtlema sõna
morgenstunde hadcolt;hiljuti keelenõunik;hariduspõllul töötama;leiab bussi;selgitab arvutil;tänamised põlised;mari kadakas;õpikutest aabitsatest;lõbus võib-olla
tänamised põlised;rääkinud vanaemad-vanaisad;kuulasin esimesel;keeleküsimustes kaugele;kontrollima sõna;tänud esines;omandamise eesti;keele õpikutest;kooli vead
õigekeelsussõnaraamatust tõsist;rääkija moesõna;ema lugenud;saates mäletate;meelde vormi;tänane hetk;eesti keele;nädalateemadega keelekõrva;võib-olla peabki
variante õigekeelsussõnaraamat;stiiliküsimused moesõnast;keelekõrv 537;moesõnu ekspluateerima;vaatame kontrollima;mari kadakas;mari tarand;hiljuti keelenõunik;rääkinud vanaemad-vanaisad
olulised ütlemised;olulised ütlemised;mõista väike;vormi saatejuht;kasutada sõna;eesti keelest;teatavasti eestis;uusi õppevahendeid;kirjutada kahe
õppevahendeid kõrgel;raadiokanali inimestele;vana lugemiku;tänase keele;andma sõna;kadumine eesti;hiljuti keelenõunik;ütleb toimetaja;arvu kindlasti
lõbus lõpetan;keele üldpilt;õppimise kooli;hetkedest olümpialainel;kolm arvu;keel märkmiku;sõnast tänan;õigekeelsussõnaraamatust tõsist;tänase keele
stoori stoori;hommikul piimatassi;näiteks raadios;saates meelel;kaks asi;hiljuti keelenõunik;kadumine eesti;rääkis õppekirjanduse;hästi korda
tähelepanu teema;soodne lohepulgad;kuulsin raadiost;õigekeelsussõnaraamat pakub;kutsuvalt eraldi;toimetaja mari;väljendit loskutov;õppevahendeid kõrgel;riigi erinevad
kündmise kujund;moesõnu ekspluateerima;mäletan lapsepõlvest;leidub keelekasutaja;mitmuses aeg;ütlemised teretamised;toimetaja mari;keelenõunik einar;keeleveaga nud-kesksõna
värvikam meediainimesed;arv tegemist;huvitav kiri;teilegi rääkinud;vahet otsustasin;eestis tulevikku;keelenõunik einar;retsept keeleelu;äratanud kaasa
noorte muusika;meediainimesed moesõnu;väike vader;lõpetan tänase;seoses tahan;asjatundja mari;sõna palun;õpikute töövihikute;endisena suuruse
moodide öeldud;hommikul rahvaluulest;töötama mäletan;raamat väiksem;uut sõna;kadakas eesti;eestis tulevikku;kooli kooli;iseendast lõbus
salm kooliõppus;laste õpikute;muusika keeles;otsustada peenemad;arvatavasti osa;tänama järelemõtlemise;keele õpikutest;eesti keelest;kooli alguse
võeti sportlassangareid;lugupeetud kuulajad;musta värvi;eraldi pannakse;vaataksime seoses;kuulaja varajane;tänamised põlised;raha rääkisime;omandamise eesti
sündmusel räägin;moesõna tihti;kooli vead;eksi pealkiri;annan hääldades;paus kõneleja;lugemiku salm;telespordiajakirjaniku kuulates;kooli juhuslikud
mõelda släng;tahvlit psühholoogid;keeles põlluharija;vana lugemiku;arv tegemist;sõna kuulajatele;õppekirjanduse asjatundja;sõna kuulajatele;500 krooni
täna koosneb;peenemad stiiliküsimused;keel märkmiku;pisikene ajalõik;pikemalt vastata;annan hääldades;variante õigekeelsussõnaraamat;kadakas eesti;möödunud laupäeval
natuke lombakas;õigemaks püsivad;esimene aabits;katsetada sobiksid;ütlema sõna;lugupeetud kuulajad;õpikutest aabitsatest;kooliõppus tahvli;õnnitlema ühesõnaga
võitlemine mõttetu;esimese koolipäevakingitus;tekstides teatud;väljendada oleviku;tarand head;teatavasti eestis;kivist ader;moodsa keeleteadmisi;esineb 10
varane enam-vähem;keelest morgenstunde;vanaemad-vanaisad emad;süda raskeks;valge vagu;keelekasutaja skonnas;keele kohtume;keelekõrva kõne;oligi õigus
väike vader;kasutada sõna;väike lõbus;lähemalt saates;vastata eriti;tänati suureliselt;huvitav kiri;õigekeelsussõnaraamat pakub;räägin vaja
nädala ütleb;töövihikute hind;ema lauset;kuulsin raadiost;kontrollima oligi;kaasa soovivad;rääkis õppekirjanduse;salm kooliõppus;tõepoolest võimalik
olümpialainel päev;kujutatud kündmise;hommikul piimatassi;tänud mitmuses;kujutatud kündmise;teene võttis;raamatute kallite;tegemist uue;arust põhilised
nädalateemadega keelekõrva;sündmusel räägin;lause natuke;telespordiajakirjaniku kuulates;otsustanud sõna;õige oodatud;kim munde;töövihikute hind;räägin usu
peenemad stiiliküsimused;kõlas natuke;tänusõnad kuidagiviisi;loskutov võistlema;kirjutatud vastand;keele kohtume;sõna kuulajatele;kuulasin esimesel;300 krooni
kasutas mõtlema;kuulajad jagada;lapsel meedia;rasvases kirjas;tasemel hinnale;argikeelena argikeelne;osa kama;kooli vead;teema tähenda
väldete küsimuses;õppimise kooli;mari tarand;oodatud tulemusi;rõhutamiseks võimalus;ootavad kirjale;hääldades erilise;vormi saatejuht;tund kapsa
tõepoolest ükstaskõik;aja pikka;koolipäevakingitus hea;hommikul piimatassi;vastuolu asi;pööranud tähelepanu;vara kirjutatud;mõista mõista;tähele kasutati
sportlassangareid kohtumist;nud-kesksõna täiendina;lauset kuulnud;öeldakse päriselt;asi jätame;kirjutatud vastand;tänama järelemõtlemise;537 saade;nud-kesksõna täiendina
slängi tähendab;ema vanaisa;meenutasin õpikute;õige pisikene;usu üldine;saates mäletate;paus kõneleja;terve loo;100 krooni
sõnapaar tänasel;õigus vara;kadakas eesti;peas õigekeelsussõnaraamatust;juhtuda näiteks;hommiku kuulaja;avaldamiseks inimesele;keelevaist sooviks;mõista mõista
lombakas sõnajärjekorra;stoori küsib;koolipäevast muuhulgas;värvikam meediainimesed;mitmekordistada mõtet;kuulajatele ootavad;kirjale vastust;kallite koolil;enam-vähem võtta
ükstakõik ükstapuha;klassi lapsed;teatavasti eestis;raekoja platsil;olegi retsept;saates meelel;asjatundja mari;keeleküsimustes kaugele;erinevad sätestatud
suurem mõju;suur mitmekordistada;vanuses inimestest;ostja kassiiriga;otsustada peenemad;sõna palun;tahvlil kriidikiri;sõna annan;mari tarand
tore ütelda;keelekasutaja skonnas;põlised tunnen;peenemad stiiliküsimused;sõna annan;hetk hetkel;kirjatarkuse omandamise;meelde vormi;mäleta ema
ajalõik täna;rääkis õppekirjanduse;kultuuripõldu harima;klassi lapsed;aru ütlema;saatejuht kasutas;tänama lilli;krooni kolm;nimelt pakub
sõna variante;keelest laenatud;õppekirjanduse asjatundja;paremaks üha;hetkel vastuolu;rääkis õppekirjanduse;olümpiakangelasi õnnitlema;pealkiri esimesed;eesti keeles
näed toodet;kindlasti süda;leiab bussi;rõhutada liiki;nimelt pakub;mari tarand;annan hääldades;lihtsalt sõnast;tarand 
mõelnud tänamine;pannes soodusmüügikuulutusi;lugu võõrast;kooli vead;kapsa sort;kiri väldete;ootavad kirjale;kallite raamatute;stoori aru
raha rahatäht;ütelda varane;rõhutada liiki;kirjutades väljendaks;oodatuid saavutusi;keelenõunik einar;olulised ütlemised;koolipäevakingitus hea;toimetaja mari
keele üldpilt;tänud suured;meelde vormi;üldpilt rikkam;kuulama sõna;keeles iseendast;õppevahendeid kõrgel;olegi tahvel;õigemini väljend
juri pelmeenid;loodan tänusõnad;kivist põld;üldine nähtus;kindlasti vanem;andma sõna;tähele kasutati;koolipäeval räägin;keelekõrv 537
näeb kirjutatud;hästi korda;kujund õppimise;teleekraanilt jälgides;tekitab mulje;hääldades erilise;kasutan pooliti;esimene aabits;tõrjume muutub
tahetakse öelda;mõtet näe;mõtlema sõna;mäletan lapsepõlvest;näiteks raadios;väljendit loskutov;võtab pelmeenipakki;esimesest koolipäevast;tegelikult südamlik
väldete küsimust;mõtlema esimene;raadiokanali inimestele;tegelastele olümpiakangelasi;valdavaks arust;südamlike meeleolukas;kirjas tihti;levima keeleveaga;andis mäleta
argikeelne ükstakama;varajane varajasemat;head kuulajad;vanem hommikutunnil;hirmus kulub;nädalateemadega keelekõrva;keelest morgenstunde;märgitud argikeelena;rahatäht suur
lõbus võib-olla;inimesi rahvas;sündmusel räägin;nädalateemadega keelekõrva;öelda vahet;rahvaluulest mõtlema;kuulaja varajane;õige paljudest;paljudest hetkedest
stiiliküsimused moesõnast;sportlase etteastet;hommiku kuulaja;mure jäädes;vahet suva;ema lugenud;head kuulajad;klassi lapsed;kasutati väljendit
mõneski kuules;võrreldes mõeldes;mõju keelekasutusele;jüri pelmeenid;võitlemine mõttetu;põlised tunnen;suhtuda keeleküsimustes;tänan täname;suunas vaatame
keeleveaga nud-kesksõna;marjasordid tore;keelest morgenstunde;olümpiakangelasi õnnitlema;ader maa;ajalõik täna;meenutasin õpikute;huvi keele;õige paljudest
enam-vähem võtta;hetkedest olümpialainel;telespordiajakirjaniku kuulates;päev eraldi;suhu teilegi;huvitav kiri;kasutan avaldamiseks;rääkisime saates;sõna enamasti
keeleteadmisi slängi;kindlasti vanem;leidub vanast;märgitud argikeelena;tegemist uue;võõrast keelest;levima keeleveaga;hariduspõllul töötama;krooni 300
kõne nimelt;mõeldud asjakene;keelest laenatud;variante õigekeelsussõnaraamat;näitab tegevuses;suhu teilegi;vormi saatejuht;alguse kirjatarkuse;stoori stoori
soodusmüügikuulutusi päev;jüri nimed;teatud ümbruses;näited loen;ilus lapsed;saade mari;salm kooliõppus;tasemel hinnale;lugu stoori
kooliõppus tahvli;levima keeleveaga;alguse kirjatarkuse;selgitas hiljuti;avameelselt esimesest;jääda rääkinud;loskutov võistlema;maksavad hirmus;meelde vormi
kim munde;lilli andma;tähti kirjutada;meediainimesed moesõnu;ilus raamat;hästi korda;kuulub paljuräägitud;rimi kaubamajja;ongi keele
lehel arvutikaustas;inimesele suure;koht aidanud;juri pelmeene;kama kaks;palun kadumine;inimestele selgitas;asjatundja mari;juri pelmeenid
lohepulgad annika;esimene aabits;moodne keel;meenutasin õpikute;kirjutada kahe;äratanud kaasa;suure teene;hommikul rahvaluulest;suhteliselt konservatiivne
noored räägivad;õppevahendeid kõrgel;nimelt laste;mõttetu niipea;keelest morgenstunde;rääkisime saates;kallite koolil;esineb 10;pelmeenid astub
väljend sõnapaar;meelevalmistamine lapsele;raamat väiksem;reporter tegelikult;oodatud tulemusi;kirjas tihti;otsetõlge saksa;näiteks raadios;palun kadumine
lõbus lugu;tõepoolest ükstaskõik;arvatavasti osa;juhusliku kooli;südamlikult avameelselt;jõuavad möödunud;kõneleja otsustada;lind leiab;rääkisime saates
põhilised olulised;teretamised tänamised;saksa keelest;laenatud stoori;tahtsin näidata;meeleolukas panin;rõhutamiseks võimalus;meenutasin õpikute;inimesele suure
pelmeene juri;keeleküsimustes kaugele;mõtet rubriiki;keelekasutaja skonnas;toodet jälle;olulised ütlemised;muremõtet kuulasin;hommikutunnil kuld;eesti keelest
tegevuses nähtus;mõte jookseb;leidub keelekasutaja;küsimust raadiokanali;tegemist ilmse;panite tähele;keelekõrv 537;sõna variante;sõna taaskord
järelemõtlemise koht;rubriiki kuulub;põhilised olulised;rääkisime saates;suunas vaatame;kirjale vastust;ema lugenud;õigemini väljend;saksa keelest
möödunud laupäeval;paljundamine tekitab;ader maa;jutt erilistest;stiililiselt parem;avaldamiseks inimesele;suva suva;räägin vaja;vanaemad-vanaisad emad
meedia paljundamine;tulevikku väljendada;minuti kasutan;valged kündjal;liiki kasutada;koht aidanud;hadcolt kim;näeb kirjutatud;juri jüri
muusika keeles;armsat lapsesuusaadet;maa vaod;mõtet rubriiki;ekspluateerima suurem;keelest laenatud;sisult telespordiajakirjaniku;parem laulul;rikkus batoodi
arvatavasti osa;teatud tekstides;põlluharija rahvas;suunas vaatame;eraldi kirjutatud;minuti kasutan;etteastet rääkides;etteastet rääkides;jüri pelmeenid
aidanud lihtsalt;ükstaskõik ükstakõik;keeleküsimustes kaugele;ütleb toimetaja;vastand hiline;maid vanast;tähelepanu teema;vastata eriti;pidu söödi
tänusõnad kuidagiviisi;arust ilus;eksi pealkiri;paremaks meenutasin;natuke vastuolus;lohepulgad annika;südamlikult avameelselt;mõneski kuules;kadumine eesti
hea meelevalmistamine;tänamised põlised;suure mure;eestis tulevikku;emad isad;jagada muremõtet;suhu teilegi;nimelt tulnudki;võttis suure
stoori aru;sõna variante;sõrendades rasvases;keelekõrv 537;einar kraut;vara kirjutatud;stoori küsib;tegelikult lastele;arust suunas
kivist ader;hästi mõeldud;saates mäletate;vagu grislikiri;näidata mõte;keelevaist sooviks;kuulajatele ootavad;rohelist tahvlit;kõlas natuke
kassatöötaja selgitab;südamlike meeleolukas;keeleveaga nud-kesksõna;15 kordi;suva ongi;sõna pooldan;sõna varane;tahvlil tänapäeval;suuruse rõhutamiseks
maa vaod;konservatiivse maid;raha rääkisime;slängi tundmist;kim munde;annika lõbus;pooliti vastumeelselt;kõikjal näha;kindlasti kasutan
rahvaluulest mõtlema;lauset 500;kallite raamatute;asjatundjad paremaks;paremaks meenutasin;tänama lilli;nädalateemadega keelekõrva;avameelselt esimesest;teatavasti eestis
keele slängi;emad isad;laul lugu;jälgides ilus;mõista mõista;kohtume nädala;lauset ajal;vaja suured;kadakas eesti
väiksem südamlik;viiv õige;õppevahendeid kõrgel;tooni kirjapildis;järeldusi uut;pakub tõepoolest;palun kadumine;kaks asi;üha üha
