keyphrase;score
raamatukogu;0.4389
raamat;0.3996
inimene;0.392
koguma;0.3673
küla;0.3555
rahvakirjanik;0.3421
ait;0.3364
mõtlema;0.3349
sõber;0.333
hing;0.3289
ruum;0.3276
huvitav;0.3269
doos;0.323
kirjutama;0.3186
ootama;0.3185
leidma;0.3136
kirjandusteooria;0.3125
grupp;0.3124
vesi;0.3109
Aadu;0.3063
paik;0.3062
lugemine;0.3056
Andersson;0.3045
sügis;0.3045
inn;0.3024
puulõhkumine;0.2994
ühisti;0.2993
aasta;0.2988
pood;0.2984
leheküljenumber;0.2937
ajalugu;0.2927
August;0.2918
rääkima;0.291
omanik;0.2899
süvenema;0.2898
kunstnik;0.2894
hulk;0.2879
ahmin;0.2873
ohver;0.2869
köök;0.2869
sein;0.2863
asutama;0.2841
külastaja;0.2836
rand;0.2832
tunne;0.2827
lahti;0.2825
päev;0.2824
Kihnu;0.2814
auster;0.2806
arv;0.28
aer;0.2782
käesolev;0.278
arvatavasti;0.2776
kuskilt;0.2776
lõiber;0.277
armastama;0.2766
ratas;0.276
siduma;0.276
;0.2747
linnaosa;0.2745
kirik;0.2744
köss;0.2738
tutvumine;0.2737
ühistöövorm;0.2715
käekiri;0.2712
uus;0.2702
süda;0.2699
riik;0.2698
saar;0.2695
looma;0.2683
nähtus;0.2674
seoses;0.267
uurimus;0.2663
suurem;0.266
eestlane;0.266
joonis;0.2659
ammutama;0.2659
igasatt;0.2645
hetk;0.2605
maailm;0.2604
muusika;0.2597
materjal;0.2588
valik;0.2573
Friedebert;0.2571
puudutav;0.2563
üri;0.2556
algusaeg;0.2546
nyyd;0.2543
saareotsija;0.2539
tegelik;0.2512
jagama;0.2509
Einstein;0.2507
Helsingbork;0.2499
haruldane;0.2495
auto;0.2492
kaugel-kauge;0.249
valge;0.2482
aitama;0.2472
pidalitõbi;0.2471
selgitama;0.2469
süsteem;0.2456
üksindus;0.2456
näiteks;0.2456
puhk;0.244
traditsioon;0.2434
nädalalõpupidu;0.2433
isamaasõda;0.2414
sööma;0.2407
väljavõte;0.2406
Lindal;0.2396
Kuuvere;0.2381
suhe;0.2365
taim;0.2355
1000;0.2348
ühtne;0.2345
laine;0.2341
Ameerika;0.2338
kaks-kolm;0.2328
üldiselt;0.2327
põhjus;0.2324
kümnendikku;0.2308
erinev;0.2306
liitris;0.2297
kaduma;0.2291
džäss;0.2288
kättesaadavus;0.2274
lapselaps;0.2273
matemaatik;0.2271
odavam;0.2261
buss;0.2238
segane;0.2238
Juhan;0.2203
pisut-pisu;0.2191
ookean;0.2186
1906;0.2178
tablett;0.2174
Aare;0.2169
rehkema;0.2147
kapten;0.2131
nisugune;0.2125
hea;0.212
heinaniidutalk;0.2115
lõpuks;0.211
viitsütik;0.2064
Ruhnu;0.2054
horisont;0.2041
õlg;0.2019
võistlus;0.2017
üllatama;0.2016
laev;0.2006
külvatud;0.2003
matus;0.1964
suund;0.1961
püssirohi;0.1959
lisa;0.1959
piibel;0.1959
fotokoloog;0.1934
raadio;0.1923
mängufilm;0.1921
loodusteadlama;0.1914
kodanikukalduvus;0.1906
Liibüa;0.1876
Kuusnem;0.1835
intel;0.1801
harakas;0.1791
mets;0.1782
helge;0.1752
Aili;0.175
käradlane;0.172
hambrinojess;0.1711
professor;0.1704
jäänodamistegamp;0.1702
paukuma;0.1694
Dostojevski;0.1672
Lenin;0.1636
lausemünt;0.1622
Hint;0.1587
Finlandia;0.1549
kevadine;0.1544
Tartu;0.1528
tardubine;0.1518
60;0.1498
tsaariaeg;0.1417
Krimm;0.1416
Tammsaare;0.1388
Vilde;0.1332
Okas;0.1322
14;0.1302
Madorman;0.1252
Kaaga;0.1252
Taali;0.1244
transistorraadio;0.1186
viljaait;0.1093
Diskreetse;0.1079
Harjumaa;0.1058
Margus;0.0986
NSV;0.0842
Waverly;0.0802
Simmons;0.0563
Pieteet;0.0193
