keyphrase;score
rolle valida;0.8425
Need terminid;0.8324
nooremate nooremate;0.829
noorem isa;0.827
valida tume;0.8249
näiteks tekib;0.8128
nooremat publikut;0.812
See asi;0.8111
Urmas head;0.8082
kodus koduared;0.8044
valgus hull;0.8014
voor arutati;0.8014
Et suhteliselt;0.7981
õnn sans;0.7971
ader aus;0.7966
aeg professor;0.7966
oda visata;0.7965
Seal anti;0.7958
kontrolli hoitakse;0.7958
head algus;0.7954
aitad Anu;0.7948
tabelit tegelikult;0.7944
negatiivsed energiad;0.7941
etendus aeg;0.7937
uudistest koju;0.7936
mana palka;0.7927
laua istume;0.7922
asi kuuluvat;0.792
No veerand;0.7919
See 20;0.79
vahemaa Ei;0.7882
hea start;0.7877
toetab Et;0.7868
hetkel usun;0.7867
tahan rasked;0.7867
days hotelli;0.7863
aeg nii-öelda;0.7858
professor hele;0.7857
kindlasti ausena;0.7857
range ütles;0.7854
inimene Aga;0.7853
mure toime;0.7852
tead no;0.7851
president kindlasti;0.7842
probleem sageli;0.784
vale Just;0.7838
istuda elate;0.7834
laulisele Alt;0.7833
asju vaja;0.7825
vaest On;0.7819
meeles meeles;0.7813
meetrit Kui;0.7809
seisma kena;0.7808
asjad restoran;0.7804
elab Virginias;0.7798
seed eesti;0.7798
lausa agama;0.7793
hele Everaus;0.7793
istud Sind;0.7793
äkki tekib;0.779
vanus 1000;0.779
ütlen Vésteinn;0.779
toitu toitu;0.7786
min Ame;0.7784
huvitama Et;0.7782
kirjutatud tekst;0.7763
valdav osa;0.7763
tea veinist;0.7756
positiivne Te;0.7752
asi pandud;0.7748
supp praad;0.7747
oskasid transas;0.7747
head Ja;0.7746
tegelikult täpselt;0.7741
treeningule treening;0.7739
kana sea;0.7738
tempo soniga;0.7735
asju no;0.7727
isu toidu;0.7724
vahetevahel Ahed;0.7723
probleem 1987;0.7717
restoranipidaja Dmitri;0.7716
Australian hea;0.7713
asi anda;0.7709
sprinter paneb;0.7708
lamp Te;0.7707
vanuses etapis;0.7707
võib-olla võib-olla;0.7704
Valley veinid;0.7698
kiriku kiriku;0.7698
luges Gustav;0.7688
Bochelliga Meenutage;0.7687
Eisen Sealt;0.7682
Sting laulis;0.7676
Professor Valve;0.7674
Edward dogane;0.7673
absoluutselt anda;0.7671
Washingtonist No;0.7668
raske materjali;0.7668
Need kaks;0.7667
Nii kor;0.7658
Iisraelis Ei;0.7652
leukeemia Ega;0.7648
veendumus Sama;0.7645
Nii närv;0.7645
ehitaja Al;0.7642
uusi veinimeistreid;0.7638
salle tahan;0.7636
suunas Te;0.7634
tunnistajaks Ja;0.7634
spikker Ta;0.7632
vara vara;0.7631
oreli ostoni;0.7631
hetkekski tohi;0.7621
surma 67;0.7621
Marylandis Washingtoni;0.762
filme ooperifilme;0.762
Georg Lurich;0.7616
tohutult hea;0.7615
Aid Raul;0.7613
Sa tea;0.7606
Kui vanemate;0.7605
radiaatoreid üritasin;0.7602
Amsterdamis Teie;0.7597
uuesti uuesti;0.7591
Austraaliast Australian;0.7583
asju Sa;0.7582
gurmaan Mall;0.7579
aluse Tallinna;0.7578
kooli See;0.7572
mat Johan;0.757
tahab näha;0.7569
Andres Uibo;0.7569
abikaasaga Sa;0.7569
tabletti püüate;0.7565
sidrunit sidruni;0.7563
lavarolle Mina;0.7562
venekeelne venekeelne;0.7557
valdkond esindan;0.7551
aeg Tänu;0.7549
uskumatu uskumatu;0.7548
Paula palmeoskes;0.7547
natuke pahandada;0.7546
lubada Ma;0.7544
esimest korda;0.7542
söömas sööte;0.753
palu 2008;0.7528
pakkuda tohi;0.7526
maailma suurimat;0.752
teiba Tal;0.7519
Ame Ja;0.7518
11 natukene;0.7517
Al Revalist;0.7516
Neeme New;0.7508
nõudlikuna nõudlikuna;0.7507
20 minuti;0.7488
anda Jah;0.7487
Washingtoni Tema;0.7478
panna Domingo;0.7477
Mall Mälberg;0.7473
Kanter Ta;0.7472
pill pilli;0.7459
Kuna isa;0.7458
shanss Folk;0.7457
Küllap Meil;0.7455
orkestri Alfredo;0.7448
Moldaavia 50;0.7443
kohvi kuuluvad;0.7438
Tom Stoppardi;0.7435
Peebo Peebo;0.7434
Kui Ameerika;0.7431
Dmitri Demjanov;0.7423
rosmon rosmonton;0.7416
maja 20;0.7413
82 83;0.7411
100 150;0.7408
sajandi algusest;0.7404
kemoteraapia doktor;0.7403
Napa Valley;0.7395
hea Ma;0.7381
2004 2003;0.737
Riho Tormis;0.7369
Uibo Ma;0.7356
Moscow News;0.7339
Organist Eesti;0.7337
noori noori;0.7336
Californiast Napa;0.7333
Lurich Vigalaste;0.7323
Moskvas Peterburis;0.7314
osakonna juhataja;0.7313
Gotšiks Gotšiks;0.7312
maailmameistrivõistlustel hõbemedali;0.7302
Nõukogude Liidu;0.7297
rahata Ta;0.7283
Kalev Keskküla;0.7241
Mina Edurdobane;0.7201
Tartu Ülikooli;0.719
No Tai;0.7184
tükki Mina;0.7181
tohi teiba;0.7017
