keyphrase;score
ongi number;0.859
Aeva element;0.8335
number 60;0.797
element kallil;0.7968
odavaid asju;0.7921
ide Kui;0.7913
vormis nimelt;0.7903
äge neodüüm;0.7897
suhteliselt kiirgas;0.7873
reageerib vajab;0.7866
praktiliselt tabelit;0.7859
N-d sander;0.7857
meitze neodüüm;0.785
keemilises vormis;0.7848
muutes valguse;0.7847
Ütleme hetkel;0.7844
valguse nurka;0.7843
nurka muutes;0.7839
seadmed odavaid;0.7837
muutes neodüüm;0.7835
erinevas valguses;0.7828
kaksikvend neodüüm;0.7828
vajab äge;0.7827
eetris kaks;0.7817
Kui eile;0.7815
valgust muutes;0.7815
eile kõneks;0.7814
malbe kaksikvend;0.7812
tabelit lammutades;0.7804
lantanoid ide;0.7802
hinge Oleme;0.7799
asju plastikust;0.7791
parim väljund;0.7791
magnetid näiteks;0.7784
kallil ilusal;0.7782
neotüümi Ütleme;0.7775
paremad magnetid;0.7768
väljund emotsionaalne;0.7767
klaas ;0.7767
natuke valgust;0.7764
paistab erinevat;0.7761
kiirgas aktiivne;0.7759
tüümi ongi;0.7756
asjades täpselt;0.7756
neodüüm Ja;0.7752
magneteid hästi;0.7751
tihe kontakt;0.7748
sinine natuke;0.7748
ausad lanta;0.7747
otseselt Veotiim;0.7747
võrdlust otseselt;0.7747
reageerib kergesti;0.7745
plastikust neodüüm;0.7742
tabelit käinud;0.7742
Oleme ausad;0.7741
noorteraadio Raadio;0.7738
tähis N-d;0.7737
kasutatakse neotüümi;0.7736
ümbritseb kvaliteetsemad;0.7736
hästi stabiilsed;0.7733
lanta noididest;0.7732
ütleks lihtsalt;0.7731
mega praktiliselt;0.7729
emotsionaalne tihe;0.7728
valguses paistab;0.7728
Ja ütleks;0.7727
kvaliteetsemad seadmed;0.7724
kontakt Tugev;0.7723
kuulajate hinge;0.7723
vabalt vabalt;0.772
hästi tugev;0.772
klaas erinevas;0.7717
paistab sinine;0.7717
vabalt reageerib;0.7716
Meie parim;0.7714
klaas paistma;0.7714
tean vastupidi;0.7713
Mendelejevi tabelit;0.7712
aktiivne reageerib;0.7707
Ja asjades;0.7705
kergesti absoluutselt;0.7702
juhtumisi tean;0.7701
tunne lantanoid;0.7696
erinevat värvi;0.7695
lihtsalt juhtumisi;0.7695
muldmetall Selline;0.7694
seeläbi tavapärases;0.7693
absoluutselt Ja;0.7688
Ja vabalt;0.7687
tugev tugevaid;0.7686
näiteks mikrofonides;0.7685
tugevaid magneteid;0.7682
läikega suhteliselt;0.7681
täpselt magnetid;0.7678
ümbri ümbritseb;0.7676
ilusal kuulajad;0.7675
haruldane muldmetall;0.7673
kuues detsember;0.7672
hetkel meitze;0.7669
sander taanlane;0.7667
kuulajad eetris;0.7663
jaa Meie;0.7661
Paraku kvaliteedimärk;0.7661
kahe hommikuprogramm;0.766
neodüüm klaas;0.7657
kvaliteedimärk neotimmida;0.7656
Kui valguses;0.7654
täna malbe;0.7653
paistma kollane;0.7653
rahvusringhäälingu noorteraadio;0.7653
neotüümi panna;0.7652
Raadio kahe;0.7652
noididest teadnud;0.765
hurmav klaas;0.765
vastupidi Paraku;0.7649
käinud Neodüüm;0.7644
Selline hurmav;0.7643
Selline hõbedase;0.7639
põnev neotüümi;0.7638
Ta hästi;0.7636
lantanoid haruldane;0.7633
tavapärases keemilises;0.7633
stabiilsed püsivad;0.7632
klaasi klaas;0.7628
värvi Kui;0.7627
tuhkagi jaa;0.7623
neodüüm Joo;0.7619
lammutades Miks;0.7618
mikrofonides kõlarites;0.7617
magnetid Ta;0.7616
neodüüm töökindlamad;0.7613
neodüüm põhimõtteliselt;0.7611
Tugev tunne;0.761
kuulajad tuhkagi;0.7608
töökindlamad paremad;0.7605
kõneks braseodüüm;0.7604
hommikuprogramm tänaseks;0.7602
metalliliste läikega;0.7601
püsivad Ja;0.7598
elektrikitarride kasutatakse;0.7597
teadnud kuulajad;0.7591
sõrmurit Eerik;0.759
Seepärast harida;0.7587
kaks sõrmurit;0.7585
Kommenteeriks võrdlust;0.7584
Neodüüm tähis;0.7582
Veotiim teisedki;0.7577
põhimõtteliselt ümbri;0.7573
teisedki lantanoid;0.757
pugeda kuulajate;0.757
panna klaasi;0.7568
60 mega;0.7566
Joo tüümi;0.7559
neotimmida põnev;0.7551
nimelt Mendelejevi;0.7543
rubriiki Seepärast;0.7541
kollane Selline;0.7538
kõlarites kõrvaklappides;0.7535
hõbedase metalliliste;0.7532
Eerik Mart;0.7531
püüda pugeda;0.7519
Mart kuues;0.7518
braseodüüm täna;0.7517
tänaseks Saab;0.7513
Miks rubriiki;0.7509
harida püüda;0.75
kõrvaklappides elektrikitarride;0.7497
taanlane Kommenteeriks;0.7493
Saab seeläbi;0.745
2007 rahvusringhäälingu;0.7444
aastal 2007;0.7444
detsember aastal;0.7443
