EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pieter keidrali;no arvan;helin eesnimed;läksingi tegelikult;number no;arvan laulmine;muusika õhtuid;muusikaklubi helin-mari;inimestele pakkuda
passiooni soundtrack;popdžässlaulu muusikapedagoogikat;pikemad nimed;tegelikult igapäevasiiski;tore number;eesti armsam;muusikast unistustest;lugu näiteks;kuulasime väga-väga
sõna mõttes;nii-öelda helikeel;üldse nimed;üldse muusikapakkumisi;number parim;pillimeeslauljaga esitab;unistustest muusikas;vokaalansambliprojekt lugu;muusikaklubi helin-mari
õpid popdžässlaulu;pandigi helin;nimed nimi;vabasse maailma;arder number;lugu helin-mari;lemmikute muusikaliste;näiteks lugu;muusikat tähendab
õnnestus jätkata;rodo muusikamaailmas;kahte nime;nüansse tegelikult;valik number;kontserte toredad;kuulus heliloojana;muusikalistest unistustest;kindlasti võib-olla
päikeselised mõttes;inspireeriv tegur;nimed tegelikult;vedasin noodijooni;asjale standardsed;helin mari;muusikalistest unistustest;muusikast unistustest;võib-olla reklaamis
särab kõrgel;muusika õhtuid;lauljanna eesnimi;noodijoontega noodijooni;number kindlasti;aeg laulsime;muusikaliste lemmikute;lugu nimi;aastat kindlasti
muusika asi;eriti eriala;head nimed;lusikat kirjutanud;võib-olla number;päeva laval;muusikakohti kangesti;saates muusikaklubi;tegelikult võib-olla
victor davise;tromboonimängija happesinist;nimed pandi;meeldib mozart;annab ideid;lauljanna eesnimi;meeldis muusika;räägime muusikalistest;10 aastat
iidolid üldse;räägi mõjutas;plaat nimi;sõitsin parajasti;usun näiteks;teosed pillimeeslauljaga;laulmine oioi;lugu helin-mari;aitab kaasa
hästi läbikomponeeritud;kuuldakse teinudki;muusika õhtuid;eestisse ülikooli;ideid annab;muusikaklubi helin-mari;pandi muusikat;räägimegi helin-mari;tegijale muutunud
panakvaarium presenteeriti;hästi käpas;kahe nimega;õppisin viiulit;subjektiivne valik;heliloojana lauljana;muusikas huvitavaid;lugu alguses;lemmikute tegelikult
