EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
tony blair küsimus;esimene trompeti professor;luksemburgi peaminister junckeri;efektiivsem välisminister urmas;annab teada mall;kriisi euroopa liidu;hommikutundideni euroopa liidu;hommikutundideni euroopa liidu;kontsert toimub öösel
tänapäeva kaasaegsete autorite;kõnelusi eesistujamaa luksemburg;hommikul eestisse saabuma;nelja aasta alampalgani;saadavatest summadest ütles;läbirääkimiste nurjumine eestile;uue kompromissettepaneku eesti;18 juuni päevakaja;teemasid lähenevate kohalike
halvemad möödunud aastal;märkis mures tippkohtumise;18 juuni olulisematest;2007 2013 üksmeelele;head tulemust saavutada;luksemburg uue kompromissettepaneku;õhtul eesti raadio;nurjumine eestile peaminister;ideed aeg-ajalt kutsuda
muusikapäevadel kindlasti 23;kroonini kuus tööturu;ilm suvine kohtades;muusika festival lõppeb;arvatud redeli pannakse;luksemburgi peaminister jean-claude;eelarve liitumislepinguga ettenähtud;sügavasse kriisi euroopa;erinevad erakonnad erinevad
2007 2013 üksmeelele;lähemalt räägib vambola;brüsselisse kogunenud euroliidu;tallinna lennujaam finantsiliselt;uut eelarvekava kinnitada;kokkuleppele vaidlustes liidu;demokraatlikum festival eestis;junckeri sõnul euroopa;lõuna- kesk-eesti maanaisteseltside
keskeltläbi toimub neli;kriisi eesti sotsiaaldemokraatlik;jean-claude junckeri sõnul;kriisi euroopa liidu;signaali väärtuste signaali;küsimus rahas eesti;eesti võimalikus raha;raadio uudistetoimetus kokkuvõtte;aastateks 2007 2013
sõnul toimusid struktuurilised;nurjumine eestile peaminister;liidu liidrid hilisööni;10 meetrit sekundis;otsustada liikuda mall;üritusi toimub eestis;kirik eestis tulevikus;tippkohtumise ebaõnnestumise brüsselist;erinevad valdkonnad toimub
liikuda mall mälberg;euroliidu liidrid jõudnud;ansip tahtnud euroopa;majanduspoliitikast suuna kolmandaks;palusime pargi idee;väärtuste signaali euroopa;lähemalt luksemburgi peaminister;õhtul eesti raadio;jaanipäeva aastaid toimunud
suured valged õied;eesti konsulaarosakonna moskvas;komisjoni president jose;hääli suuremates linnades;öösel illimar homme;eesistujamaa luksemburg uue;liidu komisjoni president;brüssel tähendab eelarve;muuhulgas näiteks suure-jaanis
mälestuspark erinevatele eesti;teatavasti suurbritannia optimistlik;tervishoid haridusloosungeid juunikuus;administraatorile vanasti eestvedajal;ütlema täna näiteks;mures tippkohtumise ebaõnnestumise;dokumendid eesti konsulaarosakonna;juulist eesistuja teatavasti;ida-euroopa maad öösel
linnast esindatud tartu;efektiivsem välisminister urmas;kriisi eesti sotsiaaldemokraatlik;ühtlustada kaks parki;sid otsustasime laiendada;piisavalt hästi euroopa;2007 riigikogu valimiste;kompromissettepaneku eesti positsioonid;eelarve piisavalt hästi
lennundusmuuseum rein marke;majandusele tööd madalapalgaline;liidu rahakasutus üldisemalt;2000 seitsmendat aastat;tekst hea avata;eelarve läbirääkimiste nurjumine;liidu prioriteete majanduskasvu;grupijuhi süül eestisse;võttis viis ida-euroopa
lähenevate kohalike omavalitsuste;tarbijaläbirääkimistele puudutasid perioodi;loosungiteni jõuame augustis;suudeta 2000 seitsmendat;igav usun natukenegi;liidrid jõudnud kokkuleppele;näha erakondade reitingupinnal;lükanud vaja liikmesmaadel;18 juuni olulisematest
