EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Patterson Ingemar Johansson;esimene instrumentaalrüüs Teine;Nõukogude lauludest 1962;1964 aasta jälle;asepresident Lyndon Johnson;puutub levimuusikasse 1964;levimuusikasse 1964 aasta;Nõukogude lauludest 1961;1954 aastal Itaallased
Floyd Patterson Ingemar;Oit Esimene lauludega;lauludest 1962 aastal;1961 aastal esiplaanil;mainige Normeti kodu;levimuusikasse 1964 aasta;puutub levimuusikasse 1964;levimuusikasse 1964 aasta;võitis Floyd Patterson
Frenkel Oskar Feldmann;Eduard kolmanovski Andrei;Kõigepealt populaarsete muusikalide;1960 aastal esile;ihkab maa A;läbime aastat 1960;1964 aasta lauluvara;Nõukogude lauludest 1962;teatrid 10 päeva
Hello Dolly naljakas;Teine Claudio villa;Nõukogude lauludest 1961;1962 aastal esietendus;President Eisenhower külas;pilk levimuusika minevikku;1963 aasta lemmiklaulud;puutub levimuusikasse 1964;vabariiklase Richard Nixoni
prantsuse režissöör Shield;kolmanovski Andrei Petrov;1962 aasta lauluvara;1961 aastal sooritas;unusta paari meetri;kõlama 1960 aasta;lauludest 1962 aastal;Rooma Kõnealusel 1960;12000 näitlejat Broadway
poni Bristol stamp;Peyton Plays Dallas;aastat 1960 1964;Euroopast paar laulu;sündmus USA president;Mõned möödunud kümnendi;pilk levimuusika minevikku;1963 aasta lemmiklaulud;aasta jälle olümpia-aasta
Bristol stamp Madisson;John Kennedy mõrvamine;1964 aasta lauluvara;Itaalia helilooja rasselli;president John Kennedy;panemegi kõlama 1960;lauludest 1961 aastal;Kõnealusel 1960 aastal;jälle olümpia-aasta Tokyos
Ernest Hemingway vabasurma;elule sepajutustus Viimane;puutub levimuusikasse 1964;1962 aasta lauluvara;uus tants tvist;meelisviisidel 1960 aastal;levimuusika minevikku Täna;lauludest 1961 aastal;Georg Otsa miskipärast
režissöör Shield Hassan;instrumentaalrüüs Teine Claudio;Euroopast paar laulu;uuemas kuues Vanemasse;kord selge taeva;sarjast pilk levimuusika;Nõukogude lauludest 1961;1960 aastal esile;John Kennedy mõrvamine
poisike Stevie Wonder;viiendas raundis Kaotus;levimuusikasse 1964 aasta;1963 aastal tõusis;Ei Ära unusta;1960 aasta eriti;1962 aasta lauluvara;lauludest 1962 aastal;maa läbides 41000
