keyphrase;score
näidetel;0.5296
Näiteks;0.5042
näiteks;0.4973
ahnusele;0.4949
enesekindluse;0.4891
enesekindlust;0.4881
hirmudele;0.4846
ähvardava;0.4705
petturitele;0.461
pettusi;0.4586
petmiste;0.4542
hirmu;0.449
enesekindel;0.4427
petturil;0.4374
võimalusi;0.4278
mõjutamise;0.4242
äravahetamiseni;0.4193
mõtte;0.4124
situatsiooniga;0.4112
olukorras;0.4087
küberkurjategijad;0.4083
salavarudest;0.4069
mõjutada;0.4054
sotsiaalmeediale;0.4038
inimtegevuse;0.4017
olukord;0.3995
Võõra;0.3993
Veebilehed;0.3958
mõistust;0.3929
olukorrale;0.3928
veendunud;0.3924
käitumist;0.389
käitumise;0.3876
usu;0.3811
julgustavad;0.3783
sihtrühmadele;0.3769
seoses;0.3719
eriti;0.3715
olukorra;0.37
esinevate;0.3694
pöördumatuks;0.3691
Kahtluse;0.367
inimestel;0.3651
üleskutsetega;0.3636
sarnased;0.3635
valvsusega;0.3619
hoiatavaks;0.3585
tahtjaid;0.3554
kogemust;0.353
avalikult;0.3528
hoiatatud;0.3483
väidetud;0.347
pöördutakse;0.3441
esitab;0.3401
Miks;0.3395
apelleerida;0.3392
häbenevad;0.3386
lihtsameelsetele;0.3381
sekkumine;0.3372
inimesest;0.3367
internetikeskkondadesse;0.3358
Lisaks;0.3358
öeldes;0.3353
tegurite;0.3352
varjatud;0.3344
inimesi;0.3343
ärakasutava;0.332
kuulujutte;0.3315
tegutsedes;0.3266
hinnangul;0.3252
kommentaari;0.3252
kooslusest;0.3252
elukorraldust;0.3247
kahjuks;0.3238
saatjaks;0.323
emotsionaalsele;0.3225
Kristjan;0.3205
ohvritelt;0.3197
teadetele;0.3197
ettekirjutised;0.3186
sokutadades;0.3162
ohvrite;0.3145
rääkida;0.3128
tingimust;0.3125
tihti;0.3124
nutikamad;0.3123
saatjaga;0.3119
vallandamiseks;0.3117
paljud;0.3113
sihtrühm;0.311
keerulise;0.3101
peituva;0.3078
pealiskaudsemalt;0.3075
inimesed;0.3059
portaal;0.3057
kirjeldus;0.3053
võimalikest;0.3048
inimese;0.3047
suunas;0.3039
varitsenud;0.3032
eristamiseks;0.3024
tegelikust;0.3019
Politseid;0.3009
Inimestes;0.2974
vastavalt;0.2974
vajaliku;0.2967
informatsiooniga;0.2953
maailmast;0.2953
oluliselt;0.2953
kasutavad;0.2945
headust;0.2945
Mida;0.2942
asutuste;0.2937
indiviidi;0.2937
levitada;0.2936
kuritegelik;0.2933
informatsiooni;0.2923
lahutamatud;0.2914
sattuda;0.2907
rumalalt;0.2902
põhjustatud;0.2899
muutuv;0.2897
õppetunniks;0.2888
anda;0.2884
soovitu;0.2884
õpetlikke;0.2883
paljudest;0.2882
keskmisest;0.2878
sisaldavad;0.2872
muutuva;0.2857
asja;0.2851
Kuivõrd;0.2845
ühendust;0.2844
eriolukord;0.2829
heategevusele;0.2826
rajaneb;0.2823
raputavad;0.2815
paistavad;0.2814
valida;0.2811
juhtunust;0.2809
kriisivalmiduse;0.2807
Pakutakse;0.2807
tähtsa;0.2806
edastada;0.2802
peteti;0.2795
juurdepääsu;0.2789
kaks;0.2761
strateegia;0.2759
puudus;0.2756
vargad;0.2749
uurida;0.2729
nimetatakse;0.2724
mürgiga;0.2717
saamiseks;0.2716
alatuid;0.2711
uudset;0.2707
Sellisega;0.2659
sotsiaalmeediarobotite;0.2658
arendamisesse;0.2658
teavitada;0.2652
hetkel;0.2635
pärib;0.2634
tõsise;0.2633
sõnumeid;0.263
allegoorilise;0.2621
kirjades;0.2617
hoolima;0.2607
tasakaalukust;0.2602
portaale;0.2599
juhtivat;0.259
lubatakse;0.2576
ettevõtetele;0.2571
kujundavad;0.2567
küsinud;0.2559
õigemini;0.2513
valest;0.2512
ahnus;0.2491
See;0.246
majanduslikult;0.2443
tehnolooga;0.2432
õigust;0.2432
aadressirida;0.239
Kaheportaal;0.2382
sideteedel;0.2365
Kolmandaks;0.2335
Nendele;0.232
raha;0.2305
kapitalipaigutus;0.23
Kuula;0.2203
rahakoti;0.2161
elanikkonna;0.215
rikkalikum;0.212
maksusoodustusi;0.2102
Vormilt;0.2077
Port;0.197
kuuekümneaastastel;0.1893
USA;0.1857
epideemia;0.1677
apteekri;0.1666
hiinlaste;0.1583
