EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
diaKurzeme Vidzeme;puudutab sotsiaalvõrgustik;käesolev teatrihooaeg;hetkeks teatriajalugu;tugevaid identity;teatriajalugu jõudnud;Elmo Nüganen;võib-olla 10
Reagan Gorbatšov;Kuidas võimalik;teatritööd tõenäoliselt;viitsemest Latgale;teod head;käesolev teatrihooaeg;rääkis lavastaja;Eestis toimub
tugevaid identity;jagada 95-ks;teatrihooaeg eriti;mõistan Stoppardi;reaalset objektiivset;hetkeks teatriajalugu;Elust teatrist;üldse rääkida
Vargamäe Andresson;Ja natuke;näitleja aeg;tegelased utoopia;indeks idee;üleeilne teatriajaloo;näitlejad räägivad;jõuad 11
Lehman Brothers;aastapäeva kontserdilavastamine;võib-olla teatrisse;põlvkondade Kuidas;See asi;teatrihooaeg eriti;töötavad teatrist;kõige-kõige huvitavam
mittelineaarne mõiste;Ja Pristli;teema teater;Venemaarakett Et;12 tool;teatrite repertuaaris;lavastaja Elmo;kindlasti inimene
latgal Stahli;revolutsionäär hiljem;päeva tööd;vähem Tuletame;arvan arvan;suured teatritööd;teatripilt Andrus;võib-olla võib-olla
meeleheide resignatsioon;60 aastane;teatris mängitakse;teatris heita;side aru;rahvusteatris nägite;Tammsaare neljanda;Conway võib-olla
teatripilt Andrus;luua revolutsionäärid;Ühel linnateatrietendusel;Samas laulupeoga;identity dieediga;teatris mängitakse;linnateatrietendusel Andrus;võib-olla vähem
käis Estonia;Kas üldse;suured teatritööd;utoopia tegelased;tegelikult reaalset;lavastusest Draamateatris;teatrihooaeg eriti;aeg räägiti
näitemängus tegelased;Paljud asjad;toimub täna;näite tegelase;inimene unistab;Läti rahvusteatris;Tammsaare viies;kapitalism võimalik
latgal latgal;tõde Me;töötavad teatrist;näitemängus tegelased;summa summaarum;Et teatrisse;Tammsaaret Kui;näitlejate elu-olu
Latgale diaKurzeme;väike 95;näitemängus teatris;televiisorist näinud;väliste atribuutide;töötavad teatrist;näitleja aeg;Ja võimalik
lõpeb Dostojevski;osad Eesti;üritus nimi;veidike aegamööda;uut pakkumist;teatris heita;Tammsaare erakirjast;resignatsioon ongi
tegelikult mõttes;inimest televiisorist;asjad perioodile;näitada raamatuga;asi ongi;teatritööd tõenäoliselt;lavaversioonist Läti;võtta võib-olla
üleeilne üleeilne;See iroonia;teatriajaloo kursus;Alates tunnetama;heade ideede;teatriajaloo kursus;Ja näitlejad;aastapäeva kontsert
Või sotsialism;suure lõigu;ilmselt tänane;Latgale üldse;alged Et;teksti teatrite;lõpeb Tammsaare;võib-olla natuke
Andresson raamatu;unistab revolutsionäär;päeva kontserditel;sellesamast Stoppardi;iseendaks annab;rahvusteatris esietendus;Ühel linnateatrietendusel;95 aasta
meeleheide Risignatsioon;Conway Ja;lavastaja Elmo;Loomulikult inimeksistentsi;võimalik Et;Elust teatrist;teatrist inimestest;tegelevate inimeste
mõtted antennid;Üks mõtlemapanev;päeva teemadel;samamoodi läänebloki;vaatamise tulemusena;teatrist inimestest;külas lavastaja;üldse võimalik
antennid lihtsalt;natuke Nii;üleeilne teatriajaloo;käite vaatamas;areneb inimene;näitemängus teatris;Tammsaare käis;võib-olla kõlab
mõtlevad kultuurieliit;näitlejad räägivad;sündmus Võib-olla;Raadiokuulamist loodan;kindlasti inimene;tuge teatrisse;suured teatritööd;kontsert eelnevaid
ühiskonna õnnelikum;No mõtlemapanev;perioodil üldse;käiks kinos;nurgas jälle;õpiti teatriajalugu;näitlejate elu-olu;inimene võib-olla
õppetunni mõtlemapaneva;aastased 90;ilmselt asjaolude;sõitsin aprilliöödel;idee aru;käiks teatris;kõnepruuk Elmo;rääkida võib-olla
Brothers varises;hea Kui;hetkeks teatriajalugu;eluraskusi Muidugi;objektiivset pilku;Puudutab teatris;tsitaadi Tammsaare;võib-olla tinginud
üritus mõte;ületanud näitlejaid;aastapäeva kontsert;meedia puudutada;no fakt;teatri uuel;käesolev teatrihooaeg;võib-olla natukene
