EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kokkulepe;sõiduautosoodustuse;viisanimekirja;;opositsioonierakondade;valimiskulude;tänasest;riik
väiketanklate;töid;varrastele;välismaalastele;escort;reformierakond;rahastamisallikad;raadiouudistele;pärastlõunal
rahaeraldus;graafilise;sõidusoodustuse;id-kaardiga;multipolaarse;riigikogu;reformierakond;rahastamisallikad;reformierakondlane
võimalik;-st;tänavu;allakukkumise;andmed;valimistegevuse;rahastamises;päevakaja;vene
põhimõtet;nõuded;eestis;oluliselt;seeder;rahastamisele;rahastamisele;uudiseid;eestis
keerendilooming;kasutamiseks;laevaliinidel;protsendiline;vektorilist;seadusemuudatusi;reformierakondlane;rahastamisele;hindu
põhimõttelisemalt;kohalik;lavrov;protsendile;andma;reformierakondlane;rahastamise;rahastamises;väljendas
põhimõtteliselt;muudetud;tänavuseks;viisareziimi;vale;kulutas;rahastamist;rahastamist;rahvusvahelist
ehitusettevõtetes;opositsiooni;talvistel;tänasest;-test;rahastamise;tagatisraha;rahastamise;õiguslik
põhiseaduse;kontrolli;ajaloole;sooduskaarti;menu;maksta;valimistegevuse;pressikonverentsil;allar
üleüldse;taandub;vektorilist;id-kaardi;torm;rahastamises;rahaeraldus;presidendi;öö
seisundinõuetega;väiketanklate;kunsti;miljonit;probleem;soodustuse;opositsioonierakondade;erakondade;ülempiiri
sõiduauto;talveks;õhtust;teravate;annetuse;valitsus;rahamahust;täna;saarlased
