keyphrase;score
Paide maleklubi;0.8589
Kas malemängijad;0.851
malemeister esikoha;0.8501
Eesti maleföderatsiooni;0.8472
kuulsaid maletajad;0.8467
maletajatel Eesti;0.8451
käis Paul;0.8437
malemängijad poisid;0.8426
Eesti meistritiitlit;0.8413
tuntud Paul;0.8413
suur maleasjatundja;0.8411
endiselt Paul;0.841
maletajad nii-öelda;0.8409
Eesti meistrid;0.8402
Eesti male;0.8398
maletatel arhiivid;0.8397
koolinoorte malemeister;0.8385
aastal maleolümpial;0.8376
Kes raamatu;0.8375
maletajatele omane;0.8375
Sellesse raamatusse;0.8373
inimest maletajad;0.8373
paljuski maletajatele;0.8369
maleolümpial ülemaailmne;0.8359
Eestit raamatu;0.8359
meistritiitlit õpilasest;0.8355
Eesti tšempioni;0.8353
maleklubi tasapisi;0.8351
Tallinna mees;0.8348
Eesti noortemeistriks;0.8348
koostaja Hendrik;0.8339
Kerese saatesõnad;0.8337
Kilingi-Nõmme poiss;0.833
Champenaadilt Eestis;0.8322
näeme Paul;0.8322
meistrid Juba;0.8321
võtnud male;0.8315
meesmaletajad maailma;0.8314
maletaja lisalaengu;0.8312
Kuidas uue;0.8311
malemaid tuntud;0.831
üllatav Kilingi-Nõmme;0.8307
maletajad konkurendid;0.8305
Jaan Ehlvest;0.8304
algusest malet;0.8304
täis Henrik;0.8304
kuskilt Kilingi-Nõmmel;0.8296
Kus maletaja;0.8294
Keres uus;0.8294
Kilingi-Nõmme võitis;0.8293
raamatus Kas;0.8293
Miks tugevamaid;0.8291
pioneeride võistlusest;0.8291
mees Ma;0.829
raamatut Siis;0.829
Jon pealegi;0.8289
Paul Kerese;0.8288
Kilingi-Nõmme Paide;0.8285
noortemeistriks lõpuks;0.8278
Keres mängis;0.8277
Ja maletatel;0.8276
lugeda mängijate;0.8273
Pip Eesti;0.8272
võistlus Seal;0.8266
Kerese loomingust;0.8265
maailmas malemaid;0.8265
võistlejale Palli;0.8264
kindlalt maleföderatsiooni;0.8263
ostnud maleeluga;0.8261
raamatu esimesena;0.826
Peal nimi;0.8257
Ja lõpuks;0.8256
Kerese elutöö;0.8256
Seal suured;0.8253
võtma Kas;0.8253
malet mängima;0.825
Kui malet;0.8249
raamatut tellitud;0.8245
Eesti koolinoorte;0.8244
eestvedajad raamatut;0.8244
Kilingi-Nõmmes Kokku;0.8242
jälle näiteks;0.8241
mees hiljem;0.824
Mina suur;0.8239
mees eelvest;0.8239
suguvõsast maleringi;0.8237
Kui maailmas;0.8237
näe malet;0.8237
malelinnana Paide;0.8236
Ehlvest võistleb;0.8236
kavadel maletajatel;0.8234
Seal Eesti;0.8233
Siis pärinud;0.8227
Võitsin Kuuendad;0.8226
niiviisi maalist;0.8225
eestlastele hästi;0.8224
koolipoisina võistkonna;0.8223
ajakirjas Helistasime;0.8222
toetuse malest;0.8221
Meil kaks;0.822
läksingi Täiesti;0.8216
paidest Eestist;0.8216
Tallinna mäletajatest;0.8216
meistrivõistlusi mängivad;0.8214
Seitsmeteistkümnendat Võitsin;0.8214
Ülo Pärnits;0.8213
Inglismaa male;0.8213
pärit mänginud;0.8211
Võrust Seeman;0.8209
lugeda jõudnud;0.8207
Kilingi nõmmelasel;0.8206
medali poistelt;0.8205
julgelt Originaalid;0.8204
hetkel Miks;0.8203
Kuidas musti;0.8203
ütleme 50;0.8202
partiid Teie;0.8201
käinud Vanemad;0.8201
võistleb Paide;0.8201
kindlasti Lembit;0.82
Paide klubisse;0.82
Nii võtnud;0.8196
malearendamiseks püüame;0.8195
kaks meesmaletajad;0.8194
Ja kuue;0.8193
käisime 79;0.8192
Et võistkonna;0.819
kuri Jällegi;0.8188
Maleföderatsiooni koosolekuvaheajal;0.8186
Et leida;0.8186
Paide mees;0.8186
võistlusest käisime;0.8185
Teie abiga;0.8185
pärandi kommentaaridega;0.8184
puud raamatud;0.8183
asju Olen;0.8182
Muidugi mehi;0.8181
külaotsa Pärnust;0.818
Loost hästi;0.818
Ja leheküljel;0.8179
pealegi nimi;0.8179
Muidugi Paide;0.8178
niiviisi elasime;0.8171
Eestist 94;0.8171
mahukas köide;0.8171
Mis mootor;0.8169
viimasel Eesti;0.8167
kastiselt partiid;0.8166
male maleorganiseerimine;0.8165
maha Noortele;0.8165
kapten tänapäevani;0.8162
algusest treenerina;0.8159
olümpiakandidaadina Seal;0.8159
kinnised malestradi;0.8158
Kui vaadata;0.8158
malepartii Sellesse;0.8155
Pärnits selja;0.8153
käinud paned;0.8153
kolmas kuul;0.8151
üldse kandideerisin;0.815
Sest valmis;0.815
maleasjatundja peast;0.815
kaasa Maria;0.815
keresega lugu;0.8149
Sturridge ütleb;0.8142
esimese 10;0.8142
lemmikheliloojaga Loost;0.8139
Venemaa esimene;0.8139
tunnusta Me;0.8139
kahele Maltale;0.8139
Ja võitsime;0.8136
kolmekümnene mees;0.8136
Keres malekell;0.8134
organiseerima Eestis;0.8131
Madelise pärandi;0.8126
Tänase päevani;0.8124
lehti pöörame;0.8123
2000 elanikku;0.8121
Pole kaarti;0.8121
79 Üleliidulise;0.8119
treeneri leidsid;0.8119
30 tasakaalustame;0.8118
võistkond 83;0.8117
pühendunum kahele;0.8116
äratuntav kõrvallaud;0.8114
ühtegi matši;0.8112
malehuvi Ei;0.811
käib peajagu;0.811
Euroopas kogunud;0.8103
tea üksikasju;0.8102
president Ülo;0.8095
sidemängija mitmed-mitmed;0.8095
uksest ütleme;0.8091
Ja olümpiat;0.8087
Kõik vastased;0.8085
Oleksime kaotanud;0.8081
Mis ajuhallid;0.8076
Aga Uus-Meremaa;0.8074
Elvistil sõita;0.8074
Läksin 83;0.805
