EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
käring world championships;asi Ei trenni;Uusorg Birgit Ulrich;väiksem Moloksunda seljas;vaip käring world;keeles naisekandmine maailmameistrivõistlusi;maailmameistriteks loomulikult raadio;40 võib-olla 50
world championships soome;maailmameistrivõistlus üldse Mis;toimus suurejooneline võistlus;Kui vaatan suveniirpudelit;protokolli vaadates jäänud;maailmameistrivõistlus üldse Mis;keeles naisekandmine maailmameistrivõistlusi;näeb keeruline pikk
vaip käring world;võitlejat plaanime Ja;Birgit Ulrich Tere;kinni väiksem Moloksunda;taset alal ;tegemist maailmameistritega naisekandmises;tegemist maailmameistritega naisekandmises;Eestis Väike-Maarjas rada
Imre Ambos Annela;võistlusnaisekandmise maailmameistrivõistlus üldse;suurejooneline võistlus moodi;täpselt teadsite mismoodi;kannab inglisekeelset nime;võistlusnaisekandmise maailmameistrivõistlus üldse;Ulrich tegemist maailmameistritega;läbisite 55 5
Birgit Ulrich tegemist;tähendab melisatav 4000;Birgit Ulrich tegemist;Selle kandmisstiili mõelnud;kaoks Just ongi;maailmameistrivõistlusi alal Soomes;kahekesi maailmameistriteks loomulikult;55 5 sekundit
no strateegia mõttes;lõpuprotokoll Ja kiiresti;maailmameistrivõistlusi alal Soomes;tegelik laheli sälk;abielus tingimused Ei;Aga eesti keeles;kahekordsed maailmameistrid maailmarekordomanikena;Väike-Maarjas rada rajaga
keeles Eugen Cannon;võistlusel kergem Kui;suur võistlusnaisekandmise maailmameistrivõistlus;stardijoone antakse stardipauk;koorem kergemaid Ei;Ja eesti keelde;maailmarekordomanikena Kas naised;soome keeles tähendab
mõttes jääd Morgan;Tere No spordiala;osavõtjaid trass toimus;seitse riiki rahast;piiratud kanda näiteks;Mihkel maailmameistrid täna;Nii Margo Uusorg;meetrit Eestis Väike-Maarjas
Uusorg Birgit Ulrich;Ei no arvan;võistlus moodi asi;Just ongi mahakukkumise;antakse stardipauk toimuma;No spordiala maailmameistriteks;maailmameistrid maailmarekordomanikena Kas;vallas eeldan vaadata
trenni show asi;Ei trenni üldse;maailmameistrivõistlus üldse Mis;vette Hoidsin silmi;näiteks aeg seisma;eesti keelde tõlkida;maailmameistritega naisekandmises võistlused;võib-olla 50 osad
osad No öelge;pannakse lõpuprotokoll Ja;Ulrich tegemist maailmameistritega;esimest korda Birgiti;arvad läbiksite üksinda;naisekandmine maailmameistrivõistlusi alal;võistlusnaisekandmise maailmameistrivõistlus üldse;30 40 võib-olla
Eugen Cannon MM;määratud 253 5;pilt võistlejate üldiselt;Väike-Maarjas rada rajaga;eelneval õhtul käisime;suur võistlusnaisekandmise maailmameistrivõistlus;naisekandmine maailmameistrivõistlusi alal;kuma raadio sünnipäeva
