EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
8,2,4,2,3,4,7,5,0,16,uno; nsv; levimuusika; bob; oit; john; kennedy; aarne; naissoo; usa
8,2,5,2,3,4,6,5,0,16,uno; nsv; levimuusika; bob; oit; john; kennedy; aarne; naissoo; usa
8,2,6,2,3,5,9,5,0,16,uno; nsv; levimuusika; bob; oit; john; kennedy; aarne; naissoo; liit; usa
8,2,6,3,4,5,9,5,0,16,uno; nsv; levimuusika; bob; oit; john; kennedy; aarne; naissoo; liit; usa
8,2,7,4,5,6,9,5,0,16,nsv; levimuusika; oit; liit; uno; bob; john; kennedy; aarne; naissoo; usa
6,3,7,6,6,6,9,5,0,16,nsv; levimuusika; oit; liit; uno; bob; john; kennedy; aarne; naissoo; usa
3,3,6,6,6,6,9,6,0,16,uno; nsv; levimuusika; bob; oit; john; kennedy; aarne; naissoo; liit; usa
2,3,7,5,7,5,7,6,0,16,uno; nsv; bob; john; kennedy; aarne; naissoo; liit; usa
2,4,6,7,6,6,6,6,0,16,uno; nsv; bob; oit; john; kennedy; aarne; naissoo; liit; usa
2,3,7,7,9,8,5,7,0,16,nsv; oit; liit; uno; bob; john; kennedy; aarne; naissoo; usa
2,4,7,8,9,6,5,7,0,16,nsv; oit; liit; uno; bob; john; kennedy; aarne; naissoo; usa
