EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
5,3,2,2,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
3,3,2,1,2,2,1,4,3,14,senjoriita; televisiooni; kanada; donald; aasta; kasekamp; hääl; andres; trump
3,3,1,1,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump
4,3,1,0,2,2,2,4,3,14,senjoriita; kanada; donald; aasta; kasekamp; hääl; andres; trump; jäähoki
