EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;CBS;internetikasutaja;tähendab;;USA;USA;telejaama;USA
broadcast;System;internet;Kõrvalepõikena;head;võrreldes;riikide;telejaamale;aja
katsepolügoon;juhtkonna;telekajastus;telejaamale;System;uudis;Eesti;telekajastus;See
hädavajaliku;korras;telejaamu;pooleteise;tähendab;Eesti;uudis;DVD-plaadil;70
vähemate;;telejaama;katsepolügoon;broadcast;uudiseid;uudiseid;telejaamu;jälgida
võimendab;internetis;väike;konkreetne;toote;uuenevast;uudised;uudised;juhtkonna
küsimus;analüüsi;internetis;rikaste;tasku;toimuvat;Eestiski;meediatarbimise;Kolumbia
teekraavis;võidelda;internetisurfaja;keskmisest;sealset;riikide;arvatud;uudiseid;ükski
ööpäevas;Aga;nädalas;jälgida;otsustas;edulood;varasemaga;vaadata;uuringu
üritamine;languse;telejaamale;reklaame;parem;muutuma;kommentaari;vaatajatele;ajal
