keyphrase;score
türgik;0.6284
Türgi;0.6225
türgis;0.621
türgi;0.6198
türklane;0.5854
türk;0.5803
Istanbul;0.513
istanbul;0.4991
kirjanduspreemia;0.4345
turkmeen;0.4148
proosakirjanik;0.3909
armeenlane;0.3841
Nobel;0.3737
Armeenia;0.3673
ajakirjanik;0.3521
eesti;0.3422
kirjanik;0.3346
peaminister;0.3275
Euroopa-mõjuline;0.3241
autor;0.3097
Turkmeenia;0.307
kirjanduslik;0.3056
esitatud;0.3049
diplomaatia;0.3042
kirjandus;0.3025
Vahemeri;0.3018
euroopalik;0.2964
mikrofon;0.2963
kirjastus;0.2962
lugeja;0.294
turg;0.2922
sajand;0.2917
peatoimetaja;0.2904
täna;0.2901
kiitus;0.2888
laureaat;0.2865
tänama;0.2859
euroop;0.2854
pakkuma;0.2852
varjav;0.2847
poliitik;0.2839
aastasada;0.2839
kõne;0.2827
rääkima;0.2822
ütlema;0.282
eluaasta;0.2809
Venemaa;0.2798
lahutama;0.2797
lahke;0.2793
eurooplane;0.279
üldse;0.2773
õigupoolest;0.2772
sultaniriik;0.275
saatus;0.275
tuttav;0.2749
üldsegi;0.2737
andres;0.2735
hiljuti;0.2729
tutvustus;0.2726
räägime;0.272
aasta;0.2717
inimlik;0.2713
läänemaailm;0.2708
rahvas;0.2699
erinevalt;0.2693
poolehoidja;0.2683
niipea;0.2674
jutuajamine;0.267
teadupärast;0.2667
alandus;0.2659
kirjaoskamatu;0.2651
eestlane;0.2649
demokraatia;0.2643
kahel;0.2642
peakangelane;0.2641
kunagine;0.264
luuletaja;0.2636
kartus;0.2628
pahlak;0.2627
demokraatlik;0.2624
Euroopa;0.2613
raamat;0.261
vanem;0.261
müstika;0.26
ühiskond;0.2595
nõus;0.259
käsutas;0.2588
siitpool;0.2584
sõnastus;0.2583
sõna;0.2582
keeleuuendus;0.258
kandidaat;0.2577
võitlev;0.2571
kodanlik;0.257
europarlament;0.2568
tulenenu;0.2565
käsiraamat;0.2564
preemia;0.2553
otsekohe;0.2553
kapach;0.255
üllatuslikult;0.2547
lugu;0.2546
ajaxnike;0.2543
võimalus;0.2526
teema;0.2523
seoses;0.2521
komme;0.2515
karsst;0.2515
omandaks;0.2512
bojaar;0.2507
istanbuline;0.2502
kirjutama;0.2502
riigipööre;0.2501
kauge;0.2501
rahvuskultuur;0.2495
kokkuvõte;0.2493
küsima;0.2492
partei;0.2491
võitma;0.249
kandma;0.2482
poliitiline;0.2482
araabiamaailm;0.2476
rahvuslik;0.2473
jumal;0.2473
Tsaari-Venemaa;0.2464
kolkamaa;0.2461
ehin;0.2461
proua;0.2458
pealekaebamine;0.2458
sattuma;0.2455
tase;0.2447
hääl;0.2443
õpp;0.2439
panema;0.2438
keeleuuendusliikumine;0.2433
ebademokraatlik;0.2433
atatürk;0.2432
varem;0.2428
võõras;0.2425
tavaliselt;0.2421
tammuk;0.2416
kirjaoskus;0.2415
seaduspärasus;0.2413
vari;0.2412
romaan;0.2412
pealkiri;0.2407
islamimaailm;0.2403
kultuurimõjuline;0.2402
äärmuslane;0.2389
taevas;0.2384
erakond;0.2378
pärit;0.2376
sotsiooniline;0.2375
minek;0.2362
vene;0.236
eelkäija;0.2352
usukoli;0.2339
julgelt;0.2338
usaldama;0.2332
turban;0.2316
maailm;0.2308
identiteedikriis;0.2306
islamivabariik;0.2281
juht;0.2279
näiteks;0.2277
taria;0.2255
tervik;0.2247
sõnum;0.2216
kandmine;0.221
muhameetlik;0.2209
kriis;0.2208
ehmatus;0.2208
ignoreeriv;0.217
ideoloogia;0.2148
õpetama;0.2142
ringreis;0.2138
püsti;0.2119
käskima;0.2111
kõrgetasemeline;0.2107
tähtsam;0.2089
esimene;0.2079
muretseks;0.207
pinot;0.2017
traditsioon;0.1984
juute;0.1966
viimane;0.1959
usukoolipoiss;0.1943
filosoof;0.1942
detsembrikuu;0.1937
lahti;0.1933
proovim;0.1916
reedene;0.1878
sekularism;0.1822
istu;0.1815
nälg;0.1809
töökabinett;0.1807
vaba;0.1798
andma;0.1788
tendermann;0.1521
gaasijuhtme;0.1134
