keyphrase;score
Pariisis;0.6656
Louvre;0.4334
kuulsaimad;0.4158
kõikjal;0.3977
tuhandeid;0.3882
luksussviit;0.3874
Antoinette;0.3664
fantastiliselt;0.3537
Firenze;0.3517
kuningaruumidega;0.321
paviljone;0.2947
Henry;0.2909
Louis;0.2883
Austria;0.2861
seitsmekümnendatel;0.2826
revolutsiooni;0.2784
kirikutornid;0.2745
valustraad;0.2693
kroon;0.2552
mania;0.254
tänapäeval;0.2532
Luisid;0.2494
Breto;0.2475
Näiteks;0.2471
Inglismaal;0.2309
moe;0.2284
Jupiter;0.2235
meenutamist;0.2162
kõrge;0.2162
Venemaaga;0.2152
kunstnike;0.2101
jaama;0.2083
õhkkonnale;0.2062
fundhamble;0.2042
teemantripatsid;0.2025
ooperimuusikat;0.2017
hiilgust;0.1986
teadsid;0.1971
pöördepunkt;0.1959
Kloodis;0.1915
pontsakaid;0.1894
residents;0.1885
Elba;0.1873
Eversais;0.1848
küla;0.184
sõbratar;0.1832
Mariantoneti;0.1815
hobuse;0.1769
flira;0.1764
Laes;0.1732
arhitektid;0.1703
lumivalgetel;0.1688
sünnipaik;0.1686
üksildane;0.1668
1600;0.1668
noorte;0.1659
luumamma;0.1658
20-st;0.1654
kleidi;0.1641
turniiril;0.163
A-täht;0.1624
Deboizziega;0.1617
Poidzee;0.1565
portselanivabrikus;0.1562
demokraatlikest;0.1518
kilomeetrit;0.1517
pildid;0.1491
Andrei;0.1484
diktaator;0.1466
Juba;0.1465
inglid;0.1434
lahtise;0.1428
võimuga;0.1423
aprilli;0.1382
humanism;0.1369
600;0.1369
taustal;0.1363
leida;0.1358
ballil;0.1351
istus;0.1337
Jahiloss;0.1335
demantenoni;0.1313
Tarle;0.1311
hiini;0.131
Islandini;0.13
kirjutab;0.1275
kingitusi;0.1262
pühapäeva;0.1256
ebasümmeetriliste;0.1246
toodi;0.1243
kamin;0.1235
põhikorrusel;0.1213
vasakule;0.1212
longid;0.12
kaheksanda;0.1188
ideid;0.1183
Iilide;0.1168
Meie;0.1163
merineitsid;0.1162
tõeline;0.1162
ornamentide;0.1142
konsuliks;0.1135
Bach;0.1128
Phantom;0.1111
doosema;0.1102
kuulamas;0.1099
lõunasöökidel;0.1063
Mõlemad;0.1057
vanni;0.1044
mustal;0.1031
jäävad;0.1031
Lahkugem;0.1016
Enn;0.1013
Saturn;0.1007
toredus;0.0995
Mary;0.0976
Blo;0.0976
raamatukoguks;0.0975
peeglite;0.097
efektse;0.0958
ammutama;0.0955
Tõenäoliselt;0.095
pastelsed;0.0948
tööd;0.0942
isa;0.0934
Kobe;0.0923
hilisem;0.0919
tohutut;0.0916
Lõvi;0.0905
toast;0.0886
surma;0.0881
sametist;0.0873
rohelistest;0.0866
kolmnurkseid;0.0845
värviline;0.0842
hirvepead;0.084
ainus;0.0837
raiskamine;0.0832
mesilased;0.0821
handam;0.0813
linnud;0.0811
kaalule;0.08
tiibadena;0.0797
saksofonimängija;0.0793
mürk;0.0791
uut;0.079
õde;0.0784
marmorfiguure;0.0771
metsades;0.0769
tollal;0.0751
langeb;0.075
katetega;0.0742
oopiumilahusega;0.0737
Mulleini;0.0732
jõge;0.0716
allikatest;0.0709
Stephens;0.0707
endises;0.0687
maske;0.0649
konfliktideta;0.0649
abiellunud;0.062
-st;0.0615
silmad;0.0615
tunnelis;0.0583
515;0.0577
aknaid;0.0574
albumi;0.0561
Key;0.0547
Shelle;0.0543
Lowrya;0.0535
tea;0.0531
kajakad;0.0529
Hondal;0.0502
võimatu;0.0494
vähem;0.0462
otsustest;0.039
Gibscrofist;0.0297
diaanil;0.0281
õukonnas;0.027
voodi;0.0243
kaubandus;0.0241
tumedat;0.0204
laitmatu;0.0198
jalgadega;0.0179
renessanssloss;0.0131
kloriidi;0.0012
Bean'i;0.0005
keelduvate;-0.0065
kabel;-0.0083
puuviljakorvide;-0.01
koodi;-0.0189
monogramm;-0.0197
toolid;-0.0201
sõjavägi;-0.0217
salamander;-0.0247
organ;-0.025
pallid;-0.0266
haavata;-0.0324
Python;-0.0368
senat;-0.0487
