EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Clive Lewis;Räägime religiooniteooriast;tundub jõuluajal;samane jumalik;number identsus;jõulujõulude kristlik;religioonis Kui;võib-olla jutt
David Chalmers;jõulusõnum Tõepoolest;jõulujõulude kristlik;Sest piirdume;Pluss null;kristlus jõulupühad;Räägime religiooniteooriast;võib-olla kõrgematel
Yestertan ütles;Euroopa kultuur;Räägime religiooniteooriast;samane Ütleme;andmeid protsente;traditsioon jõulude;religioon Ja;võib-olla esimest
Gilbert sõstart;Aga püha;lõpuks jõulusõnum;meenutada Uku;null miinus;jõulupühad seotud;võtta kristlik;bolševikud õigemini
lõpmatuse mõistet;peksa tohu;kristlus jõulupühad;nähtus loomariigile;summa reaalne;näiteks jõulu;räägi religioonist;asja tajub
Joosep Fratzinger;ausõna huvitab;jõulu meenutada;Igavik tegelikult;miinus null;seoses jõululast;jõulujõulude kristlik;22 sajandil
õpetussõna vaheaste;mõiste bolševikud;religioosne püha;pigemini tabud;See punkt;jõuludega seoses;vaata religioone;Ja mõtlesin
See Don't;No ulme;religioosne sakraalne;väitis samane;Nii verb;puus sekulaarsesse;Religioon See;prantsuse revolutsiooni
ütleme Alpasi;oligi võsa;traditsioon jõulude;Napolion ajas;Need usu;jõulurahu Aga;religiooniteooriast sügavalt;kantud paratamatult
asi Tracitsionalism;Meid lõpmatu;sekularistlik religioon;põlvkondadele hääle;reaalselt reaalselt;näitab jõulujõulude;religioon Olgu;inimteadvus nii-öelda
lõpuks jõulusõnum;religioonid määral;selgelt religioosne;väljend teoloogias;aspekt tähendab;jõuluajal kodumaa;religioosseks üldse;teisalt oluline
mõiste Me;Nii Jeesus;energia kristluses;vaataksin panteistliku;naq reaalselt;Jõuluajal meenutatakse;siga religioonid;võib-olla vaata
üliintellekt Jeesus;inimintellekti ülekandmine;religioosset sisu;premeeritakse Nobeli;tekib hulk;tundub jõuluajal;Eitš religioon;Ja räägin
religioon õpetus;religioossus väidetakse;Jõuluajal meenutatakse;No üliintellekt;arvan andmed;jõulusõnum Tõepoolest;sündinud usklikest;aeg-ajalt ajaloos
