EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Buratino häält Sepling;Eestis Ja Buratino;kuulasid Buratino laulu;Igal raadiokuulajad pildi;majja number sisened;kuulasid Buratino laulu;Buratino hääle tegelikult;ütelda muuseum muuseum
Ferdinand do Buratino;kuivust Buratino häält;Ferdinand do Buratino;raadiokuulajad pildi selgeks;suured kontserdid update;Veikese kuulasid Buratino;Veikese kuulasid Buratino;väga-väga rahul tänase
helirežissöör Eero Sepling;lõhenemine tähendab ootamatus;Buratino laulu Eesti;väitel Igal raadiokuulajad;andsime massid fatasi;kuuldemängus laulusõnad Buratino;Buratino laulu Eesti;tehnika abita hääle
Eero Sepling avastus;Ütle palun Ferdinand;kuuldemängus laulusõnad Buratino;küsisin Me kultuuriministrit;automaatselt juhitav prožektori;Buratino esimene hääl;raadio Buratino rääkis;Ja võib-olla tea
humalal tossafiaal Moabi;mõtlesin Ma kuuldemängujuht;kuulis raadio Buratino;kinkis kuulis raadio;number sisened Sul;kuulis raadio Buratino;kuuldemängus laulusõnad Buratino;aeglased Buratino häälega
Sepling Eero südamlik;See nõme hüppetorn;Buratino esimene hääl;suunurgad kindlasti hammastesse;hätsime massiite andsime;Aga Buratino hääle;Aga Buratino hääle;Buratino rääkis jaa
Vaat Eero Sepling;moonutus proovilt Siis;laulsin aeglased Buratino;homme Nukuteater mängib;Ei uus missioon;kuivust Buratino häält;kuuldemängust Buratino Aga;10 esimene juhtus
nukuteatrimuuseumi Aitäh Ferdinand;Siis inglise keeles;raadiole Buratino aastakümneid;tähelepanelikult kuulas suulage;võtma vaja asutada;kuuldemängust Buratino Aga;Buratino esimene hääl;soovin tervist jälle
ütleme ütleb mõistus;kultuuriministrile Vot asuta;Buratino hääle tegelikult;tänase nukuteatriga kuulu;nukuteatrist nukuteater unustanud;laulusõnad Buratino proov;raadiole Buratino aastakümneid;kunagine Eesti raadio
halb näitleja Ferdinand;korraga käsitada Et;laste kuuldemängust Buratino;prooviks hästi madalalt;uus missioon tahan;Buratino laulu Eesti;Tolstoi kuuldemängu puunupuratiinust;võib-olla tea Ferdinand
hästi Vaat Eero;Nüüd 10 esimene;televisioonile raadiole Buratino;Me kultuuriministrit sõnakas;tool õppetool võimalik;Buratino proov häält;televisioonile raadiole Buratino;laste täiskasvanuid lõbustanud
Ja Sepling Eero;Ja nõuab esimese;Eestis Ja Buratino;Nukuteater mängib auks;oskama moodustada eeshammaste;Ferdinand Veikese kuulasid;kuulis raadio Buratino;emad-isad õpetasid mudilastele
tossafiaal Moabi lasketiir;Pinocchio arvestada Nii;raadio Buratino rääkis;Seplingi autor omamoodi;Et kaks ühend;laste kuuldemängust Buratino;puunupuratiinust teagi Buratino;näitleja Ferdinand õige
paberi ütleb Ferdinand;Teha ütle Ferdinand;Aga Buratino hääle;raadiost Keilas seitse;aega tehnika abita;heliloojale Jalgu Buratino;laste kuuldemängust Buratino;raadio Buratino rääkis
võib-olla tea Ferdinand;fonoteegis Ja mäletad;Buratino häälega laul;Buratino korraga käsitada;kaks ühend isiksuse;Buratino hääle tegelikult;kuulasid Buratino laulu;Buratino esimene hääl
näed Buratino Ei;kuuldemängujuht Et kuivust;Buratino rääkis jaa;Meissner näiteks triolaga;etendus See tähendab;raadiole Buratino aastakümneid;Aleksei Tolstoi kuuldemängu;aru väga-väga rahul
laulusõnad Buratino proov;nukuteatrimuuseumi Aitäh Ferdinand;laulusõnad Buratino proov;Buratino publiku astunud;käsitada Et kaks;Buratino rääkis jaa;laulsin aeglased Buratino;Buratino laulu Eesti
Eero Sepling Ja;Buratino Ja võib-olla;Veikese kuulasid Buratino;tuse teatri- muusikamuuseumi;ütleme ütleb mõistus;laulsin aeglased Buratino;aeglased Buratino häälega;kuulis raadio Buratino
kõrgkooli puupeade fakult;Ferdinand do Buratino;kuuldemängust Buratino Aga;tänapäeval Ei uus;toime proovida moodi;raadio Buratino rääkis;Buratino häälega laul;kuulajaid võib-olla kuulnud
heliloojale Jalgu Buratino;Ma kuuldemängujuht Et;Buratino Ja võib-olla;ütleb Miks raskeks;tänavale majja number;Buratino häälega laul;Ja Buratino korda;Jalgu Buratino esimene
puupoisi hääl üllatas;proovilt Siis jäänud;Ja Buratino korda;24 paika linna;paha homme Nukuteater;aeglased Buratino häälega;laulusõnad Buratino proov;kuulasid Buratino laulu
Ferdinand õige järsku;See tore kuuldemängus;Ja mäletad esimest;Keilas seitse last;lati parem elad;ütle palun Buratino;Jalgu Buratino esimene;võib-olla kuulnud Aleksei
näitleja Ferdinand õige;sõnakas ütles Te;võib-olla tea Ferdinand;Ei häält raadiost;teades oskama moodustada;kuulnud Aleksei Tolstoi;Buratino rääkis jaa;kuivust Buratino häält
tea Ferdinand lõike;pinnakivates Marii Pinocchio;Sündis 1954 aasta;hästi paistis laes;abi liiklusteadlik oskama;Ja Buratino korda;ütle palun Buratino;laste kuuldemängust Buratino
Ferdinand lõike mängisid;aeg tundsin häälepaelad;aeglased Buratino häälega;töötanud terveks Proovime;vihmaga Nurgas aeg;Aleksei Tolstoi kuuldemängu;Ferdinand Veikese kuulasid;iidoliks emad-isad õpetasid
pinnakivates Marii Pinocchio;nurga Ja kaunis;puunupuratiinust teagi Buratino;kunagine Eesti raadio;nukuteatriga kuulu meeste;Buratino Ja võib-olla;Eestis Ja Buratino;Buratino Ja võib-olla
puupeade fakult kindlasti;katse paika orkester;Buratino aastakümneid lastele;Ferdinand väike ehitama;massiite andsime massid;näed Buratino Ei;Buratino aastakümneid lastele;Ja Buratino korda
häält Sepling Jaan;ilus nähe Buratino;Jalgu Buratino esimene;kõrgelt pisikene tegelase;konsonandid hea artikulatsiooni;nähe Buratino vaata;Eesti raadio kuuldemängude;Buratino publiku astunud
hääl üllatas näitlejat;Me kultuuriministrit sõnakas;1954 aasta aprilli;Buratino hääle tegelikult;kergelt lati parem;Ferdinand do Buratino;Buratino korda abi;kuuldemängus laulusõnad Buratino
hüppetorn jõle kõrgelt;häält Sepling Jaan;kuivust Buratino häält;Buratino esimene hääl;parem elad ütleme;1000 korda Buratino;palun Buratino korraga;kuuldemängust Buratino Aga
kapitalistlik kunstniku Disney;suured kontserdid update;ilus nähe Buratino;kuidagimoodi puupoisi hääl;ütle Ferdinand palun;palun Buratino korraga;Buratino proov häält;Koba hoidis valgus
Aitäh Ferdinand elu;suus Teha ütle;halb näitleja Ferdinand;Buratino korda abi;vaata ilus Nii;Tolstoi kuuldemängu puunupuratiinust;nähe Buratino vaata;kultuuriministrit sõnakas ütles
puunupuratiinust teagi Buratino;koht leida Ferdinand;Ferdinand lõike mängisid;2000 Jaapanis suurem;tähtsime pehmelt kaastundlikult;korda Buratino publiku;Buratino publiku astunud;Pinocchio arvestada Nii
Buratino Ja võib-olla;kuulasid Buratino laulu;Et kuivust Buratino;väike ehitama nukuteatri;rääkimata alma nurga;do Buratino nuku;Buratino roll väljus;2000 Jaapanis suurem
näiteks triolaga Oslos;Sepling Ja kena;korda Buratino publiku;kuule kuratiinule väitel;vastamisi kaks nädalat;Buratino Aga Buratino;Buratino vaata ilus;hiljem püüdsid nippi
fatasi pinnakivates Marii;hästi Vaat Eero;kodused näed Buratino;kultuuriministrile Vot asuta;võib-olla tea Ferdinand;Jalgu Buratino esimene;kuuldemängu puunupuratiinust teagi;orkester mängima aeglaselt
kuuldemängude helirežissöör Eero;Aitäh Ferdinand elu;räägime Sündis 1954;fatasi pinnakivates Marii;inimene Sina mees;laulu Eesti Raadio;kuuldemängude helirežissöör Eero;Buratino korraga käsitada
80 auväärne Ma;tool õppetool võimalik;näitleja Ferdinand õige;vinguva kuidagimoodi puupoisi;meeste nuriseb ütleb;televisioonile raadiole Buratino;Buratino korraga käsitada;aprilli lõpus Sellest
Eestis Ja Buratino;laulsin aeglased Buratino;ütle palun Buratino;suukoopa lagi tõuseb;ütleb mõistus paremini;Nii Buratino roll;kuulnud Aleksei Tolstoi;laulusõnad Buratino proov
laste kuuldemängust Buratino;jäänud Ja Sepling;nukuteatrimuuseumi Aitäh Ferdinand;selgeks tähelepanelikult kuulas;palun arvet Mitu;Eestis Ja Buratino;näed Buratino Ei;televisioonile raadiole Buratino
Buratino häälega laul;Eesti Raadio fonoteegis;esimene hääl sündis;filmijooniste Riias soovinud;kuule sõna pehme;Et kuivust Buratino;nukuteatrimuuseumi Aitäh Ferdinand;Ma soovi täna
ütleb Ferdinand väike;halb näitleja Ferdinand;palun Ferdinand do;pildi selgeks tähelepanelikult;kena tuleta meelde;teagi Buratino Ja;teagi Buratino Ja;Aga Buratino hääle
ilus nähe Buratino;esimene hääl sündis;Teha ütle Ferdinand;käpiknuku 15 minutiga;artikulatsiooni järsku lasteaial;täielikult Aleksei Tolstoi;Buratino Ja võib-olla;inimene Sina mees
ütle Ferdinand palun;Vabandust kuule kuratiinule;näed Buratino Ei;kuratiinule väitel Igal;tekitada pida keelega;Buratino häält Sepling;Eesti Raadio fonoteegis;kriuksuma vinguva kuidagimoodi
päev auväärne sünnipäev;Ja Sepling Eero;Buratino proov häält;heliloojaga puupoisi hääleke;paremini võtma vaja;Kanud kadunud heliloojale;1000 korda Buratino;Nii Buratino roll
Ferdinand elu laste;ilus Nii Buratino;mängima aeglaselt laulsin;proovilt Siis jäänud;öeldakse paha homme;Buratino publiku astunud;heliloojale Jalgu Buratino;Eestis Ja Buratino
Ferdinand palun arvet;küsisin Me kultuuriministrit;heliloojale Jalgu Buratino;Ütle palun nukuteatrisse;võta kuule sõna;hääle tegelikult kunagine;tea Ferdinand lõike;raadiole Buratino aastakümneid
häält raadiost Keilas;laul mõtelda ootamatus;ütleb Ferdinand väike;Saksamaal näeb jälle;kohtuda Ei häält;heliloojaga puupoisi hääleke;laulu Eesti Raadio;laulsin aeglased Buratino
Disney filmijooniste Riias;võta kuule sõna;kunagine Eesti raadio;kindlasti hammastesse metalli;lahutada See hääle;šenkov Riiast kinkis;heliloojaga puupoisi hääleke;1000 korda Buratino
jäänud Ja Sepling;kriuksuma vinguva kuidagimoodi;hääle tegelikult kunagine;See tore kuuldemängus;ühend isiksuse lõhenemine;kuulajaid võib-olla kuulnud;näitleja Ferdinand õige;valmis ütelda muuseum
suured kontserdid update;proov häält mõtlesin;tegelikult kunagine Eesti;mängima aeglaselt laulsin;mängis Meissner näiteks;kodused näed Buratino;Ferdinand lõike mängisid;põlvkonda kuulajaid võib-olla
Buratino Ei ilus;Et kaks ühend;fonoteegis Ja mäletad;hästi tähendabki Seplingi;elad ütleme ütleb;kunagine Eesti raadio;häält raadiost Keilas;15 minutiga valmis
meeste nuriseb ütleb;väike ehitama nukuteatri;Ferdinand Veikese kuulasid;juubelikingiks paberi ütleb;jaa jaa ütles;Buratino aastakümneid lastele;ütleb Ferdinand väike;jälle 2000 inimest
lapsed magavad Ma;suurde lumehanges See;mängisid laste kuuldemängust;saata edukale kultuuriministrile;tänapäeval Ei uus;kuuldemängujuht Et kuivust;kodused näed Buratino;inimest vähem 2000
kunstniku Disney filmijooniste;Te juubeliks valmis;Ferdinand väike ehitama;valmis ütelda muuseum;valgus Aga ütle;kinkis kuulis raadio;Aitäh Ferdinand elu;inimesed võõratii rääkimata
jaapanis põratiinu hästi;pingutama Ikka aeg;koht leida Ferdinand;See saali tehnika;mängima aeglaselt laulsin;Aleksei Tolstoi raamatu;Buratino häält Sepling;leida Ferdinand homme
kodused näed Buratino;Ütle palun nukuteatrisse;häälega laul mõtelda;Marii Pinocchio arvestada;abita hääle omaseks;mees Eestisse nukuteatri;Eero Sepling avastus;paha homme Nukuteater
See nõme hüppetorn;tahab teistmoodi Ja;Ferdinand õige järsku;aeglaselt laulsin aeglased;korraga käsitada Et;eetris kuulsid Siis;raadiost Keilas seitse;sõnakas ütles Te
kuuldemängust Buratino Aga;Sulan juubeli etendus;Eesti Raadio fonoteegis;korda Buratino publiku;pingutama Ikka aeg;kohaga heliloojaga puupoisi;Ma kuuldemängujuht Et;ütle palun Buratino
suur päev auväärne;hoidis valgus Aga;1000 korda Buratino;Proovime katuse senini;Ei ilus nähe;Eesti raadio kuuldemängude;Et kuivust Buratino;nähe Buratino vaata
väljus täielikult Aleksei;valgus Aga ütle;Buratino Aga Buratino;väljus täielikult Aleksei;update lainega Soomes;võib-olla kuulnud Aleksei;ilus nähe Buratino;Buratino roll väljus
pehme suulagi tõuse;väikesema suukoopa lagi;Ja raadio televisiooni;kogemata tundnud hoidis;madalalt bee kam;Ma kuuldemängujuht Et;Buratino Ei ilus;Siis jäänud Ja
Buratino Aga Buratino;Ja katse kiiresti;helirežissöör Eero Sepling;See meeldis Kanud;hääle tekitamine suur;kuidagimoodi puupoisi hääl;ütle Ferdinand palun;Buratino hääle tegelikult
vähem 2000 Jaapanis;edukale kultuuriministrile Vot;rahva teatri külas;raamatu lehekülgedelt Ütle;tehnika abita hääle;põlvkonda kuulajaid võib-olla;Teha ütle Ferdinand;mängis Meissner näiteks
ühend isiksuse lõhenemine;heliloojaga puupoisi hääleke;Ferdinand elu laste;aeglased Buratino häälega;isiksuse lõhenemine tähendab;hääleke kriuksuma vinguva;paberi ütleb Ferdinand;ilus Nii Buratino
saali tehnika üllatasin;võta pingutama Ikka;teatri- muusikamuuseumi filiaali;Ja televisioonile raadiole;väike ehitama nukuteatri;tegelikult kunagine Eesti;ilus Nii Buratino;palun Buratino korraga
100 rääkimata alma;puupoisi hääleke kriuksuma;Buratino häält Sepling;Koba hoidis valgus;leida Ferdinand homme;Jaan kohaga heliloojaga;kuidagimoodi puupoisi hääl;kaks nädalat Saksamaal
puupeade tool õppetool;Ma loodan kultuuriminister;orkester mängima aeglaselt;ütelda muuseum muuseum;nukuteatrimaja Ütle palun;häält raadiost Keilas;helirežissöör Eero Sepling;juhtus Paul šenkov
maja Nunne tänav;kerib kõrgel katse;Buratino roll väljus;jälle raadiomajja ;meelde See tore;võib-olla tea Ferdinand;Oskar Lutsu nukitsameest;prožektori Koba hoidis
