word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
sõna;21;no;1;3574;932062911;5870.4710824301255
küsimus;21;no;1;3574;932062911;5870.4710824301255
mees;7;no;1;3574;932062911;1957.489646317312
lihtsalt;5;no;1;3574;932062911;1398.4922983011957
eriti;5;no;3;3574;932062911;1395.5010721882795
sõjaväljal;5;no;188;3574;932062911;1165.007145624514
eesti;4;no;1;3574;932062911;1118.9936242931374
keel;4;no;1;3574;932062911;1118.9936242931374
aasta;4;no;2;3574;932062911;1117.79563900637
keele;3;no;1;3574;932062911;839.4949502850793
näiteks;3;no;1;3574;932062911;839.4949502850793
maha;3;no;1;3574;932062911;839.4949502850793
elu;3;no;1;3574;932062911;839.4949502850793
Eesti;3;no;1;3574;932062911;839.4949502850793
arvatavasti;3;no;1;3574;932062911;839.4949502850793
no;3;no;1;3574;932062911;839.4949502850793
uued;3;no;1;3574;932062911;839.4949502850793
verekallamine;3;no;1;3574;932062911;839.4949502850793
kinni;3;no;2;3574;932062911;838.5961939589274
raske;3;no;2;3574;932062911;838.5961939589274
häälikut;3;no;289;3574;932062911;641.4916013142229
anda;2;no;1;3574;932062911;559.9962762770211
panna;2;no;1;3574;932062911;559.9962762770211
teatud;2;no;1;3574;932062911;559.9962762770211
pandud;2;no;1;3574;932062911;559.9962762770211
juhtus;2;no;1;3574;932062911;559.9962762770211
kord;2;no;1;3574;932062911;559.9962762770211
kiriku;2;no;1;3574;932062911;559.9962762770211
palun;2;no;1;3574;932062911;559.9962762770211
inimese;2;no;1;3574;932062911;559.9962762770211
tänapäeval;2;no;1;3574;932062911;559.9962762770211
ükskord;2;no;1;3574;932062911;559.9962762770211
kord;2;no;1;3574;932062911;559.9962762770211
meelehaiguseta;2;no;1;3574;932062911;559.9962762770211
õige;2;no;1;3574;932062911;559.9962762770211
nime;2;no;1;3574;932062911;559.9962762770211
ajal;2;no;1;3574;932062911;559.9962762770211
erinevate;2;no;1;3574;932062911;559.9962762770211
ilus;2;no;1;3574;932062911;559.9962762770211
hiljem;2;no;1;3574;932062911;559.9962762770211
aega;2;no;1;3574;932062911;559.9962762770211
vaja;2;no;5;3574;932062911;557.605844344636
suda;2;no;90;3574;932062911;511.2324790075448
