word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
teada;13;no;1;4628;932062911;2806.9771892294434
täpselt;13;no;1;4628;932062911;2806.9771892294434
näiteks;12;no;1;4628;932062911;2591.132707616479
tea;10;no;1;4628;932062911;2159.44374439055
Tallinnas;8;no;1;4628;932062911;1727.754781164621
räägib;8;no;2;4628;932062911;1725.9050612358906
hiljem;7;no;1;4628;932062911;1511.9102995516564
tegelikult;7;no;1;4628;932062911;1511.9102995516564
jälle;6;no;3;4628;932062911;1293.2936711607758
aadli;11;no;782;4628;932062911;1293.0058356643744
ajal;5;no;1;4628;932062911;1080.2213363257274
nimelt;5;no;1;4628;932062911;1080.2213363257274
juhtus;4;no;1;4628;932062911;864.3768547127629
no;4;no;1;4628;932062911;864.3768547127629
maha;4;no;1;4628;932062911;864.3768547127629
arvatavasti;4;no;1;4628;932062911;864.3768547127629
16.;4;no;1;4628;932062911;864.3768547127629
natuke;4;no;4;4628;932062911;861.6066022717512
vaja;4;no;5;4628;932062911;860.687126543753
pulmamäärused;3;no;1;4628;932062911;648.5323730997983
küsimus;3;no;1;4628;932062911;648.5323730997983
riigi;3;no;1;4628;932062911;648.5323730997983
terve;3;no;1;4628;932062911;648.5323730997983
mees;3;no;1;4628;932062911;648.5323730997983
kaup;3;no;1;4628;932062911;648.5323730997983
Eesti;3;no;1;4628;932062911;648.5323730997983
pidu;3;no;1;4628;932062911;648.5323730997983
alguses;3;no;1;4628;932062911;648.5323730997983
ajal;3;no;1;4628;932062911;648.5323730997983
aasta;3;no;2;4628;932062911;647.8380597238337
korduvalt;3;no;2;4628;932062911;647.8380597238337
võimalik;3;no;2;4628;932062911;647.8380597238337
üldse;3;no;2;4628;932062911;647.8380597238337
eriti;3;no;3;4628;932062911;647.1452314102488
talupoja;8;no;1570;4628;932062911;644.3099006504674
metslinnud;3;no;39;4628;932062911;623.1537597281747
pulmadest;5;no;771;4628;932062911;591.824563899738
sousti;4;no;476;4628;932062911;572.785475676317
Põldsami;3;no;127;4628;932062911;571.3744647623072
pulm;10;no;2836;4628;932062911;534.7301554864582
ametimees;3;no;249;4628;932062911;512.3533202900111
soust;3;no;361;4628;932062911;467.9753001764319
Novgorodis;3;no;407;4628;932062911;451.89923412211954
aadlik;3;no;461;4628;932062911;434.3820362627082
soodumale;2;no;1;4628;932062911;432.68789148683385
hästi;2;no;1;4628;932062911;432.68789148683385
nimi;2;no;1;4628;932062911;432.68789148683385
kauppele;2;no;1;4628;932062911;432.68789148683385
suur;2;no;1;4628;932062911;432.68789148683385
räägime;2;no;1;4628;932062911;432.68789148683385
nädala;2;no;1;4628;932062911;432.68789148683385
suurt;2;no;1;4628;932062911;432.68789148683385
töö;2;no;1;4628;932062911;432.68789148683385
öeldud;2;no;1;4628;932062911;432.68789148683385
toovad;2;no;1;4628;932062911;432.68789148683385
pulmamäärusi;2;no;1;4628;932062911;432.68789148683385
valmis;2;no;1;4628;932062911;432.68789148683385
ongi;2;no;1;4628;932062911;432.68789148683385
Liivimaasõja;2;no;1;4628;932062911;432.68789148683385
linnas;2;no;1;4628;932062911;432.68789148683385
pandud;2;no;1;4628;932062911;432.68789148683385
eestantsija;2;no;2;4628;932062911;432.2246594214223
täitaks;2;no;2;4628;932062911;432.2246594214223
kindlasti;2;no;4;4628;932062911;431.30116452734586
