word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
laeva;9;no;1;3206;932062911;2805.226734918172
no;8;no;1;3206;932062911;2493.645867511809
Eesti;7;no;1;3206;932062911;2182.065000105446
tegelikult;7;no;1;3206;932062911;2182.065000105446
näiteks;7;no;1;3206;932062911;2182.065000105446
jälle;6;no;3;3206;932062911;1866.4833663106508
lihtsalt;5;no;1;3206;932062911;1558.90326529272
suur;4;no;1;3206;932062911;1247.3223978863568
ajal;4;no;1;3206;932062911;1247.3223978863568
tööd;4;no;1;3206;932062911;1247.3223978863568
Tallinn;4;no;2;3206;932062911;1245.987024879681
teada;3;no;1;3206;932062911;935.7415304799938
moment;3;no;1;3206;932062911;935.7415304799938
ongi;3;no;1;3206;932062911;935.7415304799938
aru;3;no;1;3206;932062911;935.7415304799938
kujunenud;3;no;1;3206;932062911;935.7415304799938
näitab;3;no;2;3206;932062911;934.7397333639108
antud;3;no;2;3206;932062911;934.7397333639108
rannavalve;6;no;1770;3206;932062911;645.9062676633278
tea;2;no;1;3206;932062911;624.1606630736308
Eestis;2;no;1;3206;932062911;624.1606630736308
nimi;2;no;1;3206;932062911;624.1606630736308
valmis;2;no;1;3206;932062911;624.1606630736308
mees;2;no;1;3206;932062911;624.1606630736308
natukene;2;no;1;3206;932062911;624.1606630736308
suurem;2;no;1;3206;932062911;624.1606630736308
rääkida;2;no;1;3206;932062911;624.1606630736308
eesti;2;no;1;3206;932062911;624.1606630736308
inimesed;2;no;1;3206;932062911;624.1606630736308
head;2;no;1;3206;932062911;624.1606630736308
absoluutselt;2;no;1;3206;932062911;624.1606630736308
kaart;2;no;1;3206;932062911;624.1606630736308
tuukrikaater;2;no;1;3206;932062911;624.1606630736308
aega;2;no;1;3206;932062911;624.1606630736308
aastas;2;no;1;3206;932062911;624.1606630736308
sõna;2;no;1;3206;932062911;624.1606630736308
toimub;2;no;1;3206;932062911;624.1606630736308
vähegi;2;no;1;3206;932062911;624.1606630736308
korda;2;no;1;3206;932062911;624.1606630736308
nimed;2;no;1;3206;932062911;624.1606630736308
aasta;2;no;2;3206;932062911;623.4924418481403
üldse;2;no;2;3206;932062911;623.4924418481403
eriti;2;no;3;3206;932062911;622.8256498766982
kindlasti;2;no;4;3206;932062911;622.1602825786697
käsitsivõitluseks;2;no;7;3206;932062911;620.1726832113936
smuugeldajate;2;no;10;3206;932062911;618.1977428672724
hundipea;2;no;27;3206;932062911;607.2397947408189
meresaade;2;no;33;3206;932062911;603.4644566494715
kaatril;2;no;88;3206;932062911;570.9267133810849
põliselt;2;no;96;3206;932062911;566.4839758227326
radarist;2;no;105;3206;932062911;561.5678268328045
niuksed;2;no;108;3206;932062911;559.9480176244571
veeteede;7;no;3331;3206;932062911;477.59180746221057
nii-öelda;23;no;15923;3206;932062911;396.7707966898481
kaid;2;no;742;3206;932062911;347.8848742137697
Eeva;6;no;4563;3206;932062911;317.60862397804794
kajutis;2;no;915;3206;932062911;315.3012069869731
näeb;1;no;1;3206;932062911;312.57979566726783
