EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;poliitika;lõuna-rootsi;lõppkokkuvõte;;geoloogiadoktor;geoloogiadoktor;tõusuvesit<sos><sos><sos>tuve;riik
järelvaatlus;tõusuvesit<sos><sos><sos>tuve;keskkonnaministeerium;seitsmes;;orvik;orvik;ehituskeeluvöö;ettevõtmine
üsna-üsna-üsna;asjajaam;kanalisatsioonitorustik;ilusti;the;uurimistöödejuhataja;inseneribüroo;projektijuht;puhastama
liikumisrežiim;kandma;orkaan;no;manner;külastaja;kaardistama;rahvusooperialune;mitukümmend
võib-olla;aasta;merevõib-olla;kaukasus;signaal;skulptuurikeskus;raadiomäng;tänaseni;lääne-eesti
80993;tundma;soolavesi;gdanski;vast;sadamakoht;eutrofeeruv;millegipärast;töötama
põllustatud;taimestik;eestlane;kongress;andmed;krae;polaaralad;pealkiri;põhja-hiiumaa
rändrahne;seksoht;keskustelu;mootor;moment;mägi;saaremaa;loodusekaitsja;kuueteistkümnes
häädemeestetagune;ettepanek;magistraalkanal;võitlema;hull;täna;maaparandaja;ruttu-rutt;kujundamine
katastrofaalselt;kavandatav;materjal;läti;rein;territoorium;traagika;valmis;eesti
mandaasta;külamees;kõrgusjoon;navesti;meetod;töötama;kolhoos;maailmarannajoon;õrnem
kasvuhoonenähtus;ökoloogiline;neljakandiline;102100;mall;instituut;põhjameri;mandrijäätumine;kujutama
kultuurimälestus;rannakujunemine;euroopa;ehitusvaba;moraal;merin;projekteerimine;liivakõrbe;jõud
geoloogiline;pöördaustraallane;hüdrogeoloogia;seos;pump;hüdrotehniline;roomassaare;tulevikumudel;per
korrektiiv;aktiviseerumine;projektijuht;elukvaliteet;tookord;satelliit;pulbitsev;kasvuhooneefekt;jaa-jaa
jõulud;kasvuhooneefekt;sinine;poola;andma;alex;leedu;lääs;suurus
koduvärav;paneelmaja;tuuker;mets;reaalselt;elamus;hollandlane;paneelmaja;lõpetus
millegipärast;ettevaatlikumalt;raud;puru;vale;ökoloogiline;kalamees;ettevaatlikumalt;rannanäie
tähelepanu;magistraalkanal;arvuti;olümpia;vorm;toorium;magistraalkanal;juurdepääsutee;selgitama
-te;temperatuur;kuulajaskond;imelik;kodu;helikopter;inimajalugu;sünnitatud;möödunud
sügavam;loodus;satelliit;värav;torm;mander;toorium;tuuker;kujuma
jaanuaris-veebruar;suund;kalamees;segi;vastavalt;kuulama;korall;stuudio;veenduma
valgerand;kasutamiskõlbmatu;sügavus;tookord;soon;kivine;andma;kümnekordne;trükkima
prantsus-maa;tsükkel;korallrifi;rannarahvas;maksimum;tundra;komisjon;vaidlus;kõrgus
okeaania;lähtuma;seaduseelnõue;instituut;detailplaneering;maailmakaart;esimees;hüdrogeoloogia;natukene
tarvitus;heinamaa;purjeregat;korallrifi;kura;tõusuvesit<sos><sos><sos>tuve;superrannakindlus;mootorpaat;ilm
marutama;kasv;maaparandaja;saar;probleem;deltade;tallinn-riia;võitja;põgenema
peatänav;sotsiaalne;liivika;inglise;long;narva;ringima;puhkepiirkond;märkamatult
merepiir;korraldama;maastikuarhitektuur;tallinn;kell;ühinema;hüdrotehniline;häirekeel;võib-olla
mageveeline;jooma;kontrollima;kalastik;reageering;tellima;meeter;õpetlane;puhastamisvõimalus
leningrad;veresoon;kuskoha;atmosfäär;pension;ehitusstrateegia;otson;soovitus;ehitusõigus
reageering;põhikaart;rannarestoran;kant;laid;helistama;tulevik;viis-kuuekümmend;mandri-eesti
liivaliikumine;soe;ühendama;ase;odavam;ehitusvaba;maailmapilt;tasuma;kaitsev
paratamatud;välismaalane;komisjon;haapsalu;tore;kalamees;veetee;sõber;mootor
taju;huvitav;;katastroof;alb;järv;kilomeeter;atmosfäär;väljavool
alakomisjon;lega;russalka;lubama;tika;autor;õpik;puukoor;tuhanded-tuhand
hetkeseis;lahter;ahelreaktsioon;vastavalt;omav;senini;üldplaneering;metallrõnk;katastroof
pikilugu;võtma;maailmarannajoon;tooksima;asi;18;bassein;inimajalugu;maakond
käegakatsutav;liikumine;komeeter;kurt;raames;tsüklonaalne;parandusobjekt;austraallane;vool
kaljumürakas;rand;906907;sete;auto;muld;polder;jep;üksibatsioon
13;lahepoolne;kaukasus;puhas;sein;lõuna-rootsi;nõunik;jaanuaris-veebruar;
superrannakindlus;peegeldus;ant;esimene;variant;mugav;supelhoone;väärtushinnang;suhteliselt
reovett;lõuna-rootsi;huvitavam;sopavall;nurk;raport;maarjamaa;eestimaa;muutus
vee-tase;täna;ajalugu;-ks;se;raadiomäng;komeeter;rannarestoran;kristus
millimeeter-poolteist;reovett;pankrannik;klibu;veri;soolane;töötama;kompenseerima;vahe
ehitamine;tasand;kaitsetsoon;kilomeeter;inimene;kohalik;sajaaastane;mõõtmisplaan;puhkerajoon
loode-osalesin;ähvardama;perekond;äär;memorandum;tõlkima;õigeaegselt;mängukann;vahetama
tulevikumudel;meetrigand;hirm;nasva;torpes;punane;mageveeinimene;kasutamiskõlbmatu;ruttu-rutt
lahepoolne;jagu;lauzzile;järeldus;pind;süsteem;ehituskeeluala;magistraalkanal;jääv
meerama;muld;efekt;omav;era;komisjon;mereveepeegel;keskne;hõimat
