EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
david johnson;õiguskantsler analüüsima;itaalia parlamendivalimine;provints rahutagamisoperatsioon;intress kasv;eesti majandus;tegevuskava eesti;kokkuvõte teisipäevane;iisrael valitsuskabine
tšilio champ;õiguskantsler seisukoht;majandusprognoos riigikogu;väiksem rahvatantsutrupp;null miinus;eesti ettepanek;inflatsioon eesti;riigikogu kõne;koostöö riik
gaudeamus büroo;ühiskond ülesehitamine;seaduseelnõu komisjon;täitma konjunktuuriinstituut;andma valitsus;eesti konkurentsivõime;eesti areng;uudistetoimetus kokkuvõte;sõja-aasta kadunud
publica eelnõu;raudteetranspordialane koostöökokkulepe;riigikogu põhiseaduskomisjon;paranema konjunktuuriinstituut;esitama tegevus;valitsus eesti;eesti majandus;päevaleht la;riik hästi
laenuintress tõusma;valitsus mõtlema;majanduskaristusõigus kaaluma;näitama konjunktuuriinstituut;reaalselt andma;eesti seadus;parandama eesti;raadio uudis;üksus afganistan
näide võlaõigusseadus;majandusprognoos riigikogu;majandusminister rahandusminister;viieteistkümnes balti;saavutama andmed;kaubandus eesti;valitsus eesti;esileht seisma;majandus olukord
linnakujunduselement gaudeamus;eesmärk elluviimine;asjakohane parlament;täitma laenuintress;probleem tooma;valitsusjuht eesti;toimivus eesti;valitsuskabine kuulutama;hästi õnnestuma
pannoo diaposter;tantsupidu kujundus;ootus majandustõus;kõrgeim konjunktuuriinstituut;seitse meeter;eesti üksus;üleminekukriteerium eesti;seadus ettevõtjasõbralikum;ütlema sõja-aasta
amune tähendus;elementaarne tarbijakaitselevinu;ootama eesti;konjunktuuriinstituut esitlema;vasaktsenter ide;inflatsioon eesti;kriteerium eesti;riigikogu arutama;eesmärk kiiresti
urmas reinsalu;ootama õiguskantsler;parlament kaitsma;nägema mittetäielik;tugevnema aspekt;tegevuskava eesti;nõudma eesti;riik hästi;arst muutus
fatah rühmitus;süüdistus massimõrv;riigikogu arutama;võit koguduseraas;kuuluv immigrant;eesti areng;muutma eesti;pressikonverents rooma;iisrael valitsus
läbirääkimine küsimus;kaasama avamispäev;ootama laev;sümboolika linnakujunduselement;vastama nimetama;parandama eesti;probleem eesti;rääkima poliitik;pilvisus oluline
nädal seisukoht;kartma majandus;võimalus itaalia;tõstma konjunktuuriinstituut;punkt lähem;üleminekukriteerium eesti;kasvama eesti;valitsus loobuma;näiteks ettevõtja
külaline gaudeamus;riigikogu arutama;külm homme;põhiseaduskomisjon langetama;immigrant euroopa;eesti ostma;esindama eesti;täna seisukoht;seadus võimalik
vilnius pärnun;leidma toetus;euroopa komisjon;ametlik teade;uus valimine;muutma eesti;eesti seadus;peaminister kohus;võtma tõnu
tänavapilt nägema;abiagentuur lõpetama;vanem parlamendikomisjon;eelistama viieteistkümnes;senatis andma;eesti venemaa;eesti ettepanek;täna riigikogu;rikkuja tigmatiseerimine
