keyphrase;score
ilmselt Eesti meditsiiniajaloo;0.4874
võib-olla olegi oluline;0.3669
teisipäeval rääkisime meditsiiniajaloorubriigis;0.3648
Petar Ellata ilmselt;0.3633
meditsiiniajaloo lektor ;0.3622
lektor Peeter Hellat;0.3564
üldse inimkonna ajaloos;0.3559
meditsiini Ja Tartu;0.3486
täna rääkida Petar;0.3451
väga-väga oluline tegelane;0.3425
Ülikooli tervishoiu instituudi;0.3421
võib-olla kaduma vend;0.3402
meditsiinilugu Selles mõttes;0.3315
tugevat ajaloohuvilist koolkonda;0.3226
Tartus jätkame tegelikult;0.3219
oluline maailma Eesti;0.3209
hariduse teema peres;0.3209
Ja tegelane võib-olla;0.3202
põhiharidust võib-olla aasta;0.3187
Muide Eesti kontekstis;0.3151
Eesti arstide väga-väga;0.3143
tahamegi teada kuulsaid;0.3132
arstiteadlaste lugudega Ja;0.3068
koha tolleaegses balti;0.2978
tänapäeval lähemale naine;0.296
peres jälle 15;0.2952
põhjus lihtsalt suutnud;0.2894
ajaloo huvilised vajalikuks;0.2889
astus Tartu Ülikooli;0.2882
naine mälestust jäädvustama;0.2881
tähtis mees Muide;0.2856
koolis ajal kombeks;0.2848
Hellat mees täna;0.2847
Eestis haigus kujunes;0.2839
toitumises-ga seotud esile;0.2797
natuke ebaõiglane mees;0.2788
vitamiinidest vitamiinide avastamisest;0.2775
Mis põhjus tavaliselt;0.2729
Hellatist räägime nädalal;0.2691
käsitööline Peterburis vanem;0.2667
panuse meditsiini Ja;0.2634
tegemist päriliku haigusega;0.2584
Ellata ilmselt Eesti;0.2569
Ja aja teadusdiskussioonides;0.2565
lugudega Ja tahamegi;0.2565
1857 suguvõsa pärit;0.2543
andnud olulise panuse;0.2524
asi poliitiline leepra;0.2486
lendlehti Ja asi;0.248
jälle hariduse omandamisega;0.2479
Ja asi Hellat;0.2474
küllaltki efektse doktoritöö;0.2473
põhjus järglaskond õpilased;0.2466
19 sajandi lõpul;0.2453
nooremat vendade mõtlema;0.2445
eriti Ja aja;0.2424
mõtlema kaevatise hariduse;0.2418
generatsiooniteooria õpetus rääkis;0.2415
piima sealgi libedalt;0.2408
sealgi libedalt 1887;0.2341
jalad töötanud nooremat;0.2306
jäädvustamine soikunud Teaduslugu;0.2286
vanamoelist keskaegseid ühesõnaga;0.2281
huvitavalt huvitavalt mõistes;0.2276
paanikapuhang võib-olla süveneb;0.2275
Eesti oludes Eesti;0.2271
lõpul nimelt tundused;0.2263
jäädvustama sageli langeb;0.2252
omaaegsed kooliastmed gümnaasiumi;0.2236
populaarses retoorikas pimeda;0.2232
luunini tegevusest Tartus;0.221
suutnud tekitada järeltulijatest;0.2193
tähtis tõbi räägitud;0.2187
tõsiselt teemaga tegelemist;0.2174
varakult Norra uurija;0.2165
Balti provintsides näitamaks;0.2123
viie kolme kahe;0.2121
vend hetkel jalad;0.2116
langeb unustuse hõlma;0.211
tõmbab listeeriat maha;0.2102
vaatevinklist sünnipäeva tähistatakse;0.2098
ühesõnaga venestada näiteks;0.2097
suuresti luuakse Hellati;0.2087
märgatavalt ajal arvati;0.2087
kõneleda eelkäijate töödest;0.2041
Selles mõttes natuke;0.2036
aja oludes Ta;0.2009
kontekstis märgiline tõbi;0.2008
esile kerkiva probleemiga;0.1994
kultiveerida katseklaasis Teisisõnu;0.1991
näitamaks asjad halvasti;0.1969
jõuame deklaratsiooni teooria;0.1955
leeprost juttu Eesti;0.1936
arste ajal pidalitõvest;0.1881
võidelda kuule nakkusega;0.1868
unustuse hõlma Mis;0.1867
puudutaks artikleid Lihtsalt;0.1864
Lihtsalt põhjus järglaskond;0.1858
süveneb Hellati tööle;0.1841
kombeks ema ema;0.1834
koolkonda Ja tegelane;0.18
vennast kujunes õppinud;0.179
aastaselt hellalt jälle;0.179
pidalitõve küllaltki varakult;0.1783
üldiselt käis karjas;0.1764
pidalitõve tekitaja teisisõnu;0.1759
haigus Ja näitab;0.1741
nimelt tundused Liivimaal;0.1711
kohvi postulaatidele Nii;0.1709
võitluses Aga Peeter;0.1709
ühiskonnas näitavad populatsioonide;0.1699
sadat haiget Hellati;0.1682
lõpul diskussioon tegemist;0.1679
keskaja sümbol koha;0.1677
talupoja perre elulugu;0.1673
andekas Ta omaaegsed;0.1649
leepra kohalolu Balti;0.1649
arv kerkinud 300;0.164
nakkusega tegemist isolatsioon;0.1635
ken kalling Tartu;0.1633
doktoritöö pidalitõvest Liivimaal;0.1628
maatöid Ei olekski;0.1615
23 aastaselt astus;0.1605
hellad mõttes meelde;0.1598
diskuteerinud tavaks 19;0.1595
Aga mälestuse jäädvustamine;0.1593
Liivimaal eestimaal Kuramaal;0.1545
mehi riigist võrsunud;0.1525
gümnaasiumi Ja 23;0.1524
eliidi vene keskvõimuvahelises;0.1519
õieti aru aasta;0.1516
rääkida Need hellad;0.1505
sajaprotsendiliselt nakkushaiguse definitsioonile;0.1487
sisulised teemad pidalitõve;0.1458
seoses luunini tegevusest;0.1458
tööle tekivad Balti;0.1458
leepra suguhaigused Tigmadest;0.1436
asjaga tegelema kirjutab;0.1424
leepratekitajad kehaväliselt kultiveerida;0.1423
mõistes alg- põhiharidust;0.1409
kerkis esile leepra;0.1408
Nii ajal 19;0.1403
Teisisõnu mõttes sajaprotsendiliselt;0.1389
antakse kõikvõimalikke lendlehti;0.1376
kõikvõimalikud niuksed sisulised;0.1371
kaitses doktoritöö pidalitõvest;0.1369
märgiline tõbi Nathan;0.1364
rääkis märgid stigmad;0.1357
pühakiri mainib Aga;0.1345
definitsioonile vasta kohvi;0.134
Kuramaal eriti Ja;0.1312
vene kasutas negatiivse;0.1284
ilmumist algab efektiivne;0.1274
koolipinki nühkinud Aga;0.1242
tõbi räägitud pühakiri;0.1202
alustab teataks sadat;0.1195
probleemiga Nii hellad;0.1193
tuletada korjata Ta;0.119
siiamaani suudeta leepratekitajad;0.1188
näidata tegemist päriliku;0.1158
oludes Ta näitab;0.1156
isolatsioon aja töötavad;0.1129
Ja kõikvõimalikud niuksed;0.1106
efektiivne periood pidalitõve;0.1091
Liivimaal Et näide;0.1057
märgiga leepra kohalolu;0.1029
töö valmimist arv;0.1024
provintsides alustatakse tõsiselt;0.1024
korraldatakse konverentsi puudutaks;0.0985
nädalal ken kalling;0.0884
300 Teisisõnu paanikapuhang;0.0878
periood pidalitõve võitluses;0.0868
arvati Enne hellalt;0.0855
pidalitõvest leeprost juttu;0.0852
suure hooga juda;0.085
pidalitõbi lad aladel;0.0819
allakäiku Leeprateema mõttes;0.0789
progressi saabuks Ja;0.0786
keskvõimuvahelises mõõduvõtmises dialoogis;0.0784
Ja näitab võidelda;0.0755
stuudios käin calling;0.0749
Hansen avastab pidalitõve;0.0734
populatsioonide allakäiku Leeprateema;0.0718
Sangaste kihelkonnast talupoja;0.071
töötavad meetmed pakub;0.0687
Aga suure hooga;0.068
avastab pidalitõve tekitaja;0.0617
omandamisega tegelema hetkeni;0.0581
Need hellad mõttes;0.0515
Enne hellalt tööd;0.0498
hooga juda andekas;0.0445
Tigmadest Aga asi;0.0432
Hellati töö ilmumist;0.0414
pakub pidalitõbi lad;0.0387
Hellat panustab võtab;0.0358
provintside eliidi vene;0.0338
tegelemist tekivad pidalitõve;0.0244
Leeprateema mõttes kerkis;0.0235
võitlemise seltsid antakse;0.0153
Ta näitab pidalitõbe;0.012
