EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,1,0,0,3,2,2,1,11,kultuuriseminar; sport; väliseestlane; kultuurisektor
1,1,2,0,0,4,3,2,1,11,kultuuriseminar; sport; väliseestlane; keeleteadlane; kultuurisektor
1,1,0,0,0,4,3,2,1,11,kultuuriseminar; sport; väliseestlane; keeleteadlane; kultuurisektor
0,1,0,1,0,4,3,1,1,11,kultuuriseminar; väliseestlane; keeleteadlane; kultuurisektor; rahvatantsupidu; sport
