keyphrase;score
;1.0
Föderaalse;0.8249
Infomägedes;0.8153
kapitalipaigutus;0.8139
võimalikest;0.8066
pöördus;0.8023
Juurdlusbüroo;0.8012
sihtrühm;0.7948
näidetel;0.7935
põhjustatud;0.7833
võimalusi;0.7804
Tööriistade;0.7742
väikeste;0.7673
ähvardava;0.7672
Kuivõrd;0.7664
küberkurjategijad;0.7663
öeldes;0.7616
käitumise;0.7612
kuritegevus;0.7588
kõikjalt;0.7557
lühidalt;0.7555
aadressirida;0.7546
Andmejärvedes;0.7531
ühendust;0.7498
rahakoti;0.7486
äravahetamiseni;0.7478
sfääriga;0.7473
rajaneb;0.7462
salavarudest;0.744
portaale;0.7435
nakkuse;0.7435
ametlik;0.742
Libakorjandusi;0.7418
ettevõtete;0.7413
Kelmid;0.7412
uudised;0.7406
erakordses;0.7393
soovitu;0.7384
käitumist;0.7381
infoplatvormi;0.7372
Tänu;0.737
aeglustumisest;0.7367
õigemini;0.7365
ettevõtetele;0.7362
allegoorilise;0.736
pisikud;0.7358
Tempude;0.7357
ohu;0.7355
kahjuks;0.7349
Teavituse;0.734
mõistust;0.7329
lihtsameelsetele;0.7327
meetmetest;0.7318
petturitele;0.7317
ettekirjutised;0.7315
Viirusest;0.7312
sideteedel;0.7294
sokutadades;0.7292
õppetunniks;0.729
veebi;0.727
L2;0.7267
aitab;0.7258
sihtrühmadele;0.7258
Kodulehel;0.7258
Nakatavad;0.7251
üleskutsetega;0.7249
pöördutakse;0.7224
lihtsalt;0.7223
nimetatud;0.7218
sotsiaalmeediarobotite;0.7215
hõlpsalt;0.7215
laht;0.7211
paistab;0.7207
kuuekümneaastastel;0.7203
liigub;0.7192
loomulikult;0.7191
hiinlaste;0.7183
linke;0.7178
kooslusest;0.7178
muutuv;0.7178
kiirus;0.7177
tasakaalukust;0.7174
ahnus;0.7173
Covid;0.7165
väiksema;0.7139
heategevusele;0.7125
vaatab;0.7123
tehnolooga;0.7112
Raha;0.7112
kuulujutte;0.711
kriisivalmiduse;0.7105
strateegia;0.7092
avatuks;0.7079
Kaheportaal;0.7078
olukord;0.7055
lähemalt;0.7054
nutikam;0.7051
saatjaks;0.7037
tärganud;0.7028
nutikamad;0.7023
petturil;0.7022
dokumente;0.7018
usu;0.7017
informatsiooni;0.7012
19;0.7009
häbenevad;0.7005
julgustavad;0.6985
jätkuvalt;0.6971
täiuslikuks;0.6958
eriolukord;0.6951
hoiatatud;0.6944
mõjutamise;0.6937
pangakonto;0.6931
informatsiooniga;0.6929
räägitakse;0.6912
valvsusega;0.6898
uudset;0.6897
küsinud;0.6897
vaktsiinist;0.6882
peteti;0.6868
ahnusele;0.686
sõnumeid;0.6845
puudub;0.6838
osa;0.6835
inimesed;0.683
haavatavam;0.683
situatsiooniga;0.682
pakkuda;0.6807
Vanemad;0.6806
eristamiseks;0.6794
ohtri;0.6786
andmed;0.6782
rikkalikum;0.6779
reaalne;0.6775
lahti;0.6773
Mida;0.6767
andmebaasidele;0.6755
väidetud;0.6753
pealiskaudsemalt;0.6752
kirjeldus;0.6752
lastega;0.6743
hirmudele;0.6739
ahnuse;0.6738
seoses;0.6726
lisatud;0.6717
rääkida;0.67
juurdepääsu;0.6692
röövlina;0.6689
rumalalt;0.6689
õnnestuks;0.6674
Vormilt;0.6666
apelleerida;0.6649
aastal;0.6649
raputavad;0.6643
teadetele;0.6636
internetikeskkondadesse;0.6611
Palju;0.6597
varasemaid;0.6562
töökohtade;0.6561
ravi;0.656
Tere;0.6554
ohvritelt;0.6545
2019;0.6541
paljud;0.6532
emotsionaalsele;0.6516
õpetlikke;0.6509
sekunditki;0.6488
rebitud;0.6472
48-st;0.6465
varitsenud;0.6461
tormiks;0.6455
peituva;0.6429
lahutamatud;0.6413
uusi;0.6398
kirjades;0.6395
hoiatavaks;0.6346
elukorraldust;0.6344
teavitada;0.6309
pöördumatuks;0.6297
juhtivat;0.6292
arv;0.6287
tahtjaid;0.6284
suureliselt;0.6275
Veebilehed;0.6268
valideeritud;0.626
petmiste;0.623
tingimust;0.6228
hoolima;0.6217
esinevate;0.6212
maksusoodustusi;0.6172
vallandamiseks;0.6098
harva;0.6084
tüssata;0.6061
arendamisesse;0.6059
hoida;0.599
Kuula;0.5908
vajutavates;0.585
lisandumise;0.582
kaasapandud;0.554
ärakasutava;0.5424
