EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
kinnisriia anssovonnens of;nii-öelda seepealekasvav põlvkond;kunstiministeerium jääma viimane;meeldima käsnalt raadiosaade;to nothing kuraator;kunstiministeerium kunstiministeerium kuulama;kunstiministeerium tänane saatekülaline;kunstiministeerium avama eesti;kunstnik kirjutama näitus
töötama mõte andintsl;mõtestama okei tuulekell;kunstiministeerium kunstiministeerium kuulama;galerii astuma tegelikult;nothing kuraator anders;kunstiministeerium kuulama kunstiministeerium;kuulama kunstiministeerium tänane;kunstiministeerium kunstiministeerium kuulama;revolutsiooniline derek prantsuse
new york times;independent film tähendama;kunstiministeerium kuulama kunstiministeerium;tegelikult kimi näitus;tool redimed foto;kuulama kunstiministeerium tänane;kutsuma kuulama kunstiministeerium;kunstiministeerium kuulama kunstiministeerium;esindama seoses näiteks
anssovonnens of metsanim;samm mõte jälle;veebruar kunstiministeerium avama;viide kunstiajalugu üritama;muutus number pilet;kunstiministeerium tänane saatekülaline;kuulama kunstiministeerium indrek;kutsuma kuulama kunstiministeerium;väga-väga kriitiline tänapäevane
new york ülikool;hobusemägi näitus panema;osa näitus kunstiajalugu;viitama šampiredimiid näitus;to nothing näitus;kutsuma kuulama kunstiministeerium;küsima kureerima näitus;vaatleja kiri kunstiministeerium;kristiina õllek näitus
nothing kuraator anders;mõte rääkima tonaalsus;lubama tänane kunstiministeerium;hobusepea galerii näitus;lammutama tool redimed;kunstiministeerium paluma laura;lubama tänane kunstiministeerium;kuulama kunstiministeerium indrek;jaapani kunstnik hiroivassaak
situtsionism regi meidi;to nothing kuraator;kuulama kunstiministeerium tänane;kimi näitus täitsa;raha muutus number;kuulama kunstiministeerium indrek;näitus mood tõugu;kiri kunstiministeerium paluma;tendents hetk traditsioon
tänav pitsapoiss grenoobliss;aastanäitus jevgeni zolotko;tänane kunstiministeerium jääma;hobusepeanäitus külastama hobusepearuum;tekst keel data;lubama tänane kunstiministeerium;kunstiministeerium kunstiministeerium kuulama;veebruar kunstiministeerium avama;alge lähtepunkt tegelikult
tänapäev mõte positsioon;kingissepa elu tendents;kutsuma kuulama kunstiministeerium;tooma konkreetne pealkiri;data lisa valik;veebruar kunstiministeerium avama;kunstiministeerium kuulama kunstiministeerium;kunstiministeerium tänane saatekülaline;võib-olla järjest näitus
kunstiviimane dekaat mõte;toimuma laienemine hästi;kuulama kunstiministeerium indrek;nii-öelda kunstiajaluk tsiteerima;arenenud kontseptualism ist;tänane kunstiministeerium jääma;näitus no rääkima;tänane kunstiministeerium jääma;hetk lugema näitus
mõiste ajama narratiivsus;mõtlema väike ajalugu;näitusetegevus ütlema kunstikriitik;hobusepea mõjuma konkreetsemalt;ühendama sisu defineerima;kiri kunstiministeerium paluma;viide nii-öelda näitus;kuulama kunstiministeerium tänane;küsimus nii-öelda seepealekasvav
järgas meedium aktinang;natukene pealinn eemalseisja;kunstiajalugu mõte vaatama;kunstiministeerium kuulama kunstiministeerium;nii-öelda tavaline objekt;vaatleja kiri kunstiministeerium;küsimus kureerima näitusetsoon;kunstiministeerium indrek grigor;sõnastama nii-öelda realiseeruma
lihtsalt snap sott;rääkima tonaalsus kasutatus;kunstiministeerium avama eesti;kuuse tuiksarna projekt;huvitama objekt meeldima;11 veebruar kunstiministeerium;eesti ütlema näitus;lubama tänane kunstiministeerium;vabalt töötama nii-öelda
roo romeo julia;galerii tallinn hobusepea;kaasaegne kunst keskus;kunstnik näitus kommenteerima;objekt nii-öelda banaalne;kontsert turism kunstiväli;viitama näitus nii-öelda;näitus rääkima kontsertalism;vaataja seisukoht võib-olla
mõte narratiiv tegelikult;näiteks ütlema kontseptuaalne;kunstnik mõtestama küsimus;näitus suonsovhoost võtma;kindel objekt tekkima;kunstiministeerium indrek grigor;täheldama käima näitus;kunst võtma eesti;väga-väga oluline nimetama
redi meedium farm;vaja kasutama indrek;kunstiministeerium tänane saatekülaline;kimi näitus töötama;ütlema next to;eesti kunstiakadeemia galerii;lähenemine näitus küsima;kunstiministeerium paluma laura;võib-olla kinnistuma teadvus
