EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;kliimamõõtmeid;Ain-Alar;tähendab;;kuulajate;spordijuhiga;üht-teist
võistluskaal;Keskendumiskindlasti;hingamine;kolmekümneaastane;forever;hääldada;Ainaariks;võib-olla
Kümnevõistlejad;aamen;Johanson;professionaaliks;;Raadio;Kümnevõistlejad;aasta-aastalt
Briatledil;propageerija;adrenaliini;populaarsed;load;Ain-Alar;finishijoonel;käigus
õnnestunud;motivaator;kuulajate;üldtrennidest;andekusel;Estoniaga;suurim;ongi
enam-vähem;Staažikas;Allar;Tagantjärgi;valida;kutse;ajakirjanikud;lihtsalt
alakivipallur;külmetushaigused;aeromännid;traagilist;head;kasekohale;Jaani;uuesti
kliimamõõtmeid;koostööd;staadionil;meistritiitel;hull;tänatud;Kõlab;wir
Uus-Meremaa;nikerdada;Ironman;Selles;alternatiive;suhtlemise;tippseltskonda;keha
aeromännid;lund;kergemad;distantsiga;tookord;Põhjamaade;aasta-aastalt;valmistatud
lõpsumaariumisi;;Ainaariks;stuudios;satud;rääkisime;jõuluturniiril;eesti
Motivaatorid;alakivipallur;jaanuaril;teenid;intensiivset;saabunud;maratonijooksukiirus;tegelesin
päevis;piisavalt;tervisesportlastest;tippseltskonda;vale;Sihuke;jutuajamisest;hästi-hästi
täpsustan;isaga;enner;öelnud;vorm;kiiremini;väljakutseks;70
jõuluturniiril;Veerpalu;Raadio;triatloni;wir;üht-teist;Praegu;leida
fiiling;Arizonast;normaalne;võistlustavas;nooremaid;Oled;hästi-hästi;suhteliselt
võistluspaigad;algusesse;jõuluturniir;kvalifikatsioon;probleem;Karel;Jendervjuuska;teada
rokk-kontserdid;keha;alasid;seitse;alternatiiv;Kuna;Täpsemalt;mõtlesin
mõtetena;Nool;laval;Motivaatorid;tähendab;teatrini;Raadio;kolme
kaheballoonid;Pehki;Austraaliasse;Estoniaga;valemit;staadionil;suusatajatest;võimalik
sõitmine;ajada;valitud;kaitseväes;tekib;liikmed;Motivaatorid;iseloomu
Põhja-Euroopa;eriala;triatloniklubi;võrdselt;momente;proffidele;alakivipallur;tekkinud
kõrgemad;MM;tänulik;hoiaks;homme;triatloniklubi;Jälgida;45
sündmus;nädalaks;Sõbrad-tuttavad;meedia;lava;saateautos;Mulle;põhjus
koostööd;emotsionaalses;suvel;inimesi;seoses;konveiermeetodil;rattavõistlused;sport
tõelised;Jube;ebareaalne;mäletan;motivaator;iri;kolleegidest;viis
vandenõuteooriaid;aastani;külmetushaigused;uuesti;asi;Lanzarote;mänginud;tulemus
koormused;sporditähtedele;eestlase;lihased;ained;armeni;üldtrennidest;meedia
diakausis;vormiajastus;sarnast;maailma;usu;erakonnad;alternatiiv;antud
meistritiitel;kasvu;suusatamisest;olümpiamängudele;miniatuursed;keskendume;Tulemused;kuulub
siseorganid;maratone;klassis;Austraaliasse;mere;Turistina;inimesel;variant
iga-aastase;võtmepäevad;laadida;naeratas;auto;maailma;Sinusugustele;hästi
jõulud;Calgary;Arizonast;pingutada;Need;sobi;olümpiadistantsile;nimel
Levandi;meeles;kvalifikatsiooninumbreid;olümpiadistantse;variant;Saksamaa;komplekstreeningutena;tahaks
lõpetad;CC;Tallinnas;nokkis;men;Johanson;sissejuhatus;aitab
nii-öelda;tipp-topp;komplekstreeningutena;mänginud;fiiling;nime;Nõus;kasvu
müüakse;tippseltskonda;kaks-kolm;profiil;edu;Jimi;maaeluministriga;head
kasvasin;hea;Võib-olla;triatloniklubi;istun;populaarsed;Räägi;2002
aeromündi;Oled;ringkonna;terve;min;treenisime;võtmepäevad;21
väga-väga;maaeluministriga;merealune;Kunagi;kindlat;Sõbrad-tuttavad;sõitsime;8
probleem;Jaan;palav;tutvustas;igav;viisakad;Loobi;valmis
mõtlen;tuksis;Anstrunki;sportlane;tipp-topp;tuurib;ujumisest;paranenud
Sellujad;profiil;meeldib;kummipuru;Seal;küsida;pooletunnise;kaks-kolm
nädalaks;kindlat;;intensiivset;Näiteks;visiitkaardile;Piiv;tead
olümpiadistantsile;alale;Etonis;Täpsemalt;aamen;MK-etapp;Ülejäänud;nii-öelda
profiil;enner;Armini;virvarr;suhtleme;erinevalt;Jüri;rääkinud-kirjutanud
spordikuulsustele;maratonijooksukiirus;Heino;tipp-topp;vanem;Veerpalu;Heino;13
ebareaalne;vee;juunioride;sündmusega;iri;Mitu;kolmekümneaastane;juhtuks
MK-etapp;tallandad;klišee;suvi;parem;lahti;Ühendriikidest;öelda
Anstrunki;juunioride;alakivipallur;Karel;omadus;tulevikus;Alariksi;tegelikult
asjad;käib;hapnikku;Põhja-Euroopa;vend;seitsmendaks;triaatri;jaanuarikuu
Ricotellaja;alal;emotsioonibaasi;hästi;vahet;ööl;Caniaksid;nime
2002;pingutama;Oled;kasutused;korda;Kanaaridele;Austraaliasse;Hermen
perioodidel;treeningvõimalust;käimas;tuuline;mehed;Jaani;Sõbrad-tuttavad;hinna
kuuldub;Sõbrad-tuttavad;naerame;jagatakse;mitmekesisest;ajakirjanikud;triatlonil;näol
naerame;distsipliini;sissejuhatus;asjaga;kuulub;tohi;ainukene;mõtlen
seniks;aasta-aastalt;Raiend;kummipumpamiseks;kasutame;aamen;Sõjaväeealise;3
variant;ujumises;põlved;portsjon;ajutine;Kümnevõistlejad;loob;teeningumbetki
tiiki;vaatab;Andrus;üheksa;sisemiselt;naerame;põhjust;kahe
professioone;saateautos;südame;sellegipoolest;arvan;parimad;Tallinnas;kõrgema
kahekümneaastaselt;tasemel;teisisõnu;raskem;toime;kergemad;klubi;jaanuar
utsitanud;pingutuseks;materjalid;kasekohale;suhteliselt;muhe;adrenaliini;lõpetan
