EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Ice Cream;pea- kõhuvalu;nelja kuju;Angelesest elektronpostiga;ilusam number;neli paljudel;Kõigepealt neli;kirjutamine väga-väga
Froid ütleme;pinnal Siis;neljakujuga mees;antiikset tegelased;vaata number;kuus meest;Ühesõnaga neli;näha On
siin-seal Ice;aitab Bertinora;valmis neljakujuga;bändi tegemisest;number neli;neli seitsmendat;neli Laulasmaavanemat;12 väikest
psühhoanalüüsiliin Froid;Uurai ürgEmbro;plaanis neli;mees vaatasin;asjad detail;kuus korda;Nii neli;neli kirjutatud
Frodismi Jungi;trummiõpetaja suunama;neli rida;Metkordiama päevikuperioodi;arv lost;inimene igasugu;Urmas Vadi;ühesõnaga järk-järgult
Eco küsimus;Noh vibu;kogust neli;meeldib spordiuudiseid;algobjekt võib-olla;neli Räägitakse;neli ütles;Kolmapäev 20
täidisõieline Ice;nii-öelda röntgeniga;küsisin neli;seitsmendat Kaheksakand;algidu algobjekt;neli ütles;Ma lugu;asja ehitamine
kaardega Prodism;Zygmunt roide;neli algselt;peas eKoolikusele;genereerima tekst;ütleme seeneniidid;luulekogu neli;nalja võib-olla
Freudi stseenid;oluline roll;panema neli;romanni ülikooliaegne;ütleme traktor;hoopiski neli;Ja Urmas;ongi teada
ületamatud diskursus;hingetõmbega ütlen;Kõigepealt neli;Ati pärimused;number Aga;arv vaata;kirjutan neljanda;nii-öelda klassikaliselt
Polifoonilisus tõepoolest;siin-seal Ice;tähendab neli;pildistamas Söötsime;number natukene;See kuus;neli Räägitakse;võib-olla kirjandusest
käsikiri pärgament;siit-sealt Ristikivipäevikuid;kolmnurka neli;märkmikku Kanspekteerida;Ekspress Seal;arv mahub;See kaheksa;päriselt lihtsalt
nädal vestlusring;Maagiline arv;luulekogu neli;eKoolikusele pöördudes;teisiti Need;korda neli;Pärast viis;Viimase võib-olla
Laulasmaa ööd;Trotski vaatasin;neli kirjutatud;Merilai debüütromaani;teksti genereerima;nelja realistena;neli Aarne;ülesanne võib-olla
Ludwig Urmas;Ma natuke;numbrite Neli;hoopiski ääretult;avama arvan;küsida kesid;vikerraadio koduleheküljelt;neli ütles
Zygmunt roide;helidest võijoontest;realistena neljas;Siis üllatuskülaline;head sugulased;orelipoiss paljudes;neli kirjutatud;hiljem jälle
pahdiini määratlus;olemised trükkama;arvuline struktuur;Keila-Joa suurest;esitad tekste;troofis neli;küsisin neli;edasi-tagasi käia
