EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Sturridge ütleb;kliima asi;Hendrik Olde;hetkeks Kilingi-Nõmme;energiat kodus;Paul Kerese;Paide maleklubi;tähtedega tagasihoidlikult
struktuur mõte;kliima hea;Paul Kerese;Madelise pärandi;koju kodus;Paul Keres;Kas malemängijad;sõelale jäänud
ütleme põikpäine;antakse maletunde;raamatu sünnipeal;ilmselt teadlik;unustame koduse;raamatus Kas;malemeister esikoha;mõju Ja
Moskvas õnnestus;osa kliima;väiksest Eestist;viimased neli;punkte omab;Olde Kes;Eesti maleföderatsiooni;Jon pealegi
võistlus Seal;Jakkuma paides;Valgete kaantega;lisalaengu võtab;treener paides;raamatut tellitud;kuulsaid maletajad;Ja võimalik
Bobifissarid mõistma;maleföderatsiooni asepresidendiks;koostaja Hendrik;Austraalia niiviisi;ongi struktuur;eestvedajad raamatut;maletajatel Eesti;pealegi nimi
õpilane õpetajal;Paide maleklubi;külaotsa Pärnust;Siin võistkond;seoses seoses;Eestit raamatu;käis Paul;Ja nii-öelda
toast Sturridge;Maleföderatsiooni koosolekuvaheajal;klubis inimesi;üllatav Kilingi-Nõmme;hetkel punkte;koostaja Hendrik;malemängijad poisid;asja lihtne
Fomina pärnpuu;Kuidas elu;leheküljel tavaliselt;Ja inglaste;tookord pioneeride;Eestit raamatut;Eesti meistritiitlit;võib-olla mänginud
ässasid koostööd;raamatut Siis;Ja võib-olla;üldse niiviisi;uus treener;raamatut sirvinud;tuntud Paul;mõnigi hästi
õpetajal ütleme;tahab jonnakas;puud raamatud;Keres mängis;eakas inimene;Kes raamatu;suur maleasjatundja;tohib natuke
Moskva olümpial;vette hüppamine;aasta algusest;Eestis viiakse;paides treener;Hendrik Olde;maletajad nii-öelda;osta võib-olla
vähem tõenäolisemalt;mõju Ja;üksikud külaotsa;Paide oletegi;asi Et;raamat raamatu;Eesti meistrid;94 aastal
Kilingi-Nõmme Paide;kergejõustikud Kui;raamatusse koondatud;teetegi Ivo;Et ;teab Hendrik;Eesti male;Ja võib-olla
insemalt saatesõnad;stipendium Ja;järelkasvu algusest;riikides lugeda;arhiivid probleem;kättesaamine raamatu;maletatel arhiivid;75 aastal
