EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
fruit bossioon;fundschalise vaatamisväärsusi;Madeira saartel;Selliste metsasorti;ekstreemne Need;Tervist reisipalaviku;Reisipalavik noomimore;turistid võib-olla
Bartholomew press;maitsvad Võrreldes;Portugali saarel;väiksemal Hiiumaa;summa 10;listele Doktor;Reisipalavik noomima;pakkusid hästi
Tarantel madeira;Savins sente;toredal saarel;kaugusel Aafrikast;temperamentsed No;reisipalaviku listele;Reisipalavikusaade täna;12 sajandil
Fundschallis ütleme;kihvt kaljutükikesed;paljud turistid;džiip sõitis;valida tea;eetris arsti;Madeiralt nimetatakse;edasi-tagasi kõndima
artitš Lucia;arvas mütoloogiast;saare kohtades;tükki suveniiripoodides;temperamentsed Seal;No reisipalaviku;Madeira asub;hotelli Ja
fundschalli väljasõite;riided Siis;saar vaatamisväärsused;samamoodi Egiptuses;arvestama näiteks;reisipalaviku saates;reisipalaviku saates;lendasid hästi-hästi
Cristiano Ronaldo;On saar;tavaliselt turismipiirkondades;kaugusel Portugali;fun John;arsti õed;täpselt Reisipalavikusaade;korralikult puhastatud
rao 600;magus Ja;turistid võib-olla;Ehk raadiokuulajale;aeg part;ütleme reisirahad;näha Reisipalavikusaade;süüa lihtsalt
vähenes madeira;Santo saart;eesti saare;õnnesaared asuvad;absurdne summa;reisil öeldakse;soovitad madeiralt;võib-olla seadused
passion fruit;ilusat puutumata;saarega saarestik;Egiptuses panna;mäletan fun;viibime reisipalaviku;Madeira kuulsa;madeira nii-öelda
fundschallis On;toite saar;terve saare;kallis suvalistesse;uus sorry;spetsiaalsemalt reisi;sõitsite madeira;150000 turiste
mäed kõrged;populaarsem turistipaik;mägedesse erinevate;inetu katkised;kodus onju;Doktor Henry;mõttes Madeira;räägiti majades
