EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;koostööd;eurole;Rahandusministeeriumi;;euroopalisel;euroopalisel;Eestile;võib-olla
äikesevõimalus;inflatsiooniprognoos;eurotsooniga;eurotsooniga;andes;eurotsooniga;eurotsooniga;eurotsooniga;vaadata
Lõviosa;töid;Eurotasin;tegelevad;valida;Eestile;üleeuroopaline;Üheks;inimeste
tõusu;teeninduse;Eestile;kiireldabliga;maksimum;Eestimaal;euroga;lõpuks;järgnevatel
teenustepakkujad;Meie;optimistlik;auhinnakujunduse;kell;Eesti;eurole;Meie;ülevaade
järjekord;muutused;üleeuroopaline;äikese;usume;Euroopa;Euroopa;Päevakaja;27
ülekandeliinide;septembrikuus;investeeringutest;püsialajaamaga;eelnevalt;üleeuroopaline;Eestile;Euroopa;kahe
kasutuselevõtt;tervituskontserdid;seitse-kaheksakümmend;oluliselt;seoses;Tallinnas;Eestimaal;Rahandusministeeriumi;Kuivastu-Virtsu
täpsustamine;Emotsionaalselt;juulis;peokorralduse;anti;euroga;Tallinnas;Kuigi;nii-öelda
tõenäosus;Ülefestival;Elering;kõrgepingeliinis;näiteks;eurole;Eurotasin;Näiteks;ongi
