EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;suhkrusaiapidu;Martin;pähklišokolaadipeo;;Martin;Raamatu;esimest
helirežissöör;Kui;Martinil;Õunakoogipeo;kodu;Martinil;isikud;plekk-katusega
suutäie;Oh;Martini;Soolaleivapeole;kell;magamistuba;Soolaleivapeole;lihtsalt
peotäit;Sinna;Märt;Kõrvalised;uni;kirjutas;kirjutas;Nende
sabassibamas;hea;suured;plekk-katusega;istus;magada;Õunakoogipeo;Anne
leivapätsid;Kas;koti;maasikatordi;koju;Martini;Lõpuks;10
süüaksegi;Ega;suurem;šokolaadi;esik;koti;Leivariiuli;Martin
suhkrusaiapidu;Väike;kodu;peotäit;otsustas;selgitas;lõpuks;See
peo;Mul;asju;joogipoolist;parem;õhtul;leivapoolikust;vett
nutt;joogi;valmimise;selgitas;korda;Pius;Soolariiul;valmis
uni;vana;pidu;Soolaleiva;onu;külalisi;Kõrvalised;20
värskendav;sõbrad;esimest;vabandavalt;vett;öösiti;leivapätsid;Eestis
Kõigepealt;vaja;hommikul;murelikult;kilo;külalistele;esimest;täis
rääkisime;Soolariiul;torti;maitsev;äge;ütles;täis;süles
režissöör;Raamatu;;selga;uus;põnevil;asju;Kõigepealt
kühveldas;Autor;köök;soolaleiva;See;kodu;Soolaleiva;võtame
askeldaski;paremad;õhtul;elus;unustasin;mõtles;Kõigepealt;paari
linnas;Miks;toiduga;rääkisime;kaks;voodist;Nüüd;musta
palitu;Raha;panid;seljas;kutsutakse;kujutas;Seejärel;selga
Hüüatas;Kõik;isikud;täpselt;toa;isa;Sellel;Kõik
akende;terve;maja;isikud;istusega;külalised;Külalised;ilm
leivapoolikust;soe;Peeter;õueriided;otsime;otsustas;põnevil;Uuris
Külalised;;maailma;suutäie;akende;ehitan;ütles;Seejärel
külalised;jooksis;voodist;leivaga;soe;naeris;Nende;seljas
soolapakid;ostma;tuppa;sabassibamas;võttis;mõelnud;pidu;ütles
jõudsid;Külalised;akende;Külalised;uue;võttis;soolapakid;esik
söönud;Loeb;raamisest;suhkrusaiapidu;suhu;pere;Siis;Raha
pähklišokolaadipeo;Kiitis;nutt;leivapoolikust;issi;pani;täpselt;ehitan
Soolariiul;Aga;mõtles;leiba;valmimise;ronis;Kui;maja
Talitas;uni;pudenenud;soolariiuli;uut;linnas;hommikul;Kui
sool;Väga;Peetril;Soolariiul;lauda;täna;suhkrusaiapidu;vaja
magusapidu;süüa;täis;seadis;kolm;tädi;sõbrad;lauda
janu;täna;peotäit;lasi;vaja;lõpuks;võtta;osta
Eestis;Nende;Lõpuks;Ilmar;isa;pätsi;voodist;kiitis
joogipoolist;Meil;Köögis;pätsi;ilm;pidu;paremad;pudenenud
Siis;parem;Imestas;reede;suurem;kööki;võttis;jooksis
ilm;voodist;sammud;leivapätsid;korraldada;esimest;Küll;Tiina
soolariiuli;Martin;suhu;Leivariiuli;leib;unustasin;soolane;Märt
tuba;kell;imelik;unustasin;puistas;kühveldas;Väike;Martini
istusega;leib;kõrvalised;kostunud;elus;istusega;Kõik;kõrvalised
Leivariiuli;natuke;uue;raamisest;lauale;uue;suurem;sammud
toa;Nii;põhjas;askeldaski;suure;jõudnud;jõudnud;Meil
natuke;katma;valmis;väiksel;korraldame;pudenenud;pannkoogid;jätkas
näitas;Ma;sooja;leidis;osta;katma;kärusse;kadunud
köök;Tore;morsikannu;sõid;suureks;murdis;natuke;Külalised
kooki;suutäie;paremad;otsustas;ehitan;Soolariiul;käru;külalisi
kööki;seljas;murdis;hommikul;tavalist;ema;kaks;Siis
põhjas;punase;suutäie;Kõigepealt;asju;imelik;soolapaki;näitas
keele;ilus;otsime;pudenenud;paremad;ärkama;soolaleiva;suure
öösiti;lasid;vannituba;jõudnud;hammustas;kostunud;valmis;maitsev
