EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;poliitika;saaremaa;mitmekülgne;;taanlane;merendusvaldkond;meremees;jätkama
orion-tüüp;kandma;põhjarannik;kuusteistkümmes;andmed;venemaa-poolne;eesti;venemaa-poolne;üht-teist
õnnetus;maa;järvela;lääne-euroopa;logi;kodumaa;meremuusika;maa;puhastama
tuulehoovus;ettekirjutus;lääne-euroopa;tervitus;edit;läänemeri;lipulaev;kagu-eesti;eesti
järelkasv;lapselaps;merepara;õhutõrjekahuris;becally;väikelaev;läänemerekultuur;kirjutama;paigaldama
kultuurivahetus;kell;laevamudel;ametlikult;meeter;saaremaa;kapten;kuskilt;riik
õppetund;karu;ilmastikutingimus;kohusetäitja;usa;admiral;saaremaa;sõna;töötama
alllinn;ümbritsema;kapten;ameerika;tipp;laialisaatmine;ilmateade;ostmine;süüdatud
koolisüsteem;hoone;akvatoorium;edinber;andma;tsiviillaev;sadamakailt;esiteks;mereakadeemia
hoonetekompleks;nõukogu;eesti;okastraat;vorm;euroopa;maailmasõda;kindlasti;võimaldama
järjekord;aasta;;innovaatiline;kodu;mereline;patrioot;tänama;töötaja
