EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hadcolt kim;harima hariduspõlk;esimene klass;hetk olümpialaine;meel vorm;omandamine eesti;kadakas eesti;keelekõrv 537;mõtlema sõna
keel släng;ema vanaisa;hea kuulaja;keelenõunik einar;tore retsept;mari kadakas;toimetaja mari;retsept keeleelu;võib-olla lõbus
mõtlema tänamine;sündmus rääkima;näiteks raadio;õigekeelsussõnaamatus tõsine;kontrollima sõna;tänuma esinema;kim mund;keelenõunik einar;koolipäev rääkima
lõbus võib-olla;kasutama suur;uus õppevahend;saatejuht kasutama;selgitama arvuti;asjatundja mari;keeleelu leiduma;pealkiri esimene;kirjutama kaks
annika lõbus;ütlemine teretamine;leiduma keelekasutaja;isa maitseküsimus;vaatama seoses;paus kõneleja;paus kõneleja;näide lugema;mõtlema langema
hea meelevalmistamine;vanus inimene;lugema proovima;täna koosnema;vaatama kontrollima;väljend loskutov;huvitav kiri;õigekeelsussõnaraamat pakkuma;eesti keel
tore ütlema;õigus vara;meel vorm;esinema 10;vanus inimene;mõtlema tänamine;kuuluma paljuräägitud;toimetaja mari;kasutama suur
õppimine kool;hommik kuulaja;leidma buss;stoor kirjutama;seisma panema;lõpetama tänane;tarand ;laps rääkima;õnnitlema ühesõnaga
võimalus 1000;rubriik kuuluma;töötama mäletama;tegelane olümpiakangelane;kaks asi;hommik rahvaluule;nimi võtma;keeleviga nud-kesksõna;kasutama sõna
vastuolu asi;sõrm vaatama;põhiline oluline;kiri välde;avameelselt esimene;andma sõna;kool kool;tänama tänama;arust põhiline
asi sõrm;rääkija moesõna;saksa keel;variant õigekeelsussõnaraamat;andma hääldama;südamlik meeleolukas;hea kuulaja;salm kooliõppus;eesti tulevik
lõbus lõpetama;raadio rääkija;õppekirjandus asjatundja;ekspluateerima suurem;kolm arv;saatma pikemalt;tänama lill;saatejuht kasutama;saksa keel
