EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
glooria stefan hoyt;eriline sündmus emilio;kloor stefan laulukirjutaja;ansambel nimi solist;tabel kroonijuvesi int;muusikamaailmakaart gloria stefan;kaasa latiinomuusika legend;muusikamaailmakaart gloria stefan;ladina-ameerika artist muusikamaailmakaart
stefan tunnuslaul ameerika;auguemend kolm püha;muusik glooria lauluanne;almakaribenja kariib hing;artist tulek emilio;glooria stefan kuuba;muusikamaailmakaart gloria stefan;glooria stefan lemmiklaul;996 aasta plaatinum
plaat evelane in;hitt andma glooria;10 miljon muusikasõber;muusika rõõm lisa;andma glooria stefan;ladina-ameerika artist kuuba;maria krossafachardogarssija sündima;glooria stefan tulihingeline;põgenema kuuba revolutsioon
nimi gloria stefan;gloria stefan katsetus;innovatsioon lauljatari publik;kuulaja ballaad näiteks;edukas crossover artist;lopez kuulus lauldud;kõdutav latiino tantsitaja;stefan laulukirjutaja tõestus;uusversioon 60 70
90 miil jällegi;langema glooria isa;60 -te lauljatari;let get laud;new york arst;ameerika päritolu laulja;glooria maria krossafachardogarssija;näiteks jennifer lopez;14 aasta esimene
in love uus;lõhkuma latiino popmuusika;glooria kasvama põhiliselt;esimene laps poeg;inf jõud osutuma;näiteks jennifer lopez;glooria stefan lemmiklaul;tagajärg glooria ema;võimlemine 10 kuu
stefan kuulaja ballaad;lihvima ansambel kõla;edukas crossover artist;stefan greide hets;stefan uus milleenium;lõhkuma latiino popmuusika;autor glooria stefan;väidetavalt santana castro;suund 1975 aasta
niigi enamus lugu;naturaalne kuuba hingerütm;soovima hea tantsija;panustaja klooria bänt;hitt andma glooria;glooria stefan lemmiklaul;lühiajaliselt nimi gloria;esimene popstaar kutsuma;märts 1990 aasta
carlos santana kaasamine;musica haat peaosaline;kõvai aeg popmuusika;sajandivahetus märkima gloria;plaat evelane in;maria krossafachardogarssija sündima;seeläbi parim latiino;kaheksateistaastane glooria müügimanakeri;esimene hispaania keelne
gloria stefan tähendama;ossefardo kord ameerika;lisa muusika aitama;poeg vanem laps;enything tempokalt nakatav;glooria jällegi ladinaameerika;gloria stefan tähendama;stefan esimene hispaania;kuulama soovima hea
