keyphrase;score
;1.0
disneyland;0.8406
õppeosakond;0.8398
koroonits;0.8337
si-us;0.8329
õdedevaheline;0.8309
päevik;0.8229
võimalik;0.8229
tagasilöök;0.821
kehakultuur;0.8179
järeleaitamine;0.8177
käitumine;0.8165
kõrgkool;0.8156
pärismaalane;0.8156
prohimine;0.8155
ülipüüdlikkus;0.8152
kraatsilisus;0.8135
keemiahoone;0.8101
põhimõtteliselt;0.81
põnevus;0.8072
kõrgnohk;0.806
puusanihestus;0.8048
teatriüritus;0.8028
küsimus;0.802
üleüldse;0.8019
linnaelu;0.8007
lavakunstikateeder;0.7992
c-g;0.7948
grimmituba;0.7945
õppeaasta;0.7944
gümnaasium;0.7942
põlvkond;0.7926
mõtlemine;0.7904
kõrgendatud;0.7895
tartu;0.7859
väraplasterdama;0.7848
surmakuulutus;0.7834
tantsutüdruk;0.782
hästi-hästi;0.7819
mõnitamine;0.7812
ülikoolitunniplaan;0.7786
tantsutrenn;0.7784
paleriin;0.7783
võib-olla;0.7781
kümnes;0.778
käsitlus;0.778
nõudlikkus;0.7775
rütm;0.777
laste-aed;0.7762
hoov;0.7751
ülikooliaed;0.7748
kostüüm;0.7748
aukartus;0.7737
hommikukool;0.7735
paljukiidetud;0.77
pätiteoga;0.7698
lõbusam;0.7695
kreedo;0.768
naljalugu;0.7645
koreograafia;0.7645
sündmus;0.7645
õppimine;0.7637
lämmatama;0.763
üksinda;0.7628
nägema;0.7612
lahtikäiv;0.7605
õe-vend;0.7595
kesklinn;0.7592
koduloom;0.7587
pilt;0.7585
lauanurk;0.7567
tool;0.7566
pilla-palla;0.7563
mure;0.7555
iseloomujoon;0.755
plaanitu;0.7539
võimaldama;0.7539
tantsupisik;0.7533
olemassugune;0.7523
tulevikuteemaline;0.7519
igapäevane;0.7517
meheleminek;0.7512
metall;0.7511
tip-top;0.7507
tammelinn;0.7492
diil;0.7488
lugupidamine;0.7482
motivatsioon;0.7481
kisa;0.748
generatsioon;0.7479
matemaatikaõpetaja-metoodik;0.747
sümpaatsem;0.746
17;0.7459
koolieelne;0.7452
tagantjärgi;0.7436
täitmine;0.7425
kodutöö;0.7424
lihtliide;0.7418
aastavahetus;0.741
suunamine;0.739
ema-isa;0.7363
sekuma;0.7343
kalda;0.7326
väikne;0.7317
valu;0.7315
ruum;0.7307
natukene;0.73
hõivatu;0.728
õppimiskohustus;0.7258
purjustama;0.7258
imetore;0.7254
juura;0.7248
lovkalt;0.7238
teppan;0.7232
koolipink;0.7231
koiva;0.7217
ebaloogilisem;0.7215
pedagoogiline;0.7201
raharaisk;0.7199
materiaalselt;0.7178
pooljuhuslik;0.7175
fiktiivne;0.7174
parandus;0.7158
varem;0.7153
väga-väga-väga;0.7149
suvi;0.7148
ilu;0.7147
valla;0.7139
surm;0.7137
nimelt;0.7116
väiksem;0.711
enesekehtestamine;0.7095
lõpetamata;0.7078
vikerraadio;0.7072
õpetaja;0.7068
klassikaaslane;0.7051
kolleeg;0.7045
vanemuine;0.7037
tutvusringkond;0.7035
hommik;0.7016
12000;0.701
magama;0.7009
ootus;0.698
uudis;0.6975
kaitse;0.6959
fataalne;0.6947
vastupidi;0.6892
viie-kuus;0.6885
sõitma;0.6863
rahulikult;0.685
oletama;0.6834
aktiivsem;0.6826
õelus;0.6814
teater;0.6801
klass;0.6792
diplom;0.6791
mälupilt;0.6776
nägutamine;0.6774
lahti;0.6773
matemaatika;0.6758
vabariik;0.6736
haruharva;0.6711
teema;0.6693
hermiine;0.6665
kooskasvamine;0.6663
kahetoaline;0.664
emot;0.6599
nahk;0.6579
üheksa;0.6565
püsti;0.6559
kogutama;0.6521
seitsmeteistaastane;0.6517
usalda;0.651
julgema;0.6482
kergemalt;0.6463
viiskesi;0.6409
juhendama;0.6375
aastav;0.634
kord;0.6328
artikkel;0.6321
algus;0.6263
video;0.6261
sügav;0.6222
issand;0.6184
varisema;0.6171
oskus;0.6046
vastama;0.604
kaasa;0.5888
pajasta;0.5871
hoitud;0.5819
valik;0.5786
rahule;0.5653
pilgutama;0.5638
kommentaar;0.5581
kujutama;0.5415
kaasama;0.5009
taas;0.4937
tegemine;0.4836
priit;0.4574
juhinduma;0.395
