word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;2;391;932046280;2553.0663459270377
hommikust;NOUN;O;1;no;14413;391;932046280;155.40403590143768
.;PUNCT;O;30;no;1;391;932046280;76645.10955241178
mina;PRON;O;1;yes;1;391;932046280;2555.8026157141344
olen;AUX;O;1;yes;1;391;932046280;2555.8026157141344
heino;PROPN;O;1;no;10951;391;932046280;200.67936005769243
nurk;PROPN;O;1;no;8656;391;932046280;248.7140814057838
,;PUNCT;O;21;no;1;391;932046280;53651.87636516079
eesti;PROPN;O;1;no;1;391;932046280;2555.8026157141344
evangeelse;PROPN;O;1;no;3330;391;932046280;559.5157739597194
luterliku;PROPN;O;1;no;5670;391;932046280;361.20348477871363
kirikuõpetaja;NOUN;O;1;no;4357;391;932046280;450.87185794228725
teenin;VERB;O;1;no;1640;391;932046280;927.153660316852
kogudusi;NOUN;O;1;no;1784;391;932046280;877.9976028266879
baltimore'is;PROPN;O;1;no;241;391;932046280;2032.8968802546672
washingtonis;PROPN;O;1;no;4798;391;932046280;416.1715292474641
ja;CCONJ;O;12;yes;1;391;932046280;30658.64317790979
siibruckis;NOUN;O;1;no;1;391;932046280;2555.8026157141344
laulva;ADJ;O;1;no;1795;391;932046280;874.4560517712748
revolutsiooni;NOUN;O;1;no;9608;391;932046280;226.24968236916914
aegu;ADP;O;1;yes;26703;391;932046280;86.29195329888707
oli;AUX;O;1;yes;1;391;932046280;2555.8026157141344
palju;ADV;O;2;yes;3;391;932046280;5099.675066064842
juttu;NOUN;O;1;no;112373;391;932046280;21.046565897103157
seadusriigist;NOUN;O;1;no;1;391;932046280;2555.8026157141344
tol;DET;O;1;yes;41057;391;932046280;56.79295755146031
ajal;NOUN;O;1;no;1;391;932046280;2555.8026157141344
me;PRON;O;1;yes;1;391;932046280;2555.8026157141344
ihkasime;VERB;O;1;no;37;391;932046280;2460.8547313203067
saada;VERB;O;1;yes;1;391;932046280;2555.8026157141344
välja;ADV;O;1;yes;1;391;932046280;2555.8026157141344
võimukandjate;NOUN;O;1;no;371;391;932046280;1830.082445733503
oma;PRON;O;2;yes;1;391;932046280;5110.606303186467
kooli;NOUN;O;1;no;1;391;932046280;2555.8026157141344
sellest;PRON;O;1;yes;934001;391;932046280;2.550644810871475
tuleva;ADJ;O;1;no;15182;391;932046280;147.9877916179314
seadusetuse;NOUN;O;1;no;129;391;932046280;2247.481724365824
ning;CCONJ;O;3;yes;1;391;932046280;7665.409990658799
inimeste;NOUN;O;5;no;299627;391;932046280;39.658371882133835
kaitsetuse;NOUN;O;1;no;70;391;932046280;2379.812360569157
alt;ADP;O;1;yes;1;391;932046280;2555.8026157141344
praegu;ADV;O;1;yes;1;391;932046280;2555.8026157141344
eriti;ADV;O;2;no;3;391;932046280;5099.675066064842
pärast;ADP;O;2;yes;1;391;932046280;5110.606303186467
ühinemist;NOUN;O;1;no;3615;391;932046280;524.4464155764746
euroopa;PROPN;O;1;no;1;391;932046280;2555.8026157141344
liiduga;PROPN;O;1;no;10344;391;932046280;211.48211560961622
oleme;AUX;O;1;yes;421610;391;932046280;5.643656398222957
hakanud;VERB;O;1;yes;89935;391;932046280;26.243640798646886
kurtma;VERB;O;1;no;1518;391;932046280;973.3212562035125
