word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
te;PRON;O;2;yes;1;3919;932046280;510.78624225133575
kuulate;VERB;O;1;no;754;3919;932046280;141.60917619882522
raadio;NOUN;O;3;no;42620;3919;932046280;16.40370183937271
kohta;ADP;O;2;yes;1;3919;932046280;510.78624225133575
värske;ADJ;O;2;no;1;3919;932046280;510.78624225133575
jagava;ADJ;O;1;no;327;3919;932046280;189.63530454487648
siin;ADV;O;20;yes;1;3919;932046280;5098.872068337143
holland;PROPN;O;3;no;9351;3919;932046280;69.4750137477434
kroonigen;NOUN;O;1;no;1;3919;932046280;255.8925852465687
,;PUNCT;O;381;no;1;3919;932046280;97115.48224705804
rahari;NOUN;O;1;no;1;3919;932046280;255.8925852465687
paksin;VERB;O;1;no;1;3919;932046280;255.8925852465687
koit;PROPN;O;4;no;10146;3919;932046280;85.95760805357237
raudsepp;PROPN;O;3;no;5551;3919;932046280;110.19739036502476
erik;PROPN;O;4;no;19442;3919;932046280;46.73800908513375
morna;PROPN;O;4;no;679;3919;932046280;591.0707668407734
maarja;PROPN;O;3;no;29447;3919;932046280;23.516695523849133
merivoo-parro;PROPN;O;3;no;267;3919;932046280;595.8191886235464
ja;CCONJ;O;133;yes;1;3919;932046280;33901.85530987581
kristo;PROPN;O;4;no;12508;3919;932046280;70.8511221090509
rajasaare;PROPN;O;3;no;363;3919;932046280;551.6519314442428
kui;CCONJ;O;6;yes;1;3919;932046280;1530.360870270404
ka;ADV;O;36;yes;3;3919;932046280;9157.541240611297
teisi;PRON;O;1;yes;131109;3919;932046280;1.8082227570174765
on;AUX;O;85;yes;1;3919;932046280;21666.959773647
olnud;AUX;O;7;yes;3;3919;932046280;1781.435990021004
tulemas;VERB;O;3;yes;35103;3919;932046280;19.82555471472206
meie;PRON;O;12;yes;3;3919;932046280;3053.1782746055374
teise;PRON;O;1;yes;1;3919;932046280;255.8925852465687
otsesaatesse;NOUN;O;1;no;67;3919;932046280;238.98755195194144
.;PUNCT;O;160;no;1;3919;932046280;40783.98404900453
tähelepanu;NOUN;O;1;no;222336;3919;932046280;1.0693855601910265
eesti;PROPN;O;10;no;1;3919;932046280;2549.9354982894724
alustame;VERB;O;1;no;16847;3919;932046280;13.429270669736614
teist;ADJ;O;2;yes;1;3919;932046280;510.78624225133575
otsesaadet;NOUN;O;1;no;185;3919;932046280;213.74192727618575
festivali;NOUN;O;10;no;43932;3919;932046280;53.03150358017459
eurosonic;PROPN;O;6;no;97;3919;932046280;1387.5930993729098
täpselt;ADV;O;3;no;1;3919;932046280;765.6798992561029
24;NUM;O;1;no;1;3919;932046280;255.8925852465687
tundi;NOUN;O;1;no;179842;3919;932046280;1.320762740322138
tagasi;ADP;O;4;yes;2;3919;932046280;1019.4809192276591
oli;AUX;O;37;yes;1;3919;932046280;9432.064237418183
esimene;ADJ;O;4;no;1;3919;932046280;1020.5735562608699
live;ADJ;O;1;no;28324;3919;932046280;8.16103524238388
saade;NOUN;O;3;no;24154;3919;932046280;28.47857225876415
väga;ADV;O;15;yes;1;3919;932046280;3824.4037833133075
tore;ADJ;O;3;no;1;3919;932046280;765.6798992561029
niimoodi;ADV;O;6;yes;68220;3919;932046280;20.648666147661586
et;SCONJ;O;85;yes;1;3919;932046280;21666.959773647
mõnusalt;ADV;O;1;no;37036;3919;932046280;6.288435885879715
emotsioone;NOUN;O;2;no;24449;3919;932046280;18.777287506202352
üles;ADV;O;7;yes;1;3919;932046280;1785.254527275171
keskesaade;NOUN;O;1;no;1;3919;932046280;255.8925852465687
sest;SCONJ;O;11;yes;1;3919;932046280;2804.829155294239
vaatamata;ADP;O;1;yes;79112;3919;932046280;2.9828530145601957
täiesti;ADV;O;2;yes;1;3919;932046280;510.78624225133575
hullule;ADJ;O;1;no;210;3919;932046280;209.0630028967774
tormile;ADJ;O;1;no;327;3919;932046280;189.63530454487648
sellele;DET;O;3;yes;1;3919;932046280;765.6798992561029
lääne-euroopat;PROPN;O;1;no;189;3919;932046280;212.97927570295656
laastanud;ADJ;O;1;no;726;3919;932046280;144.00057925035352
ultrailmale;NOUN;O;1;no;1;3919;932046280;255.8925852465687
nimega;NOUN;O;6;no;66717;3919;932046280;21.10743012034911
frede;PROPN;O;1;no;9;3919;932046280;253.71719735600442
riike;NOUN;O;1;no;18324;3919;932046280;12.399202893061068
ikkagi;ADV;O;3;yes;1;3919;932046280;765.6798992561029
festival;NOUN;O;9;no;27115;3919;932046280;76.34958173766898
enamjaolt;ADV;O;1;no;14522;3919;932046280;15.4496512057743
toimus;VERB;O;1;no;172470;3919;932046280;1.3769135362933262
ilusasti;ADV;O;2;no;12507;3919;932046280;35.462873873501366
aga;CCONJ;O;32;yes;3;3919;932046280;8140.14741294367
paraku;ADV;O;1;no;106901;3919;932046280;2.2141600648462534
jäid;VERB;O;2;no;78288;3919;932046280;6.015992486589944
suuremad;ADJ;O;1;no;61533;3919;932046280;3.8222916488951624
kaotajad;NOUN;O;1;no;1445;3919;932046280;100.44382675792657
osad;NOUN;O;1;no;66061;3919;932046280;3.5639463795389874
bändid;NOUN;O;2;no;1927;3919;932046280;166.69446960046682
ära;ADV;O;10;yes;1;3919;932046280;2549.9354982894724
kuna;SCONJ;O;3;yes;2;3919;932046280;764.8601541153631
lennud;NOUN;O;1;no;8836;3919;932046280;24.442925217579315
ei;AUX;O;42;yes;1;3919;932046280;10706.532522442018
lennanud;VERB;O;1;no;7914;3919;932046280;26.990546644968923
rongid;NOUN;O;2;no;4229;3919;932046280;92.34313690513693
sõitnud;VERB;O;1;no;42597;3919;932046280;5.485064460362301
kiirteede;NOUN;O;1;no;491;3919;932046280;167.78064641994203
olid;AUX;O;6;yes;1;3919;932046280;1530.360870270404
osaliselt;ADV;O;1;no;57990;3919;932046280;4.05212717170918
kinni;ADV;O;1;no;2;3919;932046280;255.61862389077106
pandud;VERB;O;2;no;1;3919;932046280;510.78624225133575
ehk;CCONJ;O;6;yes;2;3919;932046280;1528.722449452251
siis;ADV;O;57;yes;1;3919;932046280;14529.937377513525
üheks;DET;O;1;yes;1;3919;932046280;255.8925852465687
kaotajaks;NOUN;O;1;no;1988;3919;932046280;81.76569884498332
ilmale;NOUN;O;1;no;9112;3919;932046280;23.771258921747403
allajääjaks;NOUN;O;1;no;2;3919;932046280;255.61862389077106
jäi;VERB;O;4;no;336219;3919;932046280;2.824379074727086
statistilise;ADJ;O;1;no;2251;3919;932046280;75.00978739897361
keskmise;ADJ;O;2;no;64631;3919;932046280;7.269143675423919
järgi;ADP;O;5;yes;477422;3919;932046280;2.4878433617406324
või;CCONJ;O;10;yes;1;3919;932046280;2549.9354982894724
tohiks;AUX;O;2;no;90424;3919;932046280;5.21681073792402
olla;AUX;O;3;yes;4;3919;932046280;763.2259183506201
selleks;PRON;O;1;yes;1;3919;932046280;255.8925852465687
ükski;DET;O;1;no;1;3919;932046280;255.8925852465687
artist;NOUN;O;4;no;6211;3919;932046280;133.31040046622454
tänavusel;ADJ;O;1;no;7758;3919;932046280;27.475069412851717
festivalil;NOUN;O;3;no;1;3919;932046280;765.6798992561029
peal;ADV;O;1;yes;1;3919;932046280;255.8925852465687
kaks;NUM;O;6;no;2;3919;932046280;1528.722449452251
eesti;ADJ;O;2;no;1;3919;932046280;510.78624225133575
artistimeisterjaan;NOUN;O;1;no;1;3919;932046280;255.8925852465687
erki;PROPN;O;5;no;7;3919;932046280;1267.3176646836505
pärnoja;PROPN;O;2;no;1265;3919;932046280;216.92178610265216
ester;NOUN;O;2;no;6384;3919;932046280;65.1427266815742
