word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
oleme;AUX;O;5;yes;421610;5543;932046280;1.9919290446854876
teatrilukkudega;NOUN;O;1;no;1;5543;932046280;181.21329623777535
jõudnud;VERB;O;3;no;183571;5543;932046280;2.739125957284345
1984.-sse;ADJ;O;2;no;1;5543;932046280;361.427664233749
aastasse;NOUN;O;3;no;11737;5543;932046280;39.89069674971484
.;PUNCT;O;264;no;1;5543;932046280;47577.592079178845
peamise;ADJ;O;1;no;16537;5543;932046280;9.678856488849732
teabe;NOUN;O;1;no;39779;5543;932046280;4.153182180047726
estonia;PROPN;O;12;no;2;5543;932046280;2161.255001427051
teatri;NOUN;O;3;no;38352;5543;932046280;12.86469015084316
uuslavastustest;NOUN;O;1;no;44;5543;932046280;173.22989227641366
saate;VERB;O;2;yes;172525;5543;932046280;1.9441628047673718
jüri;PROPN;O;3;no;1;5543;932046280;541.6420322297226
kruusilt;NOUN;O;1;no;25;5543;932046280;176.66898192341787
,;PUNCT;O;461;no;1;5543;932046280;83079.82257438566
kuidas;ADV;O;4;yes;3;5543;932046280;720.3123987881938
stuudios;NOUN;O;2;no;18237;5543;932046280;17.59235867431943
on;AUX;O;85;yes;1;5543;932046280;15319.220207899563
ka;ADV;O;59;yes;3;5543;932046280;10610.90199758932
kaks;NUM;O;9;no;2;5543;932046280;1621.1907157649068
külalist;NOUN;O;1;no;3597;5543;932046280;37.332449590511644
solistid;NOUN;O;1;no;2410;5543;932046280;50.591876286403284
leili;PROPN;O;2;no;5313;5543;932046280;53.999397679786064
tammel;PROPN;O;3;no;1034;5543;932046280;257.05248569407166
ja;CCONJ;O;181;yes;1;5543;932046280;32619.799535513033
ivo;PROPN;O;15;no;2;5543;932046280;2701.319287089195
kuusk;PROPN;O;7;no;14975;5543;932046280;74.05337516301991
kõigepealt;ADV;O;3;yes;78935;5543;932046280;6.327729730880726
teeksime;VERB;O;1;yes;1779;5543;932046280;62.367209733208355
juttu;NOUN;O;1;no;112373;5543;932046280;1.492258266444391
eino;PROPN;O;2;no;4833;5543;932046280;58.49540857500082
tambergi;PROPN;O;4;no;851;5543;932046280;377.73861311371974
ooperist;NOUN;O;1;no;1625;5543;932046280;66.123320983144
lend;NOUN;O;4;no;17814;5543;932046280;35.92893236604007
mille;PRON;O;4;yes;1;5543;932046280;721.8564002256963
esietendus;NOUN;O;1;no;5711;5543;932046280;25.452237545030968
toimus;VERB;O;1;no;172470;5543;932046280;0.9750772587087736
küll;ADV;O;11;yes;1;5543;932046280;1983.356976197512
eelmise;ADJ;O;1;yes;1;5543;932046280;181.21329623777535
aasta;NOUN;O;6;no;2;5543;932046280;1081.126430102763
eelviimasel;ADJ;O;1;no;3514;5543;932046280;38.02938190314886
päeval;NOUN;O;1;no;236313;5543;932046280;0.7126824968207901
kuid;CCONJ;O;7;yes;1;5543;932046280;1262.4995042136175
peamine;ADJ;O;1;no;1;5543;932046280;181.21329623777535
mänguaeg;NOUN;O;1;no;1413;5543;932046280;72.10108959606302
jäi;VERB;O;3;no;336219;5543;932046280;1.4989634136975896
siiski;ADV;O;5;yes;567388;5543;932046280;1.4809855469558706
ooperile;PROPN;O;1;no;342;5543;932046280;132.71134227651
tas;NOUN;O;1;yes;1296;5543;932046280;75.88728899347383
libreto;NOUN;O;2;no;812;5543;932046280;193.35997070122966
arvo;PROPN;O;1;no;20899;5543;932046280;7.744951376704896
walton;PROPN;O;1;no;363;5543;932046280;130.55934336276715
pavel;PROPN;O;1;no;6285;5543;932046280;23.42792125495339
siinovi;NOUN;O;1;no;1;5543;932046280;181.21329623777535
jutustuse;NOUN;O;1;no;2553;5543;932046280;48.51596746692107
barjäär;NOUN;O;1;no;851;5543;932046280;94.82669846415557
ainetel;NOUN;O;2;no;3643;5543;932046280;73.71045383225906
dirigendid;NOUN;O;1;no;1320;5543;932046280;75.07856008234178
olid;AUX;O;12;yes;1;5543;932046280;2163.5713441934854
peeter;PROPN;O;1;no;1;5543;932046280;181.21329623777535
lilje;PROPN;O;1;no;719;5543;932046280;102.40802695197272
vello;PROPN;O;2;no;11484;5543;932046280;27.160718476509143
pähn;PROPN;O;2;no;945;5543;932046280;179.65925571232512
lavastaja;NOUN;O;6;no;23918;5543;932046280;40.63662935951545
koreograaf;NOUN;O;1;no;2516;5543;932046280;49.03657845949628
mai;PROPN;O;7;no;7;5543;932046280;1254.4328123086332
murdmaakunstnik;PROPN;O;1;no;1;5543;932046280;181.21329623777535
mari-liis;PROPN;O;1;no;6584;5543;932046280;22.49592214341638
küla;NOUN;O;1;no;100216;5543;932046280;1.6716130282254058
peaosades;NOUN;O;1;no;1530;5543;932046280;68.67474154108683
tüdruku;NOUN;O;2;no;20132;5543;932046280;16.009684612333114
osas;ADP;O;5;no;1;5543;932046280;902.07076822167
marika;PROPN;O;1;no;10893;5543;932046280;14.29849726906898
eensalu;PROPN;O;1;no;750;5543;932046280;100.52065389139845
tüdruk;NOUN;O;1;no;59384;5543;932046280;2.8032406361034825
balletis;VERB;O;1;no;488;5543;932046280;119.06681797806921
lemme;NOUN;O;1;no;596;5543;932046280;110.65135536418066
järvisaima;PROPN;O;1;no;1;5543;932046280;181.21329623777535
kraanik;NOUN;O;1;no;1;5543;932046280;181.21329623777535
larissa;PROPN;O;1;no;1488;5543;932046280;69.86659442777032
sind;PRON;O;2;yes;1;5543;932046280;361.427664233749
soova;PROPN;O;3;no;139;5543;932046280;471.85363760712835
helilooja;NOUN;O;2;no;20013;5543;932046280;16.10064418546554
tarmo;PROPN;O;3;no;30284;5543;932046280;16.189657035054307
sild;PROPN;O;3;no;19035;5543;932046280;25.3105580152731
balletis;NOUN;O;1;no;488;5543;932046280;119.06681797806921
jaanis;NOUN;O;2;no;8;5543;932046280;358.7363141337984
grantsis;NOUN;O;1;no;1;5543;932046280;181.21329623777535
jevgeni;PROPN;O;1;no;11361;5543;932046280;13.754149141720657
gireijev;PROPN;O;1;no;1;5543;932046280;181.21329623777535
arsti;NOUN;O;1;no;40063;5543;932046280;4.1244103198801
teo;PROPN;O;1;no;11385;5543;932046280;13.727348919338013
maiste;PROPN;O;1;no;2429;5543;932046280;50.30588032878687
ervin;PROPN;O;1;no;2522;5543;932046280;48.951397356839784
kärbet;NOUN;O;1;no;180;5543;932046280;152.044384286951
heleri;PROPN;O;1;no;1383;5543;932046280;73.03542629013633
tundub;VERB;O;1;no;1;5543;932046280;181.21329623777535
et;SCONJ;O;78;yes;1;5543;932046280;14057.719631927746
eile;ADV;O;1;no;1;5543;932046280;181.21329623777535
oli;AUX;O;90;yes;1;5543;932046280;16220.292047879433
roll;NOUN;O;6;no;66204;5543;932046280;15.04142969688095
ooperis;NOUN;O;7;no;1651;5543;932046280;456.039241352021
üks;DET;O;16;yes;2;5543;932046280;2881.340715643243
olulisemaid;ADJ;O;1;no;11513;5543;932046280;13.586160158593986
osi;NOUN;O;2;no;10517;5543;932046280;29.454744906698778
kõne;NOUN;O;2;no;49804;5543;932046280;6.646728752597405
all;ADP;O;2;yes;1;5543;932046280;361.427664233749
oleval;ADJ;O;1;no;7696;5543;932046280;19.59660234242442
hooajal;NOUN;O;1;no;68532;5543;932046280;2.4340705875332187
jah;ADV;O;4;yes;7;5543;932046280;717.244126588497
mingil;DET;O;2;yes;1;5543;932046280;361.427664233749
mu;PRON;O;1;yes;27;5543;932046280;176.3005555281381
moel;NOUN;O;1;no;68342;5543;932046280;2.4407465857817114
kindlasti;ADV;O;4;no;4;5543;932046280;719.5428723083834
sest;SCONJ;O;16;yes;1;5543;932046280;2884.42881617738
alati;ADV;O;4;yes;4;5543;932046280;719.5428723083834
uus;ADJ;O;1;no;1;5543;932046280;181.21329623777535
tükk;NOUN;O;1;no;40740;5543;932046280;4.057405552036507
mis;PRON;O;35;yes;1;5543;932046280;6308.50180810088
kirjutatakse;VERB;O;1;no;15251;5543;932046280;10.447995328923591
?;PUNCT;O;8;no;1;5543;932046280;1442.713872209591
see;PRON;O;78;yes;1;5543;932046280;14057.719631927746
nii;ADV;O;53;yes;1;5543;932046280;9552.360432028405
raske;ADJ;O;6;no;2;5543;932046280;1081.126430102763
kui;ADV;O;2;yes;1;5543;932046280;361.427664233749
kerge;ADJ;O;2;no;129783;5543;932046280;2.579876970551829
esiteks;ADV;O;2;no;64070;5543;932046280;5.18797110093668
sul;PRON;O;1;yes;308231;5543;932046280;0.5468971598502853
ei;AUX;O;50;yes;1;5543;932046280;9011.717328040486
ole;AUX;O;16;yes;2;5543;932046280;2881.340715643243
mingeid;DET;O;2;yes;1;5543;932046280;361.427664233749
eeskujusid;NOUN;O;1;no;1460;5543;932046280;70.68441499434296
traditsioone;NOUN;O;1;no;6883;5543;932046280;21.635238728387197
sa;PRON;O;7;yes;1;5543;932046280;1262.4995042136175
pead;AUX;O;2;yes;137348;5543;932046280;2.43873752341348
selle;PRON;O;14;yes;2;5543;932046280;2521.297858535147
osa;NOUN;O;6;no;1;5543;932046280;1082.2851362176436
nagu;SCONJ;O;42;yes;1;5543;932046280;7570.002384072696
ise;ADV;O;4;yes;1;5543;932046280;721.8564002256963
lahendama;VERB;O;1;no;9452;5543;932046280;16.28270785607422
aga;CCONJ;O;24;yes;3;5543;932046280;4316.890434715876
teiselt;PRON;O;1;yes;26406;5543;932046280;6.184801584189662
poolt;ADV;O;1;yes;1;5543;932046280;181.21329623777535
ta;PRON;O;41;yes;1;5543;932046280;7389.788016076722
oled;AUX;O;1;yes;388828;5543;932046280;0.43380637280540685
vaba;ADJ;O;1;no;143683;5543;932046280;1.1691756583462631
kõikidest;PRON;O;1;yes;18489;5543;932046280;8.706039288692446
piiridest;NOUN;O;1;no;3790;5543;932046280;35.806593564600625
piirangutest;NOUN;O;1;no;7270;5543;932046280;20.614415740799053
eelarvamustest;NOUN;O;1;no;940;5543;932046280;90.31848931704525
kõigest;DET;O;1;yes;1;5543;932046280;181.21329623777535
muust;PRON;O;1;yes;20432;5543;932046280;7.91424946965591
lennu;NOUN;O;1;no;14162;5543;932046280;11.201793661202045
puhul;ADP;O;6;yes;594721;5543;932046280;1.6953193248213094
ma;PRON;O;66;yes;5;5543;932046280;11844.370013313348
mäletan;VERB;O;8;no;49544;5543;932046280;26.668467734227505
ainult;ADV;O;9;yes;1;5543;932046280;1622.9282402055646
seda;PRON;O;28;yes;2;5543;932046280;5041.59785829182
lugesin;VERB;O;1;no;54342;5543;932046280;3.058947251386104
läbi;ADV;O;7;yes;1;5543;932046280;1262.4995042136175
basheenovi;PROPN;O;1;no;1;5543;932046280;181.21329623777535
barjääri;NOUN;O;1;no;1688;5543;932046280;64.53336081574646
see;DET;O;24;yes;1;5543;932046280;4326.14376014517
õnneks;ADV;O;1;no;153271;5543;932046280;1.0964789348855029
kirjutatud;VERB;O;1;no;80773;5543;932046280;2.0693996226593203
üsna;ADV;O;4;yes;1;5543;932046280;721.8564002256963
noh;INTJ;O;10;yes;1;5543;932046280;1803.1426082015385
niipalju;ADV;O;1;no;44139;5543;932046280;3.7514192790377416
kui;SCONJ;O;51;yes;1;5543;932046280;9191.93169603646
annab;VERB;O;2;no;377779;5543;932046280;0.8904644871463784
siis;ADV;O;40;yes;1;5543;932046280;7209.573648080748
süžeed;NOUN;O;1;no;791;5543;932046280;98.12875829498572
kasutada;VERB;O;1;no;1;5543;932046280;181.21329623777535
või;CCONJ;O;10;yes;1;5543;932046280;1803.1426082015385
tähendab;VERB;O;6;no;307752;5543;932046280;3.2713777482726787
lähedane;ADJ;O;2;no;10247;5543;932046280;30.16614558665094
väga;ADV;O;44;yes;1;5543;932046280;7930.4311200646425
lähedaseks;ADJ;O;1;no;1557;5543;932046280;67.92979033768479
jäänud;VERB;O;1;no;263278;5543;932046280;0.6399468692496619
inimese;NOUN;O;2;no;1;5543;932046280;361.427664233749
armastuse;NOUN;O;2;no;33884;5543;932046280;9.686014744187334
tunde;NOUN;O;3;no;47747;5543;932046280;10.38181973321074
suuruse;NOUN;O;3;no;43220;5543;932046280;11.446289036268487
võim;NOUN;O;3;no;26470;5543;932046280;18.44304173854504
minus;PRON;O;1;yes;21158;5543;932046280;7.654143852757664
kellelegi;PRON;O;1;yes;47441;5543;932046280;3.495343066932321
teisele;PRON;O;2;yes;1;5543;932046280;361.427664233749
edasi;ADV;O;4;yes;1;5543;932046280;721.8564002256963
anda;VERB;O;3;no;1;5543;932046280;541.6420322297226
kaudu;ADP;O;1;yes;1;5543;932046280;181.21329623777535
kedagi;PRON;O;1;yes;1;5543;932046280;181.21329623777535
suuremaks;ADJ;O;1;no;28901;5543;932046280;5.667553703845034
paremaks;ADJ;O;1;no;75116;5543;932046280;2.2233364328474674
üllamaks;ADJ;O;1;no;24;5543;932046280;176.85377316796243
teha;VERB;O;19;yes;1;5543;932046280;3425.0719201653014
murdmaa;PROPN;O;5;no;989;5543;932046280;438.13300249381376
lahendas;VERB;O;2;no;3018;5543;932046280;85.37336367673865
k;NOUN;O;1;yes;1;5543;932046280;181.21329623777535
balletilikult;ADV;O;1;no;1;5543;932046280;181.21329623777535
minu;PRON;O;10;yes;1;5543;932046280;1803.1426082015385
meelest;ADP;O;8;yes;97066;5543;932046280;13.736180083870488
päris;ADV;O;8;yes;1;5543;932046280;1442.713872209591
õigesti;ADV;O;1;no;2;5543;932046280;181.01928733252308
tehtud;VERB;O;3;yes;466225;5543;932046280;1.081814107884985
kohati;ADV;O;1;yes;71884;5543;932046280;2.3220210458973343
lendamise;NOUN;O;1;no;1873;5543;932046280;60.27722007538296
variandid;NOUN;O;2;no;11201;5543;932046280;27.794234837649412
balletiga;NOUN;O;1;no;249;5543;932046280;143.16152957290913
koos;ADV;O;2;yes;1;5543;932046280;361.427664233749
tal;PRON;O;4;yes;2;5543;932046280;721.0835729946671
täitsa;ADV;O;1;no;1;5543;932046280;181.21329623777535
andekalt;ADV;O;1;no;293;5543;932046280;138.01959542393314
välja;ADV;O;11;yes;1;5543;932046280;1983.356976197512
mõeldud;VERB;O;1;no;196907;5543;932046280;0.854636105058332
mulle;PRON;O;12;yes;1;5543;932046280;2163.5713441934854
ooper;NOUN;O;9;no;4548;5543;932046280;276.32378995725355
meeldis;VERB;O;3;no;72199;5543;932046280;6.910568205582945
teda;PRON;O;5;yes;1;5543;932046280;902.07076822167
meeldib;VERB;O;3;no;1;5543;932046280;541.6420322297226
kõik;PRON;O;7;yes;1;5543;932046280;1262.4995042136175
pööraselt;ADV;O;1;no;2252;5543;932046280;53.10236632025157
inimlik;ADJ;O;1;no;9847;5543;932046280;15.686025233504639
milles;PRON;O;1;yes;183664;5543;932046280;0.9159480679490223
pühid;ADJ;O;1;no;299;5543;932046280;137.34690132136566
püüd;NOUN;O;1;no;3311;5543;932046280;39.8488210553278
vähemalt;ADV;O;1;yes;1;5543;932046280;181.21329623777535
ohvrimeelsuse;NOUN;O;1;no;58;5543;932046280;170.78029114072757
kõigi;DET;O;4;yes;4;5543;932046280;719.5428723083834
poole;ADP;O;1;yes;1;5543;932046280;181.21329623777535
muusika;NOUN;O;6;no;1;5543;932046280;1082.2851362176436
küllaltki;ADV;O;10;no;27184;5543;932046280;59.83826766171986
köitev;ADJ;O;1;no;1411;5543;932046280;72.1626343382318
tambergile;PROPN;O;2;no;42;5543;932046280;346.2142862476602
eriti;ADV;O;10;no;3;5543;932046280;1799.2858095664985
muidugi;ADV;O;7;yes;2;5543;932046280;1261.1478586568112
kuna;SCONJ;O;1;yes;2;5543;932046280;181.01928733252308
eriline;ADJ;O;2;no;49335;5543;932046280;6.7087438502740016
soon;NOUN;O;1;no;2257;5543;932046280;53.01910887953444
armastus;NOUN;O;3;no;52132;5543;932046280;9.523907781115836
teemade;NOUN;O;1;no;19909;5543;932046280;8.112855260220377
järgi;ADP;O;9;yes;477422;5543;932046280;3.16557823437828
üldsemates;ADJ;O;1;no;1;5543;932046280;181.21329623777535
armastuslaulud;NOUN;O;1;no;157;5543;932046280;155.25546989719692
hästi;ADV;O;4;no;1;5543;932046280;721.8564002256963
kirjutanud;VERB;O;2;no;53278;5543;932046280;6.220779371051822
amores;ADJ;O;1;no;67;5543;932046280;169.24180123186517
superteos;NOUN;O;1;no;4;5543;932046280;180.63251310735865
doratooriumine;NOUN;O;1;no;1;5543;932046280;181.21329623777535
meie;PRON;O;11;yes;3;5543;932046280;1979.1147113628826
muusikas;NOUN;O;3;no;7523;5543;932046280;59.7722432884877
tema;PRON;O;7;yes;1;5543;932046280;1262.4995042136175
laulutsüklid;NOUN;O;1;no;11;5543;932046280;179.2917225029447
ö;NOUN;O;1;yes;1;5543;932046280;181.21329623777535
laulud;NOUN;O;1;no;18148;5543;932046280;8.861634267545094
mida;PRON;O;27;yes;1;5543;932046280;4866.786864133091
olen;AUX;O;11;yes;1;5543;932046280;1983.356976197512
laulnud;VERB;O;5;no;4553;5543;932046280;153.44880090710402
kõik;DET;O;3;yes;1;5543;932046280;541.6420322297226
armastusteemalised;ADJ;O;1;no;3;5543;932046280;180.82569339904148
praktiliselt;ADV;O;4;no;43191;5543;932046280;15.264708258143804
armastas;VERB;O;1;no;6502;5543;932046280;22.74405963762635
syranoon;PROPN;O;1;no;1;5543;932046280;181.21329623777535
niisugune;DET;O;7;yes;18298;5543;932046280;61.256767079832535
armastusejanu;NOUN;O;1;no;8;5543;932046280;179.8639019572465
väljend;NOUN;O;1;no;7761;5543;932046280;19.45007382857213
väljendunud;ADJ;O;1;no;1692;5543;932046280;64.434988525124
talus;NOUN;O;1;no;16009;5543;932046280;9.980516500967513
mil;DET;O;1;yes;171381;5543;932046280;0.9812396425657011
viisil;NOUN;O;1;no;83515;5543;932046280;2.002206108909678
mina;PRON;O;7;yes;1;5543;932046280;1262.4995042136175
leian;VERB;O;2;no;32676;5543;932046280;10.034166663328833
aga;ADV;O;6;yes;3;5543;932046280;1079.970202380962
õnnestunult;ADV;O;1;no;913;5543;932046280;91.64019015349268
koostöö;NOUN;O;3;no;101386;5543;932046280;4.939276126135027
murdmaaga;PROPN;O;1;no;34;5543;932046280;175.02307647330755
piirdunud;VERB;O;1;no;3261;5543;932046280;40.32399850859607
tegelikult;ADV;O;10;no;1;5543;932046280;1803.1426082015385
