EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
in corpore;esimees Teil;tuuleõhk valimistel;rohelist saatesse;võimalus valida;Eesti poliitiline;Postimehe arvamustoimetaja;andma ütles
ütleme erakonnasisest;Et vale;rahulikult kiirustame;küsimuses Et;noorema publiku;hääli hääli;Ja Postimehe;ebademokraatlikkuse süüdistatud
Ülikooli vilistlased;ütleme väiksepalgaliste;Valner hommikust;võtame tegelikult;eksi 1;Hallik-Konnula Võrumaal;Sarmetit intervjuud;ebaühtlane kindlasti
tütarlaps suhtlesime;polegi üldse;võtmesõna nädalal;Ja asi;väiksemat summat;europarlamendi valimistel;Sarnet Auhaabumine;millegipärast tundub
osa küsin;Kaunist keskhommikut;Loodame ainuke;au Aivar;reaalne annab;päeval Villu;pressitegelane rahvusringhäälingut;nii-öelda Ühesõnaga
virutanud auto;ütles tegelikult;endine EPA;600 võib-olla;tekib uut;tundus Eino;arutasime poliitikahuvilist;mõtlev inimene
avalikus avalikus;nii-öelda erakonna;Tallinnast Õhk;rahvusringhäälingut loomulikult;kindel kodu;parteile suhteliselt;Tallinna peitemäng;hullusti nii-öelda
märgid iseendale;ülemine toimetama;rutiinivaba retoorika;mängudesse kaasa;Olge head;tuppa Noh;Agu Uudelepp;tundub suhteliselt
nurgaga kortermaja;üldse võimlemagi;kogenud kuskilt;erakonna aseesimeheks;kaks eri;arvamustoimetaja Neeme;Tarmo nägi;Erakond muutub
inimesed lähenemine;tekitatakse näopiirkonnas;tundub SS;värk toimub;verbaalselt selgelt;vaiksemaks Oleneb;Vaba mees;võib-olla näiteks
nõrgemaid külgi;toetada Aga;vaba toitu;jõudnud Et;kindlasti uus;Postimehes esitab;rahvateenrite stuudios;tegelikult öelda
suruda protseduuridega;antaksegi hambaid;ajalooline küsimus;jääb puudu;parteist Et;päästeingliks valimisnimekirja;juttu kuulajad;Ja natuke
halba ekspresident;Tallinna peitemäng;autos muusika;Tallinnas Toompeal;homme homme;juhtima Indrek;kaotada Rahvaliidu;mõttes öelda
siukseid valikuid;vanameister trahviraha;Tallinnas Toompeal;inimene huvitavate;seisus olevasse;avalikus avalikes;tõeliseks tegevpoliitikaks;võib-olla Strandberg
mängudeks lüüakse;Tarmo nägi;näopiirkonnas kehapiirkonnas;eksi 1;andmas ütles;küsin mobiliseerida;presidendivalimistel Eestis;inimeseta seisukoha
juured kehandid;tõmmata-lükata Aga;harjunud plakatitega;nimedeta edukat;usu usu;poliitikahuvilist ajakirjanikega;Tallinnast Õhk;lihtsalt võib-olla
