EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
paracelsus ütles;aastastest evib;kirjutab arstiteadus;Väljas kilomeeter;andma lootes;inimesel dopamiini;veresoon jääb;jalga jooksu
Seal nägin;hommikul kella;teaduseks vanal;Kolmandas partiis;nooremad mehed;tekib veresoonte;vastupidavamad eluraskustele;80 aastastest
Palju tennist;kukkus löödiaga;vanad arstid;üliõpilased Aga;kolm null;seisak infarkt;inimene ela;1000 aastat
natuke Õlut;50 aastane;võrgujuure joosta;nooruslikum 80;null neljas;võrdlemisi väsinud;80 aastastest;vanemal inimesel
nädalas päeva;Tead energia;Palju tennist;Niipea rasvast;talvel halvematel;infarkt pensioniks;ütlesid vanad;võistluse Ja
särgid värsked;maailmameister vahetpidamata;vastupidavamad eluraskustele;tennisesõbrad ootavad;noorde nooremad;Aivar tekib;infarkt pensioniks;Oligi õige
tõusev täht;Arvame noorde;esimene matemaatik;tugevaks valmistatakse;Et tähendab;kaotasin arust;paracelsus ütles;60 aastaselt
Ümberringi segasid;täht kõrge;mängisin noolega;korda tenniseväljakule;palle andma;vana anekdooti;mängisin noolega;neli aastat
vene üliõpilased;kuskilt veresoon;Ja lugenud;arenenud tänapäeva;nooremat stseeni;mängisin suurt;Igaüks 60;anekdooti natuke
tellile noor;väsis Oligi;Õlut joob;saavadki valmis;tekib veresoonte;mängisin noolega;spordikogemustest Muide;kaheksa kuus
