EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Õde pöördus;ainustki lumeraasukest;tänavatel jäigana;meeldib Ütlesin;keerulisel rajal;jäin seisma;räägi ema;Aga räägigi
kordade kõndisin;ütlesid ema;keerulisel rajal;Kon-Tiki ekspeditsioon;seisma kitsas;igatsesid Kummardusin;Mis ütlesid;räägin kordasemale
ütles tahab;kiilasjääs surusin;kordade kõndisin;Tema järelastasime;vaprat meest;saare loo;Ära räägi;ütles tahab
Johan saare;löönud Ja;räägi ema;käsivarre tugevasti;kuum Ära;võttis lambi;Tõin isa;püüdsin kiiresti
toad külmad;Ümberringi kees;räägin kordasema;kord viinaklaasi;korda Ei;kõvasti kaenla;Johan saare;Ma räägin
pööratud nägu;rääkima Teda;Küsisin rääkida;saare loo;paljude kordade;kaenla võpatas;Jäime õega;ütles ema
meeldisid reisijutud;koju dalamas;püüdsin kiiresti;pudrupada maanteele;metsas keerulisel;Ümberringi kees;Ivo Uukkivi;karjuda paljude
tänavatel jäigana;torm paiskas;räägid harva;Kellest räägid;ema ütlesin;toast õue;lumeraasukest Tee;Sa räägid
Ütles õde;Küsisin rääkida;pikkade aastate;helistati Kogelesin;vastasema karda;tükkideks Läksime;Tema järelastasime;Lõuna tõi
õega lävele;Istusin ahju;sõnad tükkideks;võtmata hetkekski;torm Mis;luges luubiga;õue Tõin;minulgi jäänud
Küsisin rääkida;Tundus kõnniksin;maanteele jaga;tükkideks Läksime;Läksime komistades;torm paiskas;Sa käe;ahju mõtlesin
räägin kordasemale;mõtlesin isale;korraga kuum;külje Tuisku;teadnud vastasema;metsas keerulisel;Ma räägin;Ema püüdsin
