keyphrase;score
tähendab;0.976
rahvusvahelises;0.8941
majas;0.8906
linnaarhiivi;0.8903
varem;0.8865
pikemalt;0.8852
tallinnast;0.8809
kontserditraditsiooni;0.8773
ehitamine;0.8773
viimasesse;0.877
mälestusi;0.8731
sidemed;0.8729
pühapäeval;0.8722
eesmärkidega;0.8719
määral;0.8715
baltisakslased;0.8714
vaataks;0.8665
lausa;0.8651
medalid;0.8627
rahalises;0.862
poolkelder;0.8619
tulemused;0.859
apteeker;0.8575
euroopa;0.8574
võib-olla;0.8557
joodik;0.8555
suuresti;0.854
toimunud;0.8524
keskaegset;0.851
kodanikke;0.8509
erinevatesse;0.8501
külalistele;0.8496
uue;0.848
turist;0.848
lõpuks;0.8478
annetused;0.8465
no;0.8465
avatakse;0.8463
olnudki;0.846
hüpokaust;0.8456
kindlasti;0.8456
kergem;0.8455
lõpetanud;0.844
osast;0.8424
särav;0.8423
puudutage;0.8401
kivid;0.8379
ülemöödunud;0.8363
rebiti;0.8341
organisatsioonidele;0.8324
korralikult;0.8292
kaks;0.828
säilitas;0.8274
hindasid;0.8266
eestis;0.826
poolkeldriaknaavad;0.8242
muuseumis;0.824
keemilisi;0.8238
keldrit;0.8228
leiab;0.8228
72021;0.8219
uks;0.8192
järeltulijad;0.8174
külastada;0.8174
perega;0.8174
eksponeeritud;0.8152
aastast;0.8147
direktori;0.8127
päike;0.8126
tõlkija;0.8114
tegevuse;0.8102
juht;0.8067
kole;0.8046
ümbrusega;0.8045
tähelepanek;0.8037
ese;0.803
-st;0.8015
sarja;0.8009
stockholmis;0.7997
fondidest;0.7978
viib;0.7978
soe;0.7976
alguse;0.7943
suurgild;0.7939
numismaatik;0.7922
valla;0.7921
aspekti;0.7916
kasutusel;0.7915
suurkaupmeestest;0.7914
võtab;0.7914
jälle;0.7902
asupaika;0.7896
valida;0.7891
käigus;0.789
aastatel;0.788
musikaalne;0.7872
kaloriferi;0.7858
arnold;0.7837
ürp;0.783
viia;0.7799
kohad;0.7778
sageli;0.776
sari;0.7753
aidanud;0.7729
saladust;0.7708
toolid;0.7702
vast;0.769
jääb;0.7676
kabinet;0.7656
asutamisest;0.7653
öelda;0.7642
moody;0.7632
kõrgtehnoloogilisel;0.762
painab;0.7619
russo;0.7587
ajaloos;0.757
inimesed;0.7564
koostöös;0.7561
korraldati;0.7549
koosnes;0.7523
maist;0.7485
toiminud;0.7482
väärtus;0.746
härrade;0.7459
kapitali;0.7445
niuke;0.7442
tulijat;0.7435
asus;0.7393
aastat;0.7367
sajandist;0.7348
asub;0.7338
viidi;0.7319
11000;0.7285
tale;0.7282
sõna-;0.7281
kuulus;0.7259
elanud;0.7247
muusikud;0.7236
tarbida;0.7217
lossis;0.7215
informatsiooni;0.7202
killist;0.7192
kaart;0.715
nimi;0.7098
vaated;0.7012
ruum;0.698
tänapäeval;0.6957
kom;0.6954
komisjon;0.6953
1800;0.694
50;0.6931
säilitamiseks;0.6884
karvane;0.6866
suvemõis;0.6851
teated;0.683
seminari;0.6796
18;0.6785
muljed;0.6762
järgida;0.6699
600;0.6694
näen;0.6677
näiteks;0.6663
inimestele;0.662
1864;0.6619
1920;0.6568
algus;0.6519
programme;0.6303
1363;0.6292
arvata;0.6123
masu;0.6069
mail;0.6069
kaasa;0.6033
asi;0.6011
linnas;0.5995
maja;0.5902
kunst;0.5822
;0.5771
panna;0.5742
juunil;0.5634
tore;0.5621
ülesanded;0.5576
filmi;0.5561
nomi;0.5464
juuni;0.5429
raha;0.5401
taastanud;0.5388
autor;0.5383
liige;0.5367
anti;0.5203
detail;0.512
võttis;0.5001
28;0.4394
mart;0.3996
loss;0.3769
kasutada;0.3765
korraldama;0.3758
lõpetas;0.3725
mask;0.3576
film;0.2748
1952;0.1991
