EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
11,11,3,6,5,4,5,8,7,19,margaret; prius; robert; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
11,11,2,6,6,5,7,7,7,19,margaret; prius; robert; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
12,11,3,6,6,5,8,8,7,19,margaret; prius; robert; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
11,10,4,6,6,6,7,9,7,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
12,9,5,6,6,7,6,11,8,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
12,11,4,6,5,7,7,9,9,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
11,8,6,6,4,6,5,10,8,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
7,10,5,8,3,6,6,10,6,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
6,9,5,7,4,6,5,10,7,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; kuninglik; sõjamemoriaal; stewart
6,7,8,6,6,7,6,8,8,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; stuart; kroon; marie; kilt; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
7,9,8,5,6,9,6,9,9,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; kroon; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
