keyphrase;score
nets estonia;0.8871
houston rockets;0.8871
stephen terminal;0.8856
mäng stephen;0.8843
ülekoormus päring;0.8814
tõug kantus;0.8749
heritage business;0.8742
töötama circa;0.8713
dwight howard;0.8699
lewis hamilton;0.8699
joachim gauck;0.8679
kodu houston;0.8642
110 warriors;0.861
raadiouudis mirjam;0.8605
äkkrünnak õppus;0.8594
warriors mäng;0.8582
sööt rockets;0.8567
kaubandusettevõte küsitlus;0.8564
järjest mercedes;0.856
kultuurisündmus johannes;0.8557
benjamin netanyahu;0.8543
koostööprojekt heritage;0.8532
äkkrünnak manner;0.8514
ühisgümnaasium äkkrünnak;0.8513
mercedes tehasetiim;0.8472
võitma warriors;0.8463
sõna äriinkubaator;0.8462
vähemasti mäng;0.8459
mcllren võistkond;0.8458
mirjam nutov;0.8456
vähenema tööjõukulu;0.8456
äriinkubaator jätkama;0.8444
selver piloteerib;0.8442
hinnang ülekoormus;0.844
kool õpetaja;0.8435
päring khatimaksepäring;0.8435
hepner kärdla;0.8431
ühtpidi lõpp-punkt;0.843
koht läbirääkimine;0.8427
daniela shati;0.8425
gaucki proua;0.8402
cramo tarmo;0.8401
mänginud kool;0.839
osa nägemus;0.8377
gauck kontsert;0.8369
mõjutama tööjõukulu;0.8359
holsmer variant;0.8358
käibekasv jaekaubandus;0.8357
protsent jaekaubandusettevõte;0.8354
lahtine tarind;0.8348
tekkima ülekoormus;0.8347
päev küsitletu;0.8343
petro porošenko;0.8343
tööjõukulu kasv;0.8335
hästi kasumlikkus;0.8332
ülejäänud päev;0.8331
khatimaksepäring eitav;0.8327
väikeettevõtja sport;0.8317
sett serv;0.8317
koostöökeskus petser;0.8316
vastavatud ettevõtlus;0.8312
tänavati petser;0.8312
nba läänekonverents;0.831
väike madalrõhkkond;0.8309
analüüsima pank;0.8298
tänukõne liigutatult;0.8291
veljo epits;0.8287
kalevikesksus staadion;0.8286
teisipäev tallinn;0.8284
müügikanal spetsiaalkaupleja;0.8284
lõppmäng seitse;0.8282
ettevõte ärikliima;0.8278
õppus lääs;0.8276
pärastlõuna lääne-eesti;0.8275
eesti rahvusstaadion;0.8275
kalev õlul;0.8274
hiina peking;0.8273
õppus plaan;0.8272
automaatkassa kasutuselevõtt;0.8272
kultuurifunktsioon hästi;0.8265
ettenäitamine fsb;0.8263
hiiumaa õppus;0.8262
kesk-euroopa baltimaa;0.8261
homme pärastlõuna;0.8256
pärt muusika;0.8255
berliin kontserdimaja;0.8255
täna finaalmäng;0.825
hepner julgeolekutõstmine;0.8249
tallinn linnavalitsus;0.8237
täna kõrgetasemeline;0.8237
kalvi almas;0.8229
krimm okupeerimine;0.8225
põhiline müügikanal;0.8221
sõnama võib-olla;0.8212
hästi lausa;0.8209
ülikool rock;0.8209
mulje berliin;0.8207
parvlaev veeskamine;0.8204
päev 10;0.8202
investeerimisplaan 77;0.8201
päevakord expo;0.82
võit seeria;0.8198
lähemalt tallinn;0.8198
teatama swedbank;0.8195
haldav nets;0.8189
fookus õppus;0.8188
kool õpilane;0.818
tööjõud defitsiit;0.8179
võib-olla mõtlema;0.8176
välisministeerium teade;0.8174
tarind maja;0.8173
iidee monitooring;0.8169
mõtlema lahtiolek;0.8166
bc kalev;0.8165
