EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Küll kantrimuusika;räägib musitseerimisest;reisisime Saaremaalt;meeldib asukonkurss;tekib idee;Saaremaalt teavad;Medell Saaremaalt;võib-olla soovinudki
aprilli Ansule;mõju Ja;kultuurielu Haapsalus;Haapsalus toimus;andnud head;teavad kohase;reisisime Saaremaalt;teatavad õpetama
mõtted puhtad;Ja tekstid;Saaremaale saatus;hiljem tegutsesid;kodus Et;mõistsin nime;Tallinnasse laulma;palgast jääb
karnevalid show'd;džässiklassika Ja;Ja Haapsalust;sealseid soliste;signaal panen;saatis külla;Jürgensi lauluklassis;mõju Ja
Ta räägib;inimesi Ja;varietee kogemus;Basskitarristid pöidlaga;kodus Näiteks;natuke Soomes;Kuressaare esimene;eemale aeg-ajalt
lõhutud perekondi;Küll kantrimuusika;Tartust muusikakooli;raskevõitu Aga;no lapsed;õhtul Kuressaares;Ma Tartust;koolis võib-olla
laulud buum;kasutades elukogemusi;tegelikult klassikaline;põhikoht Ja;tänatud programm;Haapsalus elasin;meelega kuulaksin;võib-olla väike
võib-olla võib-olla;Ei sea;Tere õhtust;viis Saaremaale;Näiteks abiks;bändiga Saaremaal;Jah Haapsalus;võib-olla aeg
käin Tallinnas;sööma juurvilja;tehaski haridust;Lapsi perekonnast;panime verivorst;vale koha;Saaria Ja;mäleta tegelikult
tõed muutuvad;Seal turu;Hea muusika;Vabariigis tuntuks;tekib väsimus;unustad võib-olla;Tartu muusikakoolis;muusikat Et
Saaremaale saatus;Antti Kammiste;harjutada musitseeris;Ja õpetama;programm kinni;puudub teagi;Kuidas uus;õpetajad tähendab
asjad sugugi;päeval küsis;TV raadio;kutsuti haapsalu;võimalik Et;väike Saaria;külaliseks Sirje;lapsi Tallinnas
enesekeskseks sellegipoolest;Tema surma-aastapäev;jõuame festivalile;plaanis korda;usun kindlasti;kajakas meeldis;kirjutab küsisin;tundub natuke
Kuidagi sõbralikud;värvida Siis;Sirje Medell;Selles suunas;head head;Kuressaare linnas;esinesin Antsmeristu;korraga 30
kadunud Aitäh;olukordadest lapsele;tüüpilist eestlannat;viperust võib-olla;See kodus;inimene teadis;Haapsalu tants;Saaremaalt aeg-ajalt
tihtipeale tähendab;laulukesi kala;saunas Kuulasime;Kukruse asulas;ongi vajadus;venitasin Tallinnasse;Pärnu big;lapsele õpetada
