EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Renee tenderman;suur keeleuuendus;Türgi Nobeli;Türgi randadesse;alter ego;Türgi Nobeli;Türgist Nobeli;Türgist Nobeli;võib-olla Atatürk
Turkmeenia õppideski;Euroopa kultuur;Ja Türgit;Turkmeenia õppideski;ongi rajamisel;Türgi kirjanikud;haridusest Türgi;Niisiis Türgi;püüda rääkida
öelda Kirjanikud;Türgist islamivabariik;eesti lugejal;füüsiliselt Istuks;võidab näiteks;türgi saadiku;püüame Türgi;Nobeli kõnes;võimsuse perioodil
isa Vetles;türklane muretseks;europarlamendis türklased;aastal arenguteel;room Aga;ütlesin Türgis;türgi saadiku;Ja Nobeli;inimestelt püüa
Armeenia teema;Hirm väärtusega;teema suu;eluaastast kirjutas;probleem teravam;Venemaal Türgis;türklasi kirjaoskamatud;kirjaoskust Türgi;liigutavad lumes
vormides erineb;ütleb läänemaailm;Seppel Andres;islamiääremaa naiste;action Iga;Nobeli kõnes;Türgis identsus;Türki tahaksin;traditsioonis inimest
Venemaal Slavofiilid;vaatasime Istanbuli;Istanbuli tänavatel;kirjutada Tänapäeval;formaalne annaks;kirjanduspreemia mikrofoni;Türgis valimised;Sepaidžaanis Turkmeenia;aeg ongi
tüdrukutel rätikuid;lembelisemad arengulembuses;Aasiast Euroopasse;jäi sealjuures;kompleksse isiklikke;haridusest Türgi;Türgik Raamatu;Türgis probleem;Aga vaatame
euroopalikku käitumist;Istanbuli identsust;Armeenia teema;Pariis jooksiski;arvestab otsuste;vanematelt Türgis;Türgis turgude;Türgi islamiääremaa;võib-olla aeg
läänemaid Mayndanud;Errze ruum;Türgik Raamatu;Istanbul strateegiliselt;objektiivsete faktide;Türgi rahalisel;kolmandikku türklasi;Türgis valimised;kultuuri Euroopa
linn Istanbul;Aga kapach;laureaadi Pamuki;mõistis Atatürk;abstraktselt sügavalt;türklased harva;türgi moslemitest;europarlamendis türklased;keeruline islami
protsent õpetused;eraldada müstikat;türklane suhe;tegutsevad Istanbulis;oskused anded;kaebleb Istanbulis;nafta Türgi;Pamuki Rootsi;juhtmed ongi
päev vabaks;ühiskonna arengule;prantsuse kultuurimõjuline;Ja Nobeli;annab lootust;türgi naiste;linnapäritolu Istanbuli;kirjanduspreemia mikrofoni;ühendab Nagunii
seotud hirmud;Staatus sümboliteks;autorid Terry;luges Nobeli;hea inimene;türklasi kirjaoskamatud;türgi tüdrukutega;täpsustada Orhan;lahti vaatama
toredasti kokkuvõtet;nafta gaasijuhtmeid;atmosfääris küpseda;kirjanduspreemia mikrofoni;sugugi formaalne;eesti kirjanik;Armeenia teema;tegutsevad Istanbulis;Prantsusmaal araabia
