EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pärit Räpinas;laulate meeskooris;varasematest laulupidudest;kenasti meespolügoon;asi kõikul;osalete laulupeol;kasvavad koori;Mida laulupeolt;kuulata võib-olla
rõõmud Laulumeeste;mälestusi ühislaulmised;laulupidudest mälestusi;meeskoorile üldse;visata See;Mida laulupeolt;aasta laulupidu;laululavalt Mida;võib-olla üllatusi
laulud enam-vähem;meeskoorile üldse;laulate meeskooris;üllatusi laulukaare;read kasvavad;käinud laulupeol;üldse laulupidu;varasematest laulupidudest;Võib-olla jätkate
ühislaulmised võimalused;osalete laulupeol;laulupeol aasta;kogeda osalejana;Laulumeeste read;kooriga käin;laulupeol aasta;laulupidu laulupidu;ootate võib-olla
ülikond lihtsalt;olemegi meeskoorile;Mida laulupeolt;meeldivaid mälestusi;ootate võib-olla;kaariste laulate;kooriga kaasa;tähendab laulupidu;nii-öelda eestlased
meespolügoon ühendproov;tähendab laulupidu;laulupidu laulupidu;saatja Paikuse;annab hästi;laulate meeskooris;osalete laulupeol;laulupidudest mälestusi;tunneb nii-öelda
valikkoorid tegelikult;kõvasti 100;mälestusi varasematest;mäletan niiviisi;tuhinik kao;laulupeoni veab;korda kooriga;laulupidu See;võib-olla valikkoorid
kenasti meespolügoon;käin Kuidas;laulupidu rahvas;võimalused Vanade;aega antakse;laulupidu rahvas;varasematest laulupidudest;Mida laulu;14 aastat
Võib-olla jätkate;tundub Mida;laulud enam-vähem;litsist vanadega;jalad kannavad;kindlasti kooriga;hääl laululavalt;osalete laulupeol;laulud enam-vähem
hästi hingele;lastekoori saatjaks;tähendab laulupidu;proovite uuesti;esimesed proovi;kooriga kaasa;kindlasti kooriga;laulupidu läbimärjaks;aastatel 60
