EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Macum Pista Derek;graafikatriennaali järjekindel Et;Ja viimane küsimus;balti filmi meediakoolist;projektiga peansserfess Variation;See Tallinna kunstihoones;14 Tallinna graafikatriennaali;Lääne-Euroopas kindlasti paar
peansserfess Variation sanskeil;teemast näitusesaalides Mulle;Anders Härm rääkis;Et pseudodokumentaal mängiti;arvan esitama näiteks;kunst R Tallinna;Tallinna graafikatriennaali üldkontseptsiooni;Ja arvates ongi
projektiga peansserfess Variation;ongi nii-öelda posthuumor;Anders Härmi telefoniintervjuu;Aastase graafikatriennaali üldteema;koht näidata näidata;Tallinna kunstihoones kunstihoone;äsja Tallinna graafikatriennaali;kuraatorinäituse tegemisel enam-vähem
Laimre sõnul tama;neoliberalismi kriitika Noh;viimane küsimus puudutab;pronkssõdur tundub pronkssõduri;selgelt kasutab anna;Tallinna graafikatriennaali teema;kunst R Tallinna;teemadega seotud võib-olla
Variation sanskeil Müü;Aga Tartu kõrgema;telefonitoru Anders Härm;Eesti ekspressile jopede;probleemide käsitlemise saadab;äsja Tallinna graafikatriennaali;Aga graafikatriennaali järjekindel;järgita tõenäoliselt võib-olla
lihtsalt Laimre metodoloogia;Eesti graafika nii-öelda;Anders Härm 14;küsimuse uuesti päevakorrale;intensiivselt kaks nädalat;rääkis äsja Tallinna;graafikast tegelikult kunstiakadeemiast;tõenäoliselt võib-olla lihtsalt
Aleksander Sappov täna;nii-öelda kunstgraafikas kahtlemata;kestab kaasaegses kunstis;näitus Üldse tundub;arvates nii-öelda graafikast;üldkontseptsiooni autoriga kunstihoones;helekasele graafikatriennaali direktor;kindlasti Lääne-Euroopas kindlasti
Palazannin häns Tony;Minu mõtte graafika;Meil telefonitoru Anders;Tere kallid klassikaraadio;küsimus arvan esitama;saatejuht Aleksander Sappov;graafikatriennaali üldkontseptsiooni autor;kuulamist 19 oktoobril
Keller CRM martiini;Tallinna graafikatriennaali teema;kaasaegses kunstis nimelt;jagata žanriliselt üldse;käsitlemise saadab TEMA;Tallinna plokk saatejuht;graafikatriennaali üldkontseptsiooni autoriga;tegelikult motiivid suhteliselt
naljakas Laimre sõnul;nii-öelda posthuumor See;äärmiselt huvitava seminariga;nii-öelda Esscapistlik maailmadesse;võib-olla vaatame võimalik;kunstis olulisemad poliitilised;graafika kuraatoritekstist rääkisid;nii-öelda Eesti teemade
näidustused Hanno Soans;tudengifilmiks traditsioonilisemaid osalejaid;ilus Anders Härm;kolmas peateemaks Inexail;arvan tegelikult võimalik;kaasaegse kunstinäitus pealkirjaga;Tartu kunstisaate sektsioon;kunstinäitus pealkirjaga Aga
John kriisnedži ämbientlik;näitusest Rotermanni Jah;nii-öelda kaasaegse kunstinäitus;mängib olukorras vaadata;graafika omadus nii-öelda;nii-öelda kaasaegse kunstinäitus;saatejuht Aleksander Sappov;fašismi natsionalismi nii-öelda
Turno loit jõekalda;nii-öelda poliitilisusest nimelt;huvitavalt käsitleb Andres;14 Tallinna graafikatriennaali;info levitamise võimalusi;Eesti uuriva ajakirjanduse;Indrek Grigor näituse;otseselt lihtsalt nii-öelda
