EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,9,6,8,3,6,5,9,10,16,läänerinne; film; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; hemingway
8,9,6,8,4,6,5,9,10,16,läänerinne; film; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
9,9,5,8,3,6,5,9,10,16,läänerinne; film; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
8,8,5,8,4,9,6,9,10,16,läänerinne; film; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
9,8,9,7,4,8,6,9,10,16,läänerinne; film; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
8,8,11,8,4,8,8,10,9,16,läänerinne; film; allik; helme; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
7,9,7,8,4,7,8,10,9,16,film; läänerinne; allik; helme; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
6,7,7,5,8,7,6,7,7,16,film; läänerinne; allik; helme; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; heli; hemingway
3,6,7,6,7,5,4,6,7,16,film; läänerinne; helme; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; hemingway
3,6,6,4,6,6,7,7,7,16,film; läänerinne; helme; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; hemingway
3,7,7,4,7,7,6,6,7,16,film; läänerinne; helme; allik; sõjaromaan; ajalugu; tiit; sõda; muutus; aleksejev; minavorm; peeter; kirjanik; hemingway
