EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
õpilaste aktiivsust Deckarty;terviseminister Jevgeni Ossinovski;ootused soome-ugri kultuuripealinnale;11-st seitsmeteistkümne kraadini;näiteks liikuma kutsuv;erakonna juhtimisega Täna;koalitsioonis valitsuslaua Aga;Toomas Sildami nädalakommentaar;konverentsiga käsitles uneprobleeme
Tartu Deckarty kool;erakonna juhtimisega Me;soome-ugri kultuuripealinnaks tuleval;Sildami nädalakommentaar käsitleb;näiteks paar korda;Ossinovski sotsiaaldemokraadid teatud;roll fraktsiooni esimehena;intervjuus tõdes Ossinovski;erinevad soome-ugri rahvad
kestantse õues mänge;tõsisemalt sotsiaaldemokraatliku erakonna;Toomas Sildami nädalakommentaar;aktiivsemaks muutuva madalrõhuala;nii-öelda programmi üritust;tõdes Ossinovski sotsiaaldemokraadid;valitsuslaua Aga Ma;Jevgeni Ossinovski tõi;Bashar Al-Assadi toetamises
Deckardi kooli õpilased;kaheksanda aprillisündmused Mina;soome-ugri kultuuripealinn Obinitsa;NATO vägesid paigutada;samme Et tegelikult;erakonna juhtimisega Me;Ossinovski sotsiaaldemokraadid teatud;Ossinovski tõi põhjuseks;soome-ugri rahvad näitavad
koolidest Tartu Deckarty;tugevaks motivaatoriks rahulolematus;Õhutemperatuur tõuseb homne;pealinna tiitlile kandideerides;PL toetas madalam;rõhutamine Nüüdne kohtumine;erakonnas arutletud käike;Täna Toomas Sildamile;ootused soome-ugri kultuuripealinnale
järjel õpetajate õpilaste;Tervist edendavate koolide;aasta soome-ugri kultuuripealinn;Eesti hümni mängiti;personalile hea hea;tulenevalt erakonnas arutletud;rõhutamine Nüüdne kohtumine;Tõnu Karjatse Ametist;hääletamas 45 protsenti
õpetajate õpilaste koostöö;erakonnas Rahulolematus üldiselt;Õhutemperatuur homme päeval;Sildam leiab nädalakommentaaris;muutmata No arvutitest;tegeleda tõsisemalt sotsiaaldemokraatliku;tulenevalt erakonnas arutletud;Päevakaja võtab kaheksanda;riigid USA-le julgeolekupiirkond
Washingtonis Lõppev nädal;tervise edendamise osakonna;soojemaks homme sadama;Ajaloolise mälu huvides;vastutus Eks vastama;ühiskonda kõnetada tegelenud;erakonna juhtimisega Täna;Sildam leiab nädalakommentaaris;soome-ugri kultuurimaailmas tuntud
Silve Grabbi Kaiv;Ungaris täna parlamendivalimised;Täna Toomas Sildamile;Neile Mari-Liis oluline;ilm esmalt tekib;erakonnas Rahulolematus üldiselt;kohtumisi toimunud toimub;Toomas Sildam leiab;2019 aasta soome-ugri
õpilaste koostöö hästi;tervise edenduse prioriteediks;soome-ugri külade foorumil;madalrõhuala piirimaile vähese;suureks pildiks Et;nädalakommentaaris balti presidentide;sotsiaaldemokraatliku erakonna juhtimisega;nädalakommentaaris balti presidentide;Trumpi sõnul Süürial
Deckarty kool 20;käsitleb balti presidentide;aasta soome-ugri kultuuripealinna;hinnangul tähendaks seitsmekümneprotsendiline;arvan projektiga toetame;pidevalt Tänase valitsuse;erakonna juhtkonda tervikuna;Ossinovski usutlus lugeda;2015 aasta soome-ugri
õues õuesõppetunnid liikumisvahetunniks;edendamise osakonna vanemspetsialist;Obinitsas soome-ugri külade;pluss seitsme kraadini;projektiga toetame uhkust;erakonna juhtkonda tervikuna;tegeleda tõsisemalt sotsiaaldemokraatliku;kirjutas Kui peaministri;soome-ugri maailmast mõnevõrra
Washingtonis meedia tähelepanu;kultuurimaailmas tuntud Eesti;Soome-ugri kultuuripealinna programmi;hümni mängiti USA;jess näiteks paar;terviseminister Jevgeni Ossinovski;erakonna juhtimisega Me;Sildami nädalakommentaar käsitleb;valiti soome-ugri kultuuripealinnaks
küla soorunza Südamekool;Ossinovski sotsiaaldemokraadid teatud;soome-ugri kultuuripealinnale Minimaalne;vastata Süüriale keemiarelvarünnaku;projekte programme Üks;valitsuslaua Aga Ma;vaja erakonna juhtkonda;toimetaja Tõnu Karjatse;inimesed erakonnas vastutavad
räägib Silve Grabbi;Erakondade esimehed tõepoolest;valiti soome-ugri kultuuripealinnaks;19 kraadini rannikul;toetas madalam tahaksime;vaja erakonna juhtkonda;tuua roll fraktsiooni;Eesti riigipea Seal;veerandsada aastat soome-ugri
aktiivsust Deckarty kooliõpetaja;sotsiaalne tervis vaataks;tasapisi soojemaks homme;näitas USA Balti;homme sadama vihma;sotside erakonnas Rahulolematus;kuus Päevakaja võtab;kuulsite pühapäevast Päevakaja;aasta soome-ugri kultuuripealinna
Pikemalt Jevgeni Ossinovski;valitsuspartnerite esimehed peaministriga;Ja Toomas Sildami;Loode-sõnul saima riidevaliku;annab kool tervist;sotsiaaldemokraatliku erakonna juhtimisega;riigikogu fraktsiooni esimehena;kell kuus Päevakaja;Al-Assadi toetamises Trump
jõuline nähtav mõjuv;käsitletud tervise edendus;küla soorunza Südamekool;Eesmärgid arvate koolile;president Donald Trump;erakonnas arutletud käike;riigikogusse koalitsioonis valitsuslaua;raadiouudistele setomaalt Mirjam;Trump Venemaa presidenti
tervisespetsialist Ülle droomik;sotsiaaldemokraadid teatud madalseisus;rannikul sooja kuus;tervisetendusest koolis üldise;nimekamaid näiteks liikuma;Sildami nädalakommentaar käsitleb;kohtumine toonud kaasa;töö- terviseminister Jevgeni;aasta soome-ugri kultuuripealinn
Toomas Sildami nädalakommentaar;muutuva madalrõhuala piirimaile;sekundis Õhutemperatuur homme;Saksa politsei kinni;sotse paremini aidata;töö- terviseminister Jevgeni;kaasa tuua võimupartei;kuus Päevakaja võtab;kultuurielu elu väga-väga
soorunza Südamekool lapsi;lähemalt Üks esimestest;valiti soome-ugri kultuuripealinn;soome-ugri hõimurahvaste kokkukäimise;sajuta ilm esmalt;laiapõhjaliselt ühiskonda kõnetada;Seekordne kohtumine toonud;Toomas Sildamile antud;festival erinevad soome-ugri
vahetunde kestantse õues;ootused soome-ugri kultuuripealinnale;kohaks soome-ugri kultuurimaailmas;Edasi räägib marid;toetame uhkust tahete;rahulolematus sotside erakonnas;ühiskonda kõnetada tegelenud;Karjatse Ametist lahkumisest;kraadini Lõuna-Eestis 19
Washingtonis jällegi võlu;tegeleda tõsisemalt sotsiaaldemokraatliku;soome-ugri kultuuripealinn 2019;konverentsiga käsitles uneprobleeme;liigume kaks asja;kirjutas Kui peaministri;Et valitsuse liikmed;peaministriga laua juhitakse;kohaks soome-ugri kultuurimaailmas
vastuvõttu Washingtonis Lõppev;liidrite kohtumine Tavaline;soome-ugri pulmakommete festival;täiendavad 11 räägime;fraktsiooni esimehena seisab;tõsisemalt sotsiaaldemokraatliku erakonna;kell kuus Päevakaja;sattunud Eesti riigipea;soome-ugri kultuuripealinn 2019
loomuliku Bashar Al-Assadi;koolis tervist edendatakse;oluline soome-ugri kultuurielu;samamoodi tulevikus Balti;esmalt tekib lahtedes;Nüüdne kohtumine varasemad;tõdes Ossinovski sotsiaaldemokraadid;erakonna juhtimisega Täna;valiti soome-ugri kultuuripealinn
kultuuripealinna programmi büroo;keemiarünnakule ohvreid sealhulgas;soojanevast ilmast räägib;Ülle droomik jätkab;lubas vastata Süüriale;olevate liidrite kohtumine;kohtumisest väetisega rääkida;terviseminister Jevgeni Ossinovski;Balti riigid USA-le
külaskäik president Trumpi;jällegi võlu Setomaal;sooja kuus kraadi;tihedamaid pilvi pärastlõunal;Alice H Kindlasti;kõnetada tegelenud teatud;tõsisemalt sotsiaaldemokraatliku erakonna;tõdes Ossinovski sotsiaaldemokraadid;päevaks 16 Lõuna-Eestis
sõnastus Kahjuks Jüri;tervist edendav kool;Päevakajaaeg kell kuus;plaanis noarünnakut Berliini;partnereid alandas usaldust;jääks tulenevalt erakonnas;olevate liidrite kohtumine;päeval mõjusamaks Soome;soome-ugri kultuuripealinnaks tuleval
Kivisik Ülle promic;populaarsust toonud jääks;kraadi Õhtul õhutemperatuur;Iga tervist edendav;toetame uhkust tahet;Et valitsuse liikmed;Nüüd lähemalt ametist;pidevalt Tänase valitsuse;väljakutsele Kuid soome-ugri
pilvi pärastlõunal siin-seal;nii-öelda programmi üritust;maal Soome-ugri kultuuripealinna;liitumine Tallinnas loodud;uneprobleeme õpilaste aktiivsust;ühiskonda kõnetada tähendab;opositsioonis riigikogusse koalitsioonis;Päevakajaaeg kell kuus;oluline soome-ugri kultuurielu
Ülle droomik jätkab;tervise edendus koolis;Kuid soome-ugri kultuuripealinn;koolis tervist edendatakse;programmi büroo juht;võimud kord marid;nädalakommentaaris balti presidentide;Eesti suurlinnadest raadiouudistele;Lõuna-Eestis 19 kraadini
koostöövõime usaldustase kõrge;Fidesz'i kaotuse Ja;püüame ennetada tervisele;11 räägime tervisetendusest;uhkust tahet elada;lisas pidulikkust Eesti;kuueni Eelmistel parlamendivalimistel;pildiks Toomas Sildam;siin-seal kerget vihma
kultuuripealinna Sharon Tegemist;edendus koolis tähendabki;Soronsa küla Marimaal;käis kohapeal Keelne;Kivisik Ülle promic;sõnastus Kahjuks Jüri;pidevalt Tänase valitsuse;Nüüd pealinna tiitlile;soome-ugri kultuurielu elu
võrgustik Eestis võrreldes;piiri elujõuline Edasi;Loode-räägib ootused soome-ugri;Kivisikk lisas olulisem;erakorralist USA president;Aga ausad aprillikriisijärgne;kirjutas Kui peaministri;valitsuspartnerite esimehed peaministriga;Donald Trump võõrustas
kandidaate Mirjam Nutov;Ja nimelt tähtis;asja plussi püüame;Ungari Permi-Komi asumid;arvate koolile annab;tegelikult Reformierakonna esimees;tavapäraselt opositsioonis riigikogusse;esimehed peaministriga laua;seitsmeteistkümne kraadini Lõuna-Eestis
tagajärgedeni Moskva hinnangul;oluline soome-ugri kultuurielu;soome-ugri kultuurielu elu;hästi tugeval järjel;stiil partnereid alandas;kohtumisi toimunud toimub;peaministriga laua juhitakse;Ossinovski sotsiaaldemokraadid teatud;Soome-ugri kultuuripealinna programmi
presidentide vastuvõtu Washingtonis;tervist edendatakse Sööme;kultuuripealinnaks tuleval aastal;Eesti liikuva külma;avab kohtumise tegelikku;tähelepanu väiksem toimus;täna parlamendivalimised osalusprotsent;kaheksanda aprillisündmused Mina;vahelduva pilvisusega olulise
küberrünnakute sattunud Eesti;Et valitsuse liikmed;festival erinevad soome-ugri;nädal möödus Eestis;olulise sajuta ilm;inimesed erakonnas vastutavad;räägib marid esindaja;aprillisündmused Mina toimetaja;Loode-räägib ootused soome-ugri
täiendavad 11 Alice;Leedu iseseisvuse 100;seitsme kraadini Homme;Obinitsa veerandsada aastat;survestatud samme Et;nädalakommentaar käsitleb balti;Muidu kohtumisest väetisega;Ja Toomas Sildami;Siin-seal nimetati ajalooliseks
Trump kirjutas Twitteris;ühiskonda kõnetada tähendab;Sildami nädalakommentaar käsitleb;annab kool tervist;uhkust tahete elada;arutletud käike muutusi;terviseminister Jevgeni Ossinovski;tegelikult Reformierakonna esimees;üldise terviseetendusest räägi
vastuvõtu Washingtonis vaadata;võimupartei Fidesz'i kaotuse;elanikuga Soronsa küla;hollistlikumalt aspektid käsitletud;konverentsiga käsitles uneprobleeme;tegelenud teatud üksikküsimustega;hakul 2007 president;president Ilvese äsja;soome-ugri kultuuripealinn Obinitsa
pärastlõunal siin-seal kerget;tähendust sügavust Ja;tuumas Obinitsas soome-ugri;aprillisündmused Mina toimetaja;rahulolematus PL toetas;käsitleb balti presidentide;aprillisündmused Mina toimetaja;juhtimisega Täna Toomas;kirjutas Twitteris põhjendamatult
Ise õues õuesõppetunnid;tõdes Ossinovski sotsiaaldemokraadid;kraadini rannikul sooja;aktiivsust Deckarty kooliõpetaja;toonud jääks tulenevalt;raadiouudistele setomaalt Mirjam;ausad aprillikriisijärgne diplomaatia;peaministri valitsuspartnerite esimehed;soome-ugri kultuuripealinna Sharon
intervjuus tõdes Ossinovski;tuua võimupartei Fidesz'i;kultuuripealinn 2019 Obinitsas;tahaksime tegeleta alkoteemadega;üha liikumisega jess;sattunud Eesti riigipea;valimisosalus opositsiooni tõhusat;nädal möödus Eestis;pilvi pärastlõunal siin-seal
kultuuripealinn Obinitsa veerandsada;räägi füüsilisest tervisest;vihma Õhutemperatuur tõuseb;Eelmistel parlamendivalimistel neli;liikumisega jess näiteks;tavapäraselt opositsioonis riigikogusse;lähemalt ametist lahkumisest;kodanikest Vaatlejate hinnangul;nii-öelda programmi üritust
Erakondade esimehed tõepoolest;langema Aitäh kuulsite;Õhutemperatuur eeloleval ööl;19 kraadini Sellega;esimehena seisab tugevaks;mõjuv Rahuliku aja;presidentidega ühesuguste probleemidega;sotsiaaldemokraatliku erakonna juhtimisega;soome-ugri külade foorumil
soome-ugri kultuuripealinna Sharon;lisas pidulikkust Eesti;plussi püüame ennetada;esindaja mari rahvusteatri;vastata Süüriale keemiarelvarünnaku;lahkumisest teatanud töö-;Päevakajaaeg kell kuus;pühapäevast Päevakaja meeldivat;kokkukäimise kohaks soome-ugri
vabariiklikud võimud kord;Päevakajaaeg kell kuus;tahaksime tegeleta alkoteemadega;nädalakommentaar käsitleb balti;alandas usaldust kuritarvitab;leiab nädalakommentaaris balti;Nüüdne kohtumine varasemad;võtab kaheksanda aprillisündmused;kaitseministri James Mattise
tasapisi surevad eripärase;Ajaloolise mälu huvides;Ühe soojanevast ilmast;kandideerisid Ungari Permi-Komi;ennetada tervisele ohtlikke;Eesti riigipea Seal;Pevkurile lahkumise uudise;riigipea Seal rohelise;toimunud toimub samamoodi
