EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,1,0,2,2,4,4,4,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,0,2,2,4,4,4,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,0,2,2,4,4,4,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,2,2,2,4,4,4,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,2,2,2,4,3,5,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,0,2,2,4,3,7,1,15,maania; lennon; epstein; brian; biitel; ringo; mccartney; harrison; kuum; kuuekümnes
5,1,1,7,2,4,3,9,1,15,lennon; kuum; kuuekümnes; maania; epstein; brian; biitel; sullivan; ringo; mccartney; harrison
4,0,2,4,1,3,5,7,1,15,lennon; kuum; ed; kuuekümnes; maania; epstein; brian; biitel; sullivan; ringo; mccartney; harrison
2,3,4,4,1,4,4,7,4,15,lennon; kuum; ed; kuuekümnes; maania; epstein; brian; biitel; sullivan; ringo; mccartney; harrison
0,3,3,4,1,4,5,5,2,15,maania; lennon; epstein; brian; biitel; sullivan; ringo; mccartney; harrison; kuum; ed; kuuekümnes
0,1,3,4,2,5,4,4,2,15,lennon; epstein; brian; biitel; sullivan; ringo; mccartney; harrison; kuum; ed; kuuekümnes
