EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,5,4,5,1,4,4,4,1,11,teadus; üliintellekt; püha; filosoofia; jõuluaeg; vaim; usutunne; religioon; sekularism
4,5,4,5,1,4,4,4,3,11,teadus; üliintellekt; püha; filosoofia; jõuluaeg; vaim; usutunne; religioon; sekularism
4,5,4,5,1,4,4,4,3,11,teadus; üliintellekt; püha; filosoofia; jõuluaeg; vaim; usutunne; religioon; sekularism
4,5,4,5,1,4,4,4,3,11,teadus; üliintellekt; püha; filosoofia; jõuluaeg; vaim; usutunne; religioon; sekularism
4,6,5,5,1,4,4,4,4,11,teadus; üliintellekt; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; usutunne; religioon; sekularism
2,5,6,4,1,4,4,3,4,11,teadus; üliintellekt; püha; filosoofia; jõuluaeg; vaim; kunst; usutunne; religioon; sekularism
3,5,5,0,1,5,5,8,4,11,teadus; üliintellekt; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; kunst; usutunne; religioon; sekularism
6,6,5,1,2,5,6,7,3,11,teadus; üliintellekt; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; kunst; usutunne; religioon; sekularism
4,3,3,2,3,5,6,2,5,11,teadus; üliintellekt; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; kunst; usutunne; religioon
2,4,2,2,2,6,4,3,6,11,üliintellekt; teadus; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; kunst; usutunne; religioon
2,5,3,3,4,4,7,3,7,11,teadus; üliintellekt; püha; filosoofia; tehnoloogiline; jõuluaeg; vaim; kunst; usutunne; religioon
