EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,0,0,2,2,2,0,0,14,paruness; ornament; loss; haar; holland; muuseum
1,1,0,0,2,2,2,0,0,14,paruness; ornament; loss; haar; holland; muuseum
1,1,0,0,2,2,2,0,0,14,paruness; ornament; loss; haar; holland; muuseum
1,1,0,0,2,2,2,0,0,14,paruness; ornament; loss; haar; holland; muuseum
1,1,1,0,2,2,2,0,0,14,paruness; ornament; loss; haar; holland; restaureerimistöö; muuseum
1,1,1,0,2,1,2,1,0,14,paruness; ornament; loss; uusgoot; holland; muuseum
2,1,2,0,2,1,1,1,0,14,paruness; ornament; loss; uusgoot; holland; restaureerimistöö; muuseum
2,0,2,0,2,1,0,1,0,14,ornament; loss; uusgoot; holland; restaureerimistöö
2,0,1,0,3,1,0,1,0,14,paruness; ornament; loss; uusgoot; holland; restaureerimistöö
0,0,2,1,3,1,0,1,0,14,paruness; ornament; loss; uusgoot; haar; holland
1,0,1,1,4,0,0,1,0,14,paruness; ornament; loss; uusgoot; restaureerimistöö; park
