keyphrase;score
Vietnami-Kambodža Laose muusika;0.495
muusikakultuur olemasolu Birma;0.4589
esialgne kultuslik tähendus;0.4066
tavaliselt laul sümboliseerima;0.403
Kagu-Aasia tuntud printsiip;0.3628
arhitektuur muusika tants;0.3604
Laose muusika nägema;0.3577
mõjul uus laulustiil;0.3474
muutma reisima elukoht;0.3432
aeg tantsiv improviseerima;0.3337
väärima muusikaline draama;0.3329
Indo-Hiina Indoneesia meenutama;0.3328
kuulma kõrvalseisja tantsija;0.3292
kuulma firma traditsiooniline;0.3163
tundma seitsmeastmeline helirida;0.3062
väljendama kangelane emotsionaalne;0.3052
budism kohanema suurepäraselt;0.3017
sisu küllaltki primitiivne;0.2973
geograafiline lähedus maa;0.2928
eriti põhjus siinne;0.2919
etendus vanim vorm;0.2865
tantsustiil instrumentaalansambel tüüp;0.286
väike reis Birma;0.2843
avapuhkpill tundma bambus;0.2813
antud viis kuulma;0.2812
Birma keel kõlama;0.28
territoorium rääkima 3000;0.2783
viiendaks-kuues sajand looma;0.2779
filosoofiline vaade elu;0.2758
kaunis nimi näiteks;0.2741
kuninganna muusikamaagia rajaja;0.271
õppima õilis vesi;0.2636
Birma klassikaline teatrivorm;0.2627
lõuna Birmas pärit;0.2627
tooma kaasa register;0.2619
aas kõrgemale tõstma;0.2574
mõte meenutama Camportšea;0.256
instrumentaalne vorm 15;0.2552
märkima võitlus ajal;0.254
õhutama kasutatav rütmivorm;0.2515
esitama niinimetatud õilis;0.2511
laskma lahti lõhnadušk;0.251
sajand kujunema tähtsam;0.247
20 minut väljendama;0.2467
reguleerima liim kasutatav;0.2466
algus lõpp mängima;0.2448
varem valmistama siid;0.2447
ulatuma kaugele minevik;0.2437
ajalugu kostüüm grimm;0.243
Birma nimetus Birma;0.2408
orkester vain kuuluma;0.2392
õhtu eksisteerima neli;0.2335
ballett populaarne õukond;0.2326
tähistama buda tagasipöördumine;0.2324
seisund tingima laad;0.231
13 keel varem;0.2305
kolmas aste veidi;0.2289
ajal järeltulija Bodempaia;0.2277
täpselt teadma pill;0.2271
enam-vähem arusaadav firma;0.2269
virmaline iidne austamisobjekt;0.2267
esimene tsentraliseeritud Rilk;0.2265
avaldama suur mõju;0.2257
kuulutamine laulu-tantsuteatrietendus Natvee;0.2255
vallutama siiami pealinn;0.2198
Jon Chara nimi;0.2191
elanik esivanem Bjuud;0.2169
komponent fikseeritud helikõrgus;0.2146
dramaturg esimene kirjutatud;0.2146
ülesanne ülesanne kuuluma;0.2125
maago küla linn;0.2109
pat kombinatsioon viis;0.2095
käsitsemine tehnika repertuaar;0.2067
hüüe ergutama vannikompositsioon;0.2044
kasutama laialdaselt Birmas;0.2025
regulaarselt pöörllema Bioi;0.2018
teater levima lõuna;0.1978
kellaaeg teatamine vahtkonnavahetus;0.1953
seathakas lugu jutustama;0.1948
ribatking esitama elukutseline;0.1918
tagasipöördumine teispoolne maailm;0.1908
mitusada rahvalaul luuletekst;0.1907
Birmas väliselt meenutama;0.1906
lask isiklikult vaatama;0.1904
pillimees istuma ring;0.1884
püüe jagama helirida;0.1882
kabaree puht meelelahutuslik;0.1862
nooti vahelduma madal;0.1824
Jüri laul esitama;0.182
põhinema Rama jaan;0.178
Cameron orkester Valizard;0.1772
rütm pulss katkestama;0.1763
19 sajand näidend;0.1743
riputama kindel järjekord;0.1734
12 veebruar talupojapäev;0.172
kostümeeritud liikumatult dekoreeritud;0.1708
Patwaing esitama meloodia;0.1686
kehastus vara hindaja;0.1671
sajand jõudma Irawadi;0.1657
kliima kuivav riie;0.1643
dialoog hai kahekordne;0.164
ootamatult aktsent looma;0.1633
ring Patwangi kasutama;0.1631
paarisnumber esitama mees;0.1612
