EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;sõnaloome;keeleoskusele;tähendab;;eestikeelne;keelenõustaja;keeletoimetajate;võimalikki
pleier;loll;elektron;võistlusele;hindate;sõnumis;eestlastel;sõnumi;lääne-eestis
sise-;eesmärkide;lääne-eestis;teadusministeeriumi;public;arutasime;kuulama;intervjuud;väljendavad
eestipärasemad;;intervjuud;sidemed;head;kuulama;intervjuud;kohvilauset;avalik-õiguslik
jõuludki;mine-tuletised;sõnumis;tunnistades;termini;intervjuud;esitajaid;koduleht;eesti
nädalal;filoloogidiplomit;1993;järelpõlvedele;land;euroopa;verbidest;rahvusringhäälingu;miskipärast
paariselamu;seltskonnast;keranen;vältida;termin;ivar;nimisõnu;välismaalastele;lille
ainsuse;haridus-;nelja-aastase;taaperžipi;roll;jung;tänada;kirjutan;jaan-mati
168;mõeldakse;aastakümneid;loetakse;signe;nõukogude;kirjakeelereeglitega;vaatame;võib-olla
õpetasid;sissehingamine;emotsionaalne;käänetena;verbidest;vabariigi;rahvaga;lääne-eestis;presidendi
