keyphrase;score
programm nimekam näiteks;0.8083
projekt programm nimekam;0.8059
muutma no arvuti;0.8037
personal hea hea;0.7998
näiteks liikuma kutsuv;0.7995
usa president donald;0.7982
seisma tugev motivaator;0.7981
nimekam näiteks liikuma;0.7971
andma kool tervis;0.796
erakorraline usa president;0.7949
reguleerima inimene tahtma;0.7949
homme sadama vihm;0.7939
nii-öelda programm üritus;0.793
konverents käsitlema uneprobleem;0.7927
sildam antud intervjuu;0.7916
uneprobleem õpilane aktiivsus;0.7915
liikuma kaks asi;0.7907
washington toimuma normaalne;0.7903
kivisik ülle promic;0.7902
paigutama tugevdama nato;0.7901
kool andma kool;0.7893
probleem washington toimuma;0.7886
näiteks paar kord;0.7886
serv kanduma taas;0.7874
jess näiteks paar;0.7874
programm büroo juht;0.7874
aspekt käsitlema tervis;0.7872
kool personal hea;0.787
katse kaitsma terrorist;0.7867
edendus prioriteet valima;0.7864
suur vastutus vastama;0.7862
tooma jääma tulenevalt;0.7862
arvama kool andma;0.7856
võimalik stiil partner;0.7852
poolmaraton usa president;0.7852
promic tervis areng;0.7851
tervis edendus prioriteet;0.7851
toimuma samamoodi tulevik;0.7851
hollistlikumalt aspekt käsitlema;0.7851
kutsuma president ilves;0.7847
partner alandama usaldus;0.7846
kerge vihm andma;0.7846
stiil partner alandama;0.7844
alice kindlasti erinev;0.7841
tunnistama tegelikult pluss;0.7838
saju ilm esmalt;0.7837
toetama vabariiklik võim;0.7836
fidesz kaotus toomas;0.7836
suutma väärikalt küsimus;0.7831
toomas sildam antud;0.783
poliitiline toetus aus;0.7828
ülle promic tervis;0.7824
tiitel kandideerima nägema;0.7824
suutma sotse paremini;0.7823
laud juhtima riik;0.7822
koht liikuv külm;0.782
seitse kraad homme;0.7819
andma süüdistama trump;0.7814
esimene tervis edendav;0.7814
erakond juhtimine suutma;0.7814
esmalt tekkima laht;0.7813
aeg pluss kolm;0.7813
tooma võimupartei fidesz;0.7813
soojem homme sadama;0.7812
toetama madalam tahtma;0.7805
mirjam nutov tervist;0.7805
kindlasti erinev projekt;0.7804
no arvuti riigikogu;0.7803
kinni neli mees;0.7802
president vladimir putin;0.7801
ühesugune probleem washington;0.78
huvi tunnistama tegelikult;0.78
arvama projekt toetama;0.7798
kandidatuur toetama vabariiklik;0.7797
ungari permi-komi asum;0.7794
nigaja kivisik ülle;0.7794
kanduma taas eesti;0.779
12 nii-öelda programm;0.7789
pilt hollistlikumalt aspekt;0.7788
president vastuvõtt washington;0.7787
tegu katse kaitsma;0.7787
toimuma kord toimuma;0.7784
lubama vastama süüria;0.7784
tooma roll fraktsioon;0.7783
kolm erinev maa;0.7783
projekt konkurent täiendama;0.7778
väiksem toimuma kuu;0.7777
setomaa mirjam nutov;0.7776
muutus vaja surve;0.7776
langema pluss kaks;0.7775
president trump parem;0.7774
vestlus ütlema luik;0.7773
tervisespetsialist ülle droomik;0.7771
liikumisvõimalus aktiivne liikumine;0.7771
pilt tooma roll;0.777
amet lahkumine teatama;0.7769
kohtumine tooma kaasa;0.7769
elama maa ilm;0.7768
kiiresti langema kuulma;0.7768
balti riik siin-seal;0.7767
minimaalne ootus korraldama;0.7767
washington meedia tähelepanu;0.7765
nägema kandidatuur toetama;0.7764
alandama usaldus kuritarvitama;0.7764
kaitseministeerium auvahtkond astuma;0.7763
11 alice kindlasti;0.776
tallinn loodud nato;0.776
silm inimene erakond;0.776
bashar al-assad toetamine;0.7757
kultuuripealinn minimaalne ootus;0.7757
paistma silm inimene;0.7756
rannik 11 meeter;0.7756
seitse lähemalt amet;0.7756
taas eesti koht;0.7755
nüüdne kohtumine varasem;0.7755
trump parem üllatus;0.7754
auvahtkond astuma eesti;0.7753
erinev maa erinev;0.7753
usa liitumine tallinn;0.7753
berliin poolmaraton usa;0.7753
meri liikuv aktiivne;0.7748
kool aitama hästi;0.7748
tugevnema saar puhanguti;0.7747
kolm kaheksa meeter;0.7746
üllatus hea tavalisemalt;0.7746
hinnang tegu katse;0.7745
alice haav leidma;0.7744
vaja täpselt vaja;0.7743
andma puhuma lõuna;0.7743
erakond vastutav üksik;0.7743
näitama pulm loode-sõna;0.7743
kaiv eelolev öö;0.7742
mirjam nutov käima;0.7741
kraad langema pluss;0.774
tippkohtumine täht president;0.774
kuritarvitama laud laud;0.7739
tervis vaatama pilt;0.7739
ilm tasapisi soojem;0.7738
